graph,tpart,blocks,tstop,job,scale0,scale1,iter,concurrent,flips,updates,neighbor_updates,cut,ene,anneal,u,m,nodes,edges,BKS,Ratio,bits,GS,target,factor,TTT,BTT,GInd,Type
G028,1.2948974895804388e-07,4,8e-05,19500.5,3.0,0.8,19.5,0.0,8991095.225,514157.475,26986.225,3238.975,-6581.95,8.00261e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9821027895694361,1235619.045426073,0.675,0.98,4.097381322650302,0.0003277905058120242,,28,ER
G029,4.350620264355322e-08,8,0.0001,34660.5,3.0,0.8,19.5,0.0,5217043.875,862972.725,45722.275,3346.175,-6612.35,0.000100043,0.0,0.0,2000.0,19990.0,3405.0,0.9827239353891336,4597045.658951256,0.75,0.98,3.321928094887362,0.0003321928094887362,,29,ER
G040,1.4617293520857793e-08,8,6e-05,16260.5,3.0,0.8,19.5,0.0,4617316.775,1156218.175,131723.175,2351.925,-4801.85,6.00123e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9799687499999999,8209454.08455874,0.55,0.98,5.767220789231008,0.00034603324735386047,,40,BA
G040,1.0161837155313268e-08,8,6e-05,16500.5,3.0,0.8,19.5,0.0,4300600.975,1524330.425,173236.725,2352.425,-4802.85,6.000829999999999e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9801770833333334,11808888.310836216,0.55,0.98,5.767220789231008,0.00034603324735386047,,40,BA
G041,7.0644359863032585e-09,8,6e-05,16780.5,3.0,0.8,19.5,0.0,3926968.8,1924367.475,217764.3,2355.475,-4727.95,6.00015e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9794074844074844,16986494.071523845,0.5,0.98,6.643856189774724,0.00039863137138648346,,41,BA
G041,3.4141926296659515e-09,4,6e-05,12460.5,3.0,0.8,19.5,0.0,5442435.675,4837040.45,537637.375,2356.1,-4729.2,6.00017e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9796673596673596,35147401.74802057,0.5,0.98,6.643856189774724,0.00039863137138648346,,41,BA
G028,1.650055480022138e-09,8,8e-05,27180.5,3.0,0.8,19.5,0.0,1064666.825,3382488.0,176581.375,3235.5,-6575.0,8.00002e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9810491206791996,96966436.54542656,0.6,0.98,5.02588318946412,0.00040207065515712964,,28,ER
G041,4.350620264355322e-08,4,0.0001,29980.5,3.0,0.8,19.5,0.0,17574725.05,1496733.25,169709.75,2360.95,-4738.9,0.000100043,0.0,0.0,2000.0,11785.0,2405.0,0.9816839916839918,4597045.658951256,0.675,0.98,4.097381322650302,0.00040973813226503024,,41,BA
G040,4.350620264355322e-08,4,6e-05,10740.5,3.0,0.8,19.5,0.0,10454089.625,892444.075,101000.925,2347.875,-4793.75,6.00086e-05,0.0,0.0,2000.0,11766.0,2400.0,0.97828125,2758227.395370754,0.475,0.98,7.146923318667059,0.0004288153991200236,,40,BA
G039,2.102624423214588e-08,8,0.0001,35180.5,3.0,0.8,19.5,0.0,8250253.75,1433982.675,164787.0,2365.025,-4702.05,0.000100007,0.0,0.0,2000.0,11778.0,2408.0,0.9821532392026577,9511922.23355947,0.65,0.98,4.386619483931339,0.0004386619483931339,,39,BA
G040,3.4141926296659515e-09,4,0.0001,31620.5,3.0,0.8,19.5,0.0,8941374.333333334,7940392.179487179,882676.9487179487,2355.8205128205127,-4809.641025641025,0.000100002,0.0,0.0,2000.0,11766.0,2400.0,0.9815918803418803,58579002.913367614,0.65,0.98,4.386619483931339,0.0004386619483931339,,40,BA
G041,1.0161837155313268e-08,8,0.0001,35740.5,3.0,0.8,19.5,0.0,7245292.333333333,2565284.641025641,292023.6666666667,2361.897435897436,-4740.794871794872,0.000100004,0.0,0.0,2000.0,11785.0,2405.0,0.9820779359240899,19681480.51806036,0.65,0.98,4.386619483931339,0.0004386619483931339,,41,BA
G040,4.911145006735545e-09,8,0.0001,36180.5,3.0,0.8,19.5,0.0,5517813.3,3646091.4,410749.6,2356.15,-4810.3,0.000100004,0.0,0.0,2000.0,11766.0,2400.0,0.9817291666666665,40723700.83263754,0.65,0.98,4.386619483931339,0.0004386619483931339,,40,BA
G029,6.258149233243955e-08,8,0.0001,34420.5,3.0,0.8,19.5,0.0,5350191.975,614242.2,32524.025,3338.85,-6597.7,0.00010001899999999999,0.0,0.0,2000.0,19990.0,3405.0,0.9805726872246696,3195833.0258022407,0.625,0.98,4.695180299575582,0.00046951802995755823,,29,ER
G041,6.258149233243955e-08,4,6e-05,10540.5,3.0,0.8,19.5,0.0,10795271.128205128,641227.3076923077,72306.2564102564,2352.25641025641,-4721.51282051282,6.00238e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9780691934538088,1917499.8154813442,0.425,0.98,8.321816102456877,0.0004993089661474126,,41,BA
G027,1.2948974895804388e-07,4,0.0001,29060.5,3.0,0.8,19.5,0.0,11158300.325,632063.55,33411.575,3280.725,-6603.45,0.00010009699999999999,0.0,0.0,2000.0,19990.0,3341.0,0.9819589943130799,1544523.8067825912,0.6,0.98,5.02588318946412,0.000502588318946412,,27,ER
G039,4.911145006735545e-09,8,0.0001,36140.5,3.0,0.8,19.5,0.0,5650286.975,3728482.275,421711.725,2361.825,-4695.65,0.000100004,0.0,0.0,2000.0,11778.0,2408.0,0.9808243355481727,40723700.83263754,0.6,0.98,5.02588318946412,0.000502588318946412,,39,BA
G027,6.258149233243955e-08,8,0.0001,34340.5,3.0,0.8,19.5,0.0,5375852.325,618748.9,32742.475,3276.775,-6595.55,0.00010001899999999999,0.0,0.0,2000.0,19990.0,3341.0,0.9807767135588147,3195833.0258022407,0.6,0.98,5.02588318946412,0.000502588318946412,,27,ER
G028,1.862645149230957e-07,4,0.0001,28860.5,3.0,0.8,19.5,0.0,11368710.875,451858.05,23700.875,3234.45,-6572.9,0.000100029,0.0,0.0,2000.0,19990.0,3298.0,0.98073074590661,1073741.824,0.6,0.98,5.02588318946412,0.000502588318946412,,28,ER
G040,2.102624423214588e-08,8,0.0001,35220.5,3.0,0.8,19.5,0.0,8057484.275,1398938.875,160105.175,2354.325,-4806.65,0.000100007,0.0,0.0,2000.0,11766.0,2400.0,0.9809687500000001,9511922.23355947,0.6,0.98,5.02588318946412,0.000502588318946412,,40,BA
G041,4.911145006735545e-09,8,8e-05,26620.5,3.0,0.8,19.5,0.0,4482965.974358974,2965620.3846153845,333874.9487179487,2356.4615384615386,-4729.923076923077,8.00012e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9798176875099952,32578960.66611003,0.5,0.98,6.643856189774724,0.000531508495181978,,41,BA
G040,6.258149233243955e-08,4,0.0001,29700.5,3.0,0.8,19.5,0.0,17650365.05,1037011.75,117483.9,2353.05,-4804.1,0.00010001899999999999,0.0,0.0,2000.0,11766.0,2400.0,0.9804375000000001,3195833.0258022407,0.575,0.98,5.381970995295634,0.0005381970995295634,,40,BA
G041,2.102624423214588e-08,8,8e-05,25660.5,3.0,0.8,19.5,0.0,6554127.65,1144387.375,130740.75,2353.475,-4723.95,8.00057e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9785758835758835,7609537.786847578,0.475,0.98,7.146923318667059,0.0005717538654933647,,41,BA
G039,3.0245198666839334e-08,8,0.0001,34940.5,3.0,0.8,19.5,0.0,8543611.975,1025504.35,117941.675,2360.7,-4693.4,0.000100006,0.0,0.0,2000.0,11778.0,2408.0,0.9803571428571429,6612619.8145717215,0.55,0.98,5.767220789231008,0.0005767220789231008,,39,BA
G027,1.650055480022138e-09,8,0.0001,36740.5,3.0,0.8,19.5,0.0,1328151.282051282,4204198.666666667,220358.5128205128,3275.641025641026,-6593.282051282052,0.000100001,0.0,0.0,2000.0,19990.0,3341.0,0.9804373018979424,121208045.6817832,0.525,0.98,6.186082488748192,0.0006186082488748193,,27,ER
G039,9.002034065447288e-08,4,0.0001,29420.5,3.0,0.8,19.5,0.0,18317133.128205128,748767.5641025641,84987.94871794872,2359.974358974359,-4691.948717948718,0.000100017,0.0,0.0,2000.0,11778.0,2408.0,0.980055796916262,2221720.097324054,0.5,0.98,6.643856189774724,0.0006643856189774724,,39,BA
G041,3.0245198666839334e-08,8,6e-05,15820.5,3.0,0.8,19.5,0.0,5114355.3,620213.125,70683.6,2345.925,-4708.85,6.0015999999999996e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9754365904365905,3967571.888743033,0.325,0.98,11.716720592893752,0.0007030032355736252,,41,BA
G039,4.350620264355322e-08,8,0.0001,34700.5,3.0,0.8,19.5,0.0,8757942.125,726132.575,83568.825,2359.125,-4690.25,0.000100043,0.0,0.0,2000.0,11778.0,2408.0,0.979703073089701,4597045.658951256,0.475,0.98,7.146923318667059,0.0007146923318667059,,39,BA
G029,1.650055480022138e-09,8,8e-05,27220.5,3.0,0.8,19.5,0.0,1066261.075,3378802.65,176847.125,3331.9,-6583.8,8.00002e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9785315712187959,96966436.54542656,0.4,0.98,9.015151103887694,0.0007212120883110156,,29,ER
G041,3.4141926296659515e-09,8,0.0001,36460.5,3.0,0.8,19.5,0.0,4456644.025641026,3927387.1794871795,439176.3846153846,2355.230769230769,-4727.461538461538,0.000100002,0.0,0.0,2000.0,11785.0,2405.0,0.979305933152087,58579002.913367614,0.45,0.98,7.703053140182872,0.0007703053140182873,,41,BA
G040,3.4141926296659515e-09,8,6e-05,17220.5,3.0,0.8,19.5,0.0,2647151.775,2337375.7,260904.775,2338.75,-4775.5,6.00017e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9744791666666666,35147401.74802057,0.3,0.98,12.911392471625765,0.0007746835482975459,,40,BA
G027,9.002034065447288e-08,8,0.0001,34100.5,3.0,0.8,19.5,0.0,5487047.825,440015.375,23235.525,3270.6,-6583.2,0.00010001700000000001,0.0,0.0,2000.0,19990.0,3341.0,0.9789284645315774,2221720.097324054,0.425,0.98,8.321816102456877,0.0008321816102456877,,27,ER
G027,1.862645149230957e-07,4,0.0001,28820.5,3.0,0.8,19.5,0.0,11421391.4,453173.175,23918.85,3268.6,-6579.2,0.000100029,0.0,0.0,2000.0,19990.0,3341.0,0.9783298413648607,1073741.824,0.425,0.98,8.321816102456877,0.0008321816102456877,,27,ER
G039,3.4141926296659515e-09,8,0.0001,36380.5,3.0,0.8,19.5,0.0,4495223.846153846,3953833.3333333335,443600.5641025641,2357.358974358974,-4686.717948717948,0.000100002,0.0,0.0,2000.0,11778.0,2408.0,0.9789696737371156,58579002.913367614,0.425,0.98,8.321816102456877,0.0008321816102456877,,39,BA
G040,3.0245198666839334e-08,8,0.0001,34980.5,3.0,0.8,19.5,0.0,8352213.325,1004353.3,114933.775,2347.4,-4792.8,0.000100006,0.0,0.0,2000.0,11766.0,2400.0,0.9780833333333334,6612619.8145717215,0.4,0.98,9.015151103887694,0.0009015151103887695,,40,BA
G028,9.002034065447288e-08,8,0.0001,34140.5,3.0,0.8,19.5,0.0,5497469.153846154,441871.28205128206,23237.0,3225.8205128205127,-6555.641025641025,0.000100017,0.0,0.0,2000.0,19990.0,3298.0,0.9781141639843883,2221720.097324054,0.375,0.98,9.798158778855589,0.000979815877885559,,28,ER
G039,6.258149233243955e-08,8,0.0001,34460.5,3.0,0.8,19.5,0.0,8929842.5,514180.85,58872.95,2352.7,-4677.4,0.00010001899999999999,0.0,0.0,2000.0,11778.0,2408.0,0.9770348837209303,3195833.0258022407,0.375,0.98,9.798158778855589,0.000979815877885559,,39,BA
G040,2.373522120906291e-09,4,8e-05,22260.5,3.0,0.8,19.5,0.0,5100130.0,6033008.25,664353.05,2346.5,-4791.0,8.00023e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9777083333333334,67410368.15738906,0.3,0.98,12.911392471625765,0.0010329113977300614,,40,BA
G040,4.350620264355322e-08,8,8e-05,25140.5,3.0,0.8,19.5,0.0,6876379.615384615,573120.7435897436,65361.61538461538,2339.769230769231,-4777.538461538462,8.00259e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9749038461538462,3677636.527161006,0.3,0.98,12.911392471625765,0.0010329113977300614,,40,BA
G029,1.862645149230957e-07,4,0.0001,28900.5,3.0,0.8,19.5,0.0,11388055.205128206,450378.0,23767.615384615383,3333.153846153846,-6586.307692307692,0.000100029,0.0,0.0,2000.0,19990.0,3405.0,0.9788998079746978,1073741.824,0.35,0.98,10.690234022650365,0.0010690234022650365,,29,ER
G039,2.373522120906291e-09,4,0.0001,31820.5,3.0,0.8,19.5,0.0,6504580.575,7671945.1,848584.125,2356.95,-4685.9,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9787998338870432,84262960.19673632,0.35,0.98,10.690234022650365,0.0010690234022650365,,39,BA
G041,2.373522120906291e-09,4,8e-05,22300.5,3.0,0.8,19.5,0.0,5171939.425,6116438.225,674247.375,2347.575,-4712.15,8.00023e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9761226611226611,67410368.15738906,0.275,0.98,14.32028822513299,0.0011456230580106392,,41,BA
G041,4.350620264355322e-08,8,0.0001,34780.5,3.0,0.8,19.5,0.0,8689135.5,723126.125,82605.2,2347.225,-4711.45,0.000100043,0.0,0.0,2000.0,11785.0,2405.0,0.975977130977131,4597045.658951256,0.325,0.98,11.716720592893752,0.0011716720592893754,,41,BA
G040,9.002034065447288e-08,4,0.0001,29460.5,3.0,0.8,19.5,0.0,17914956.7,731330.825,82675.0,2345.925,-4789.85,0.00010001700000000001,0.0,0.0,2000.0,11766.0,2400.0,0.9774687500000001,2221720.097324054,0.325,0.98,11.716720592893752,0.0011716720592893754,,40,BA
G041,1.2948974895804388e-07,4,0.0001,29260.5,3.0,0.8,19.5,0.0,18401536.45,524162.025,59021.95,2349.025,-4715.05,0.00010009699999999999,0.0,0.0,2000.0,11785.0,2405.0,0.9767255717255718,1544523.8067825912,0.3,0.98,12.911392471625765,0.0012911392471625766,,41,BA
G028,1.1471066830046975e-09,4,0.0001,32220.5,3.0,0.8,19.5,0.0,1446016.8157894737,6120491.7105263155,318395.1842105263,3227.3684210526317,-6558.736842105263,0.000100001,0.0,0.0,2000.0,19990.0,3298.0,0.9785835115380932,174351699.77052695,0.3,0.98,12.911392471625765,0.0012911392471625766,,28,ER
G041,9.002034065447288e-08,4,0.0001,29500.5,3.0,0.8,19.5,0.0,18170366.64102564,742997.4358974359,83981.20512820513,2348.4615384615386,-4713.923076923077,0.000100017,0.0,0.0,2000.0,11785.0,2405.0,0.9764912841835918,2221720.097324054,0.3,0.98,12.911392471625765,0.0012911392471625766,,41,BA
G029,1.1471066830046975e-09,4,0.0001,32260.5,3.0,0.8,19.5,0.0,1445087.95,6098427.025,318202.35,3321.975,-6563.95,0.000100001,0.0,0.0,2000.0,19990.0,3405.0,0.9756167400881057,174351699.77052695,0.275,0.98,14.32028822513299,0.001432028822513299,,29,ER
G039,1.2948974895804388e-07,4,0.0001,29180.5,3.0,0.8,19.5,0.0,18543046.076923076,526756.0256410256,59665.717948717946,2351.5641025641025,-4675.128205128205,0.000100097,0.0,0.0,2000.0,11778.0,2408.0,0.9765631655166539,1544523.8067825912,0.275,0.98,14.32028822513299,0.001432028822513299,,39,BA
G040,1.2948974895804388e-07,4,6e-05,10020.5,3.0,0.8,19.5,0.0,11010887.925,317256.575,35470.925,2331.275,-4760.55,6.00843e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9713645833333333,926714.2840695546,0.175,0.98,23.93889316474939,0.0014363335898849635,,40,BA
G027,1.1471066830046975e-09,4,0.0001,32180.5,3.0,0.8,19.5,0.0,1445175.85,6097118.925,318337.65,3262.9,-6567.8,0.000100001,0.0,0.0,2000.0,19990.0,3341.0,0.9766237653397185,174351699.77052695,0.25,0.98,16.00784555930219,0.001600784555930219,,27,ER
G029,9.002034065447288e-08,8,0.0001,34180.5,3.0,0.8,19.5,0.0,5512798.975,442702.9,23393.475,3323.1,-6566.2,0.00010001700000000001,0.0,0.0,2000.0,19990.0,3405.0,0.9759471365638767,2221720.097324054,0.225,0.98,18.067125197783724,0.0018067125197783725,,29,ER
G040,6.258149233243955e-08,8,0.0001,34500.5,3.0,0.8,19.5,0.0,8763884.9,505209.55,57558.1,2336.25,-4770.5,0.00010001899999999999,0.0,0.0,2000.0,11766.0,2400.0,0.9734375,3195833.0258022407,0.175,0.98,23.93889316474939,0.0023938893164749393,,40,BA
G041,1.862645149230957e-07,4,0.0001,29020.5,3.0,0.8,19.5,0.0,18626933.692307692,370754.89743589744,41565.89743589744,2337.2820512820513,-4691.5641025641025,0.000100029,0.0,0.0,2000.0,11785.0,2405.0,0.9718428487659256,1073741.824,0.175,0.98,23.93889316474939,0.0023938893164749393,,41,BA
G041,6.258149233243955e-08,8,0.0001,34540.5,3.0,0.8,19.5,0.0,8885844.425,513749.975,58550.775,2336.075,-4689.15,0.00010001899999999999,0.0,0.0,2000.0,11785.0,2405.0,0.9713409563409563,3195833.0258022407,0.15,0.98,28.336207974167966,0.002833620797416797,,41,BA
G028,1.2948974895804388e-07,8,0.0001,33900.5,3.0,0.8,19.5,0.0,5659883.95,318645.15,16722.65,3211.2,-6526.4,0.00010009699999999999,0.0,0.0,2000.0,19990.0,3298.0,0.9736810187992722,1544523.8067825912,0.15,0.98,28.336207974167966,0.002833620797416797,,28,ER
G039,1.862645149230957e-07,4,0.0001,28940.5,3.0,0.8,19.5,0.0,18757912.55263158,371902.5263157895,41887.5,2344.3684210526317,-4660.736842105263,0.000100029,0.0,0.0,2000.0,11778.0,2408.0,0.9735749256863088,1073741.824,0.15,0.98,28.336207974167966,0.002833620797416797,,39,BA
G039,9.002034065447288e-08,8,0.0001,34220.5,3.0,0.8,19.5,0.0,9103546.375,364256.4,41653.425,2340.5,-4653.0,0.00010001700000000001,0.0,0.0,2000.0,11778.0,2408.0,0.9719684385382059,2221720.097324054,0.125,0.98,34.487547051481634,0.0034487547051481634,,39,BA
G040,1.862645149230957e-07,4,0.0001,28980.5,3.0,0.8,19.5,0.0,18355380.1,364804.975,40865.95,2336.025,-4770.05,0.000100029,0.0,0.0,2000.0,11766.0,2400.0,0.9733437500000001,1073741.824,0.125,0.98,34.487547051481634,0.0034487547051481634,,40,BA
G040,2.373522120906291e-09,8,0.0001,36660.5,3.0,0.8,19.5,0.0,3143006.8,3693527.9,409060.1,2335.85,-4769.7,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9732708333333333,84262960.19673632,0.125,0.98,34.487547051481634,0.0034487547051481634,,40,BA
G039,2.373522120906291e-09,8,0.0001,36620.5,3.0,0.8,19.5,0.0,3205840.175,3753705.325,417636.825,2345.425,-4662.85,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.974013704318937,84262960.19673632,0.125,0.98,34.487547051481634,0.0034487547051481634,,39,BA
G041,2.373522120906291e-09,8,8e-05,27100.5,3.0,0.8,19.5,0.0,2549668.975,2996159.025,331892.775,2337.525,-4692.05,8.00023e-05,0.0,0.0,2000.0,11785.0,2405.0,0.971943866943867,67410368.15738906,0.1,0.98,43.708690653565675,0.0034966952522852545,,41,BA
G027,1.2948974895804388e-07,8,0.0001,33860.5,3.0,0.8,19.5,0.0,5660429.525,318163.15,16770.975,3249.125,-6540.25,0.00010009699999999999,0.0,0.0,2000.0,19990.0,3341.0,0.9725007482789584,1544523.8067825912,0.1,0.98,43.708690653565675,0.004370869065356568,,27,ER
G028,1.1471066830046975e-09,8,6e-05,17820.5,3.0,0.8,19.5,0.0,432610.3076923077,1832092.5128205128,95231.7435897436,3186.230769230769,-6476.461538461538,6e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9661099967346177,104611019.86231616,0.05,0.98,89.7811349607097,0.005386868097642582,,28,ER
G041,9.002034065447288e-08,8,0.0001,34300.5,3.0,0.8,19.5,0.0,9029536.282051282,363393.46153846156,41216.4358974359,2329.7948717948716,-4676.589743589743,0.000100017,0.0,0.0,2000.0,11785.0,2405.0,0.9687296764219843,2221720.097324054,0.075,0.98,59.06976823665304,0.005906976823665304,,41,BA
G029,1.2948974895804388e-07,8,0.0001,33940.5,3.0,0.8,19.5,0.0,5671947.825,319534.375,16832.625,3309.025,-6538.05,0.00010009699999999999,0.0,0.0,2000.0,19990.0,3405.0,0.9718135095447871,1544523.8067825912,0.075,0.98,59.06976823665304,0.005906976823665304,,29,ER
G027,1.862645149230957e-07,8,0.0001,33620.5,3.0,0.8,19.5,0.0,5859396.41025641,233559.4871794872,12277.28205128205,3231.871794871795,-6505.74358974359,0.000100029,0.0,0.0,2000.0,19990.0,3341.0,0.9673366641340301,1073741.824,0.075,0.98,59.06976823665304,0.005906976823665304,,27,ER
G040,1.650055480022138e-09,4,0.0001,32100.5,3.0,0.8,19.5,0.0,4035481.1,6276787.975,685762.25,2324.525,-4747.05,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9685520833333333,121208045.6817832,0.05,0.98,89.7811349607097,0.00897811349607097,,40,BA
G040,9.002034065447288e-08,8,8e-05,24660.5,3.0,0.8,19.5,0.0,7173150.975,290502.75,32793.125,2321.35,-4740.7,8.00313e-05,0.0,0.0,2000.0,11766.0,2400.0,0.9672291666666666,1777376.0778592434,0.025,0.98,181.89450638245114,0.014551560510596093,,40,BA
G041,1.2948974895804388e-07,8,8e-05,24460.5,3.0,0.8,19.5,0.0,7411119.35,210657.4,23644.55,2311.45,-4639.9,8.00261e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9611018711018712,1235619.045426073,0.025,0.98,181.89450638245114,0.014551560510596093,,41,BA
G040,1.2948974895804388e-07,8,0.0001,34020.5,3.0,0.8,19.5,0.0,9055795.175,254845.7,28659.925,2316.3,-4730.6,0.00010009699999999999,0.0,0.0,2000.0,11766.0,2400.0,0.9651249999999999,1544523.8067825912,0.025,0.98,181.89450638245114,0.018189450638245116,,40,BA
G040,1.650055480022138e-09,8,0.0001,36900.5,3.0,0.8,19.5,0.0,1991572.7,3079456.5,338041.35,2310.35,-4718.7,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9626458333333334,121208045.6817832,0.0,0.98,1.0,inf,,40,BA
G027,1.8626451492309566e-10,4,4e-05,4580.5,3.0,0.8,19.5,0.0,258.57894736842104,4330.026315789473,213.78947368421052,758.5263157894736,-1559.0526315789473,4.00002e-05,0.0,0.0,2000.0,19990.0,3341.0,0.227035712597867,429496729.6000002,0.0,0.98,1.0,inf,,27,ER
G041,7.97460302472002e-10,4,4e-05,3820.5,3.0,0.8,19.5,0.0,351902.89743589744,973951.4358974359,104131.66666666667,2150.7948717948716,-4318.589743589743,4.00008e-05,0.0,0.0,2000.0,11785.0,2405.0,0.8943014019937098,100318473.22307147,0.0,0.98,1.0,inf,,41,BA
G041,1.1471066830046975e-09,8,6e-05,17980.5,3.0,0.8,19.5,0.0,634588.875,1309392.55,142153.475,2236.0,-4489.0,6.000000000000001e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9297297297297298,104611019.86231616,0.0,0.98,1.0,inf,,41,BA
G041,1.1471066830046975e-09,4,0.0001,32380.5,3.0,0.8,19.5,0.0,2131305.8205128205,4407983.794871795,477505.3076923077,2284.051282051282,-4585.102564102564,0.000100001,0.0,0.0,2000.0,11785.0,2405.0,0.9497094727863958,174351699.77052695,0.0,0.98,1.0,inf,,41,BA
G041,7.97460302472002e-10,8,0.0001,37420.5,3.0,0.8,19.5,0.0,434452.1794871795,1195851.5128205128,128568.64102564103,2161.923076923077,-4340.846153846154,0.000100001,0.0,0.0,2000.0,11785.0,2405.0,0.8989285143131297,250796183.05767864,0.0,0.98,1.0,inf,,41,BA
G040,1.1471066830046975e-09,8,0.0001,37140.5,3.0,0.8,19.5,0.0,1042200.5789473684,2149972.4736842103,233397.42105263157,2260.9736842105262,-4619.9473684210525,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9420723684210526,174351699.77052695,0.0,0.98,1.0,inf,,40,BA
G041,5.543886575161143e-10,8,0.0001,37660.5,3.0,0.8,19.5,0.0,133360.15,489630.975,51955.7,2004.225,-4025.45,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.8333575883575884,360757741.5022901,0.0,0.98,1.0,inf,,41,BA
G041,1.650055480022138e-09,4,6e-05,12940.5,3.0,0.8,19.5,0.0,2456000.125,3822452.825,417737.625,2314.125,-4645.25,6.00014e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9622141372141373,72724827.40906993,0.0,0.98,1.0,inf,,41,BA
G041,1.862645149230957e-07,8,6e-05,14620.5,3.0,0.8,19.5,0.0,5766542.7,118074.375,12980.55,2281.125,-4579.25,6.01665e-05,0.0,0.0,2000.0,11785.0,2405.0,0.9484927234927236,644245.0944,0.0,0.98,1.0,inf,,41,BA
G041,1.650055480022138e-09,8,0.0001,36940.5,3.0,0.8,19.5,0.0,2018595.325,3122123.15,342963.025,2308.95,-4634.9,0.000100001,0.0,0.0,2000.0,11785.0,2405.0,0.96006237006237,121208045.6817832,0.0,0.98,1.0,inf,,41,BA
G041,5.543886575161143e-10,4,0.0001,32860.5,3.0,0.8,19.5,0.0,267539.97297297296,980975.5675675676,104143.05405405405,2058.4054054054054,-4133.810810810811,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.855885823453391,360757741.5022901,0.0,0.98,1.0,inf,,41,BA
G041,1.8626451492309566e-10,8,4e-05,9580.5,3.0,0.8,19.5,0.0,117.575,1514.7,97.775,281.1,-579.2,4.00002e-05,0.0,0.0,2000.0,11785.0,2405.0,0.11688149688149689,429496729.6000002,0.0,0.98,1.0,inf,,41,BA
G041,1.8626451492309566e-10,4,0.0001,33580.5,3.0,0.8,19.5,0.0,512.2972972972973,5115.513513513513,419.1081081081081,727.8648648648649,-1472.7297297297298,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.3026465134573243,1073741824.0000002,0.0,0.98,1.0,inf,,41,BA
G040,1.862645149230957e-07,8,0.0001,33780.5,3.0,0.8,19.5,0.0,9259633.05,183644.425,20509.85,2300.825,-4699.65,0.000100029,0.0,0.0,2000.0,11766.0,2400.0,0.9586770833333332,1073741.824,0.0,0.98,1.0,inf,,40,BA
G041,2.679321706830828e-10,4,4e-05,4540.5,3.0,0.8,19.5,0.0,3218.475,22011.125,2096.075,1345.275,-2707.55,4.00002e-05,0.0,0.0,2000.0,11785.0,2405.0,0.5593659043659043,298583032.39974165,0.0,0.98,1.0,inf,,41,BA
G041,3.8540700098775135e-10,8,0.0001,37900.5,3.0,0.8,19.5,0.0,25576.5,127436.8,13187.1,1744.85,-3506.7,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.7255093555093556,518931932.962879,0.0,0.98,1.0,inf,,41,BA
G041,3.8540700098775135e-10,4,0.0001,33100.5,3.0,0.8,19.5,0.0,50664.375,250098.925,26073.375,1813.275,-3643.55,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.753960498960499,518931932.962879,0.0,0.98,1.0,inf,,41,BA
G041,2.679321706830828e-10,8,0.0001,38140.5,3.0,0.8,19.5,0.0,3903.725,26359.9,2552.325,1398.3,-2813.6,0.0001,0.0,0.0,2000.0,11785.0,2405.0,0.5814137214137214,746457580.999354,0.0,0.98,1.0,inf,,41,BA
G029,1.862645149230957e-07,8,0.0001,33700.5,3.0,0.8,19.5,0.0,5838999.775,232230.05,12215.175,3290.45,-6500.9,0.000100029,0.0,0.0,2000.0,19990.0,3405.0,0.9663582966226137,1073741.824,0.0,0.98,1.0,inf,,29,ER
G028,7.97460302472002e-10,8,0.0001,37260.5,3.0,0.8,19.5,0.0,302673.95,1707270.625,88556.2,3126.775,-6357.55,0.000100001,0.0,0.0,2000.0,19990.0,3298.0,0.948082171012735,250796183.05767864,0.0,0.98,1.0,inf,,28,ER
