graph,tpart,blocks,tstop,job,scale0,scale1,iter,concurrent,flips,updates,neighbor_updates,cut,ene,anneal,u,m,nodes,edges,BKS,Ratio,bits,GS,target,factor,TTT,BTT,GInd,Type
G028,7.97460302472002e-10,4,0.0001,32460.5,3.0,0.8,19.5,0.0,609764.0769230769,3439490.4615384615,178364.64102564103,3170.641025641026,-6445.282051282052,0.000100001,0.0,0.0,2000.0,19990.0,3298.0,0.9613829671440345,250796183.05767864,0.0,0.98,1.0,inf,,28,ER
G028,1.862645149230957e-07,8,4e-05,4860.5,3.0,0.8,19.5,0.0,2605339.25,112038.025,5817.1,3118.975,-6341.95,4.00489e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9457171012734991,429496.7296,0.0,0.98,1.0,inf,,28,ER
G028,5.543886575161143e-10,8,0.0001,37500.5,3.0,0.8,19.5,0.0,96803.7,723759.35,37396.65,2980.15,-6064.3,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.9036234081261372,360757741.5022901,0.0,0.98,1.0,inf,,28,ER
G028,5.543886575161143e-10,4,0.0001,32700.5,3.0,0.8,19.5,0.0,192231.46153846153,1436076.0,74250.33333333333,3052.7179487179487,-6209.4358974358975,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.9256270311455272,360757741.5022901,0.0,0.98,1.0,inf,,28,ER
G028,3.8540700098775135e-10,8,0.0001,37740.5,3.0,0.8,19.5,0.0,19704.625,197188.675,10126.725,2694.625,-5493.25,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.8170482110369921,518931932.962879,0.0,0.98,1.0,inf,,28,ER
G028,3.8540700098775135e-10,4,0.0001,32940.5,3.0,0.8,19.5,0.0,38212.07692307692,381207.8717948718,19609.30769230769,2803.4102564102564,-5710.820512820513,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.8500334312948018,518931932.962879,0.0,0.98,1.0,inf,,28,ER
G029,5.543886575161143e-10,8,6e-05,18340.5,3.0,0.8,19.5,0.0,59140.675,442582.45,22880.275,3017.0,-5954.0,6.00005e-05,0.0,0.0,2000.0,19990.0,3405.0,0.886049926578561,216454644.9013741,0.0,0.98,1.0,inf,,29,ER
G029,5.543886575161143e-10,4,0.0001,32740.5,3.0,0.8,19.5,0.0,192455.84615384616,1432357.4871794872,74272.30769230769,3148.230769230769,-6216.461538461538,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.9245905342821643,360757741.5022901,0.0,0.98,1.0,inf,,29,ER
G029,3.8540700098775135e-10,8,0.0001,37780.5,3.0,0.8,19.5,0.0,19730.17948717949,197131.89743589744,10138.179487179486,2791.2051282051284,-5502.410256410257,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.8197371889001845,518931932.962879,0.0,0.98,1.0,inf,,29,ER
G029,3.8540700098775135e-10,4,0.0001,32980.5,3.0,0.8,19.5,0.0,38227.13157894737,380026.7105263158,19584.026315789473,2890.5,-5701.0,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.8488986784140969,518931932.962879,0.0,0.98,1.0,inf,,29,ER
G029,2.679321706830828e-10,8,0.0001,38020.5,3.0,0.8,19.5,0.0,3388.8,43436.75,2208.1,2297.0,-4514.0,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.6745961820851689,746457580.999354,0.0,0.98,1.0,inf,,29,ER
G029,2.679321706830828e-10,4,0.0001,33220.5,3.0,0.8,19.5,0.0,6161.378378378378,78296.1081081081,3997.5405405405404,2478.6486486486488,-4877.2972972972975,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.7279438028336707,746457580.999354,0.0,0.98,1.0,inf,,29,ER
G029,1.8626451492309566e-10,8,0.0001,38260.5,3.0,0.8,19.5,0.0,312.57894736842104,5224.5526315789475,258.10526315789474,949.7105263157895,-1819.421052631579,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.27891645413092203,1073741824.0000002,0.0,0.98,1.0,inf,,29,ER
G029,1.8626451492309566e-10,4,0.0001,33460.5,3.0,0.8,19.5,0.0,541.1052631578947,8862.21052631579,442.10526315789474,1330.1052631578948,-2580.2105263157896,0.0001,0.0,0.0,2000.0,19990.0,3405.0,0.3906329700904243,1073741824.0000002,0.0,0.98,1.0,inf,,29,ER
G028,2.679321706830828e-10,8,0.0001,37980.5,3.0,0.8,19.5,0.0,3387.275,43547.225,2206.575,2194.475,-4492.95,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.6653956943602183,746457580.999354,0.0,0.98,1.0,inf,,28,ER
G027,5.543886575161143e-10,8,8e-05,27860.5,3.0,0.8,19.5,0.0,78014.4,582374.9,30149.9,3001.475,-6044.95,8.00005e-05,0.0,0.0,2000.0,19990.0,3341.0,0.8983762346602813,288606193.2018321,0.0,0.98,1.0,inf,,27,ER
G027,5.543886575161143e-10,4,0.0001,32660.5,3.0,0.8,19.5,0.0,192361.55,1430582.275,74187.35,3085.65,-6213.3,0.0001,0.0,0.0,2000.0,19990.0,3341.0,0.9235707871894642,360757741.5022901,0.0,0.98,1.0,inf,,27,ER
G027,3.8540700098775135e-10,8,0.0001,37700.5,3.0,0.8,19.5,0.0,19695.125,196677.3,10121.275,2723.725,-5489.45,0.0001,0.0,0.0,2000.0,19990.0,3341.0,0.8152424423825202,518931932.962879,0.0,0.98,1.0,inf,,27,ER
G027,3.8540700098775135e-10,4,0.0001,32900.5,3.0,0.8,19.5,0.0,38164.31428571429,379950.22857142857,19585.22857142857,2841.3714285714286,-5724.742857142857,0.0001,0.0,0.0,2000.0,19990.0,3341.0,0.8504553811946808,518931932.962879,0.0,0.98,1.0,inf,,27,ER
G027,2.679321706830828e-10,8,8e-05,28340.5,3.0,0.8,19.5,0.0,2827.684210526316,36446.94736842105,1849.842105263158,2150.684210526316,-4343.368421052632,8.00002e-05,0.0,0.0,2000.0,19990.0,3341.0,0.6437246963562753,597166064.7994833,0.0,0.98,1.0,inf,,27,ER
G027,2.679321706830828e-10,4,0.0001,33140.5,3.0,0.8,19.5,0.0,6119.710526315789,77885.15789473684,3974.8684210526317,2412.2631578947367,-4866.526315789473,0.0001,0.0,0.0,2000.0,19990.0,3341.0,0.7220183052663085,746457580.999354,0.0,0.98,1.0,inf,,27,ER
G027,1.8626451492309566e-10,8,0.0001,38180.5,3.0,0.8,19.5,0.0,305.525,5123.475,252.675,874.15,-1790.3,0.0001,0.0,0.0,2000.0,19990.0,3341.0,0.26164322059263695,1073741824.0000002,0.0,0.98,1.0,inf,,27,ER
G027,7.97460302472002e-10,4,4e-05,3620.5,3.0,0.8,19.5,0.0,248281.375,1395738.05,72590.925,3143.725,-6329.45,4.00008e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9409533073929961,100318473.22307147,0.0,0.98,1.0,inf,,27,ER
G028,2.679321706830828e-10,4,0.0001,33180.5,3.0,0.8,19.5,0.0,6134.394736842105,78087.26315789473,3980.1315789473683,2378.4736842105262,-4860.9473684210525,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.7211866841147745,746457580.999354,0.0,0.98,1.0,inf,,28,ER
G028,1.8626451492309566e-10,8,0.0001,38220.5,3.0,0.8,19.5,0.0,306.725,5137.375,254.125,853.475,-1810.95,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.25878562765312313,1073741824.0000002,0.0,0.98,1.0,inf,,28,ER
G028,1.8626451492309566e-10,4,0.0001,33420.5,3.0,0.8,19.5,0.0,537.3421052631579,8891.842105263158,441.92105263157896,1244.842105263158,-2593.684210526316,0.0001,0.0,0.0,2000.0,19990.0,3298.0,0.3774536401646931,1073741824.0000002,0.0,0.98,1.0,inf,,28,ER
G027,7.97460302472002e-10,8,4e-05,8420.5,3.0,0.8,19.5,0.0,124355.05,702363.725,36441.45,3087.4,-6216.8,4.00008e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9240945824603412,100318473.22307147,0.0,0.98,1.0,inf,,27,ER
G027,1.1471066830046975e-09,8,6e-05,17780.5,3.0,0.8,19.5,0.0,431287.875,1820753.6,95077.425,3206.625,-6455.25,6.000000000000001e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9597800059862317,104611019.86231616,0.0,0.98,1.0,inf,,27,ER
G029,7.97460302472002e-10,4,4e-05,3700.5,3.0,0.8,19.5,0.0,247391.925,1393893.25,72419.325,3203.4,-6326.8,4.00008e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9407929515418502,100318473.22307147,0.0,0.98,1.0,inf,,29,ER
G040,2.679321706830828e-10,4,4e-05,4500.5,3.0,0.8,19.5,0.0,3200.675,21983.275,2087.425,1322.375,-2742.75,4.00002e-05,0.0,0.0,2000.0,11766.0,2400.0,0.5509895833333334,298583032.39974165,0.0,0.98,1.0,inf,,40,BA
G040,1.8626451492309566e-10,8,0.0001,38340.5,3.0,0.8,19.5,0.0,275.225,3033.675,225.375,463.725,-1025.45,0.0001,0.0,0.0,2000.0,11766.0,2400.0,0.19321875,1073741824.0000002,0.0,0.98,1.0,inf,,40,BA
G040,1.8626451492309566e-10,4,0.0001,33540.5,3.0,0.8,19.5,0.0,512.0769230769231,5175.538461538462,420.2307692307692,714.2564102564103,-1526.5128205128206,0.0001,0.0,0.0,2000.0,11766.0,2400.0,0.29760683760683765,1073741824.0000002,0.0,0.98,1.0,inf,,40,BA
G039,1.862645149230957e-07,8,0.0001,33740.5,3.0,0.8,19.5,0.0,9425749.76923077,186451.35897435897,20979.923076923078,2317.641025641026,-4607.282051282052,0.000100029,0.0,0.0,2000.0,11778.0,2408.0,0.9624755089871369,1073741.824,0.0,0.98,1.0,inf,,39,BA
G039,1.2948974895804388e-07,8,0.0001,33980.5,3.0,0.8,19.5,0.0,9268081.5,260334.2,29495.15,2324.8,-4621.6,0.00010009699999999999,0.0,0.0,2000.0,11778.0,2408.0,0.9654485049833887,1544523.8067825912,0.0,0.98,1.0,inf,,39,BA
G039,1.650055480022138e-09,8,0.0001,36860.5,3.0,0.8,19.5,0.0,2030934.225,3134203.425,345227.625,2317.625,-4607.25,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.962468853820598,121208045.6817832,0.0,0.98,1.0,inf,,39,BA
G039,1.650055480022138e-09,4,0.0001,32060.5,3.0,0.8,19.5,0.0,4108240.625,6377677.65,699103.775,2333.15,-4638.3,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9689161129568106,121208045.6817832,0.0,0.98,1.0,inf,,39,BA
G040,2.679321706830828e-10,8,4e-05,9300.5,3.0,0.8,19.5,0.0,1747.4,12491.3,1138.0,1154.35,-2406.7,4.00002e-05,0.0,0.0,2000.0,11766.0,2400.0,0.4809791666666666,298583032.39974165,0.0,0.98,1.0,inf,,40,BA
G040,1.1471066830046975e-09,4,0.0001,32340.5,3.0,0.8,19.5,0.0,2105449.125,4358943.175,471392.025,2287.675,-4673.35,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9531979166666666,174351699.77052695,0.0,0.98,1.0,inf,,40,BA
G040,7.97460302472002e-10,8,0.0001,37380.5,3.0,0.8,19.5,0.0,428969.9,1182080.725,126828.15,2173.325,-4444.65,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.9055520833333333,250796183.05767864,0.0,0.98,1.0,inf,,40,BA
G040,7.97460302472002e-10,4,0.0001,32580.5,3.0,0.8,19.5,0.0,864204.447368421,2385507.1578947366,255509.5,2207.2894736842104,-4512.578947368421,0.000100001,0.0,0.0,2000.0,11766.0,2400.0,0.919703947368421,250796183.05767864,0.0,0.98,1.0,inf,,40,BA
G040,5.543886575161143e-10,8,0.0001,37620.5,3.0,0.8,19.5,0.0,132245.76923076922,486688.25641025644,51462.743589743586,2006.3076923076924,-4110.615384615385,0.0001,0.0,0.0,2000.0,11766.0,2400.0,0.8359615384615384,360757741.5022901,0.0,0.98,1.0,inf,,40,BA
G040,5.543886575161143e-10,4,0.0001,32820.5,3.0,0.8,19.5,0.0,264595.7368421053,971821.8947368421,102891.26315789473,2063.2368421052633,-4224.473684210527,0.0001,0.0,0.0,2000.0,11766.0,2400.0,0.8596820175438598,360757741.5022901,0.0,0.98,1.0,inf,,40,BA
G040,3.8540700098775135e-10,4,4e-05,4260.5,3.0,0.8,19.5,0.0,20759.615384615383,104378.69230769231,10677.051282051281,1694.2051282051282,-3486.4102564102564,4.00004e-05,0.0,0.0,2000.0,11766.0,2400.0,0.7059188034188034,207572773.1851516,0.0,0.98,1.0,inf,,40,BA
G039,1.1471066830046975e-09,8,0.0001,37100.5,3.0,0.8,19.5,0.0,1058597.925,2174061.525,237195.825,2267.475,-4506.95,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9416424418604651,174351699.77052695,0.0,0.98,1.0,inf,,39,BA
G040,3.8540700098775135e-10,8,6e-05,18660.5,3.0,0.8,19.5,0.0,15549.95,78875.2,8025.45,1657.4,-3412.8,6.00003e-05,0.0,0.0,2000.0,11766.0,2400.0,0.6905833333333333,311359159.77772737,0.0,0.98,1.0,inf,,40,BA
G039,2.679321706830828e-10,4,4e-05,4460.5,3.0,0.8,19.5,0.0,3215.325,21845.3,2092.525,1368.65,-2709.3,4.00002e-05,0.0,0.0,2000.0,11778.0,2408.0,0.568376245847176,298583032.39974165,0.0,0.98,1.0,inf,,39,BA
G039,1.8626451492309566e-10,8,0.0001,38300.5,3.0,0.8,19.5,0.0,275.5897435897436,3054.1794871794873,227.89743589743588,530.025641025641,-1032.051282051282,0.0001,0.0,0.0,2000.0,11778.0,2408.0,0.22011031604054862,1073741824.0000002,0.0,0.98,1.0,inf,,39,BA
G039,1.8626451492309566e-10,4,0.0001,33500.5,3.0,0.8,19.5,0.0,514.2307692307693,5229.5641025641025,421.56410256410254,760.5641025641025,-1493.128205128205,0.0001,0.0,0.0,2000.0,11778.0,2408.0,0.3158488798023682,1073741824.0000002,0.0,0.98,1.0,inf,,39,BA
G029,1.1471066830046975e-09,8,0.0001,37060.5,3.0,0.8,19.5,0.0,713382.175,3010315.65,157112.325,3299.75,-6519.5,0.000100001,0.0,0.0,2000.0,19990.0,3405.0,0.9690895741556534,174351699.77052695,0.0,0.98,1.0,inf,,29,ER
G029,7.97460302472002e-10,8,0.0001,37300.5,3.0,0.8,19.5,0.0,302958.675,1705435.6,88651.675,3220.5,-6361.0,0.000100001,0.0,0.0,2000.0,19990.0,3405.0,0.9458149779735683,250796183.05767864,0.0,0.98,1.0,inf,,29,ER
G039,2.679321706830828e-10,8,4e-05,9260.5,3.0,0.8,19.5,0.0,1750.275,12697.9,1145.575,1199.5,-2371.0,4.00002e-05,0.0,0.0,2000.0,11778.0,2408.0,0.4981312292358804,298583032.39974165,0.0,0.98,1.0,inf,,39,BA
G039,1.1471066830046975e-09,4,0.0001,32300.5,3.0,0.8,19.5,0.0,2141225.0512820515,4418534.641025641,479888.23076923075,2293.2820512820513,-4558.5641025641025,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9523596558480281,174351699.77052695,0.0,0.98,1.0,inf,,39,BA
G039,7.97460302472002e-10,8,0.0001,37340.5,3.0,0.8,19.5,0.0,435056.525,1194216.675,128724.825,2181.525,-4335.05,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9059489202657808,250796183.05767864,0.0,0.98,1.0,inf,,39,BA
G039,7.97460302472002e-10,4,0.0001,32540.5,3.0,0.8,19.5,0.0,877438.8717948718,2414266.0512820515,259761.23076923078,2210.6666666666665,-4393.333333333333,0.000100001,0.0,0.0,2000.0,11778.0,2408.0,0.9180509413067554,250796183.05767864,0.0,0.98,1.0,inf,,39,BA
G039,5.543886575161143e-10,8,0.0001,37580.5,3.0,0.8,19.5,0.0,134083.2,490368.85,52176.75,2008.65,-3989.3,0.0001,0.0,0.0,2000.0,11778.0,2408.0,0.8341569767441861,360757741.5022901,0.0,0.98,1.0,inf,,39,BA
G039,5.543886575161143e-10,4,0.0001,32780.5,3.0,0.8,19.5,0.0,268122.9,980135.2,104295.45,2066.55,-4105.1,0.0001,0.0,0.0,2000.0,11778.0,2408.0,0.858201827242525,360757741.5022901,0.0,0.98,1.0,inf,,39,BA
G039,3.8540700098775135e-10,4,4e-05,4220.5,3.0,0.8,19.5,0.0,20827.897435897437,104493.07692307692,10757.589743589744,1715.3333333333333,-3402.6666666666665,4.00004e-05,0.0,0.0,2000.0,11778.0,2408.0,0.7123477297895903,207572773.1851516,0.0,0.98,1.0,inf,,39,BA
G039,3.8540700098775135e-10,8,6e-05,18620.5,3.0,0.8,19.5,0.0,15693.475,78741.475,8067.675,1694.575,-3361.15,6.00003e-05,0.0,0.0,2000.0,11778.0,2408.0,0.7037271594684386,311359159.77772737,0.0,0.98,1.0,inf,,39,BA
G027,7.0644359863032585e-09,4,4e-05,2180.5,3.0,0.8,19.5,0.0,3276983.575,3265654.875,172711.875,3304.4,-6650.8,4.00033e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9890451960490871,11324329.381015897,1.0,0.98,1.0,4e-05,11324329.381015897,27,ER
G027,1.4617293520857793e-08,4,4e-05,1700.5,3.0,0.8,19.5,0.0,3835921.425,1957014.325,103666.875,3306.8,-6655.6,4.00131e-05,0.0,0.0,2000.0,19990.0,3341.0,0.989763543849147,5472969.3897058265,1.0,0.98,1.0,4e-05,5472969.3897058265,27,ER
G028,1.0161837155313268e-08,4,4e-05,1980.5,3.0,0.8,19.5,0.0,3587324.8,2597059.125,136717.25,3272.075,-6648.15,4.00055e-05,0.0,0.0,2000.0,19990.0,3298.0,0.992139175257732,7872592.2072241455,1.0,0.98,1.0,4e-05,7872592.2072241455,28,ER
G028,1.4617293520857793e-08,4,4e-05,1740.5,3.0,0.8,19.5,0.0,3828946.75,1957743.4,103106.3,3268.0,-6640.0,4.00131e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9909035779260158,5472969.3897058265,1.0,0.98,1.0,4e-05,5472969.3897058265,28,ER
G027,3.4141926296659515e-09,4,4e-05,2660.5,3.0,0.8,19.5,0.0,2302180.35,4155644.7,218865.8,3302.325,-6646.65,4.00034e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9884241245136186,23431601.165347043,1.0,0.98,1.0,4e-05,23431601.165347043,27,ER
G027,4.911145006735545e-09,4,4e-05,2420.5,3.0,0.8,19.5,0.0,2842736.975,3842393.6,202709.375,3306.775,-6655.55,4.00006e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9897560610595629,16289480.333055016,1.0,0.98,1.0,4e-05,16289480.333055016,27,ER
G028,2.102624423214588e-08,4,4e-05,1500.5,3.0,0.8,19.5,0.0,4032282.55,1441059.65,75873.2,3262.0,-6628.0,4.00029e-05,0.0,0.0,2000.0,19990.0,3298.0,0.989084293511219,3804768.893423789,1.0,0.98,1.0,4e-05,3804768.893423789,28,ER
G027,1.0161837155313268e-08,4,4e-05,1940.5,3.0,0.8,19.5,0.0,3594314.65,2592172.75,137195.3,3309.675,-6661.35,4.00055e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9906240646513019,7872592.2072241455,1.0,0.98,1.0,4e-05,7872592.2072241455,27,ER
G029,1.0161837155313268e-08,4,4e-05,2020.5,3.0,0.8,19.5,0.0,3586310.625,2586712.25,136832.825,3367.75,-6655.5,4.00055e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9890602055800294,7872592.2072241455,1.0,0.98,1.0,4e-05,7872592.2072241455,29,ER
G029,1.4617293520857793e-08,4,4e-05,1780.5,3.0,0.8,19.5,0.0,3841885.425,1958020.375,103619.775,3362.725,-6645.45,4.00131e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9875844346549192,5472969.3897058265,1.0,0.98,1.0,4e-05,5472969.3897058265,29,ER
G027,2.102624423214588e-08,4,4e-05,1460.5,3.0,0.8,19.5,0.0,4031306.725,1436151.3,76048.775,3303.025,-6648.05,4.00029e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9886336426219694,3804768.893423789,0.975,0.98,1.24839270116357,4.9935708046542806e-05,4749845.716164451,27,ER
G028,7.0644359863032585e-09,4,4e-05,2220.5,3.0,0.8,19.5,0.0,3262550.3846153845,3262996.769230769,171656.07692307694,3272.076923076923,-6648.153846153846,4.00033e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9921397583617111,11324329.381015897,0.975,0.98,1.24839270116357,4.9935708046542806e-05,14137210.144832414,28,ER
G028,7.0644359863032585e-09,8,4e-05,7020.5,3.0,0.8,19.5,0.0,1611889.05,1604270.4,84343.65,3258.4,-6620.8,4.00033e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9879927228623409,11324329.381015897,0.975,0.98,1.24839270116357,4.9935708046542806e-05,14137210.144832414,28,ER
G028,3.4141926296659515e-09,4,4e-05,2700.5,3.0,0.8,19.5,0.0,2300907.425,4170363.025,218557.125,3261.325,-6626.65,4.00034e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9888796240145543,23431601.165347043,0.975,0.98,1.24839270116357,4.9935708046542806e-05,29251839.87139505,28,ER
G028,4.911145006735545e-09,8,4e-05,7260.5,3.0,0.8,19.5,0.0,1399095.8,1892987.1,99433.4,3259.1,-6622.2,4.00006e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9882049727107338,16289480.333055016,0.975,0.98,1.24839270116357,4.9935708046542806e-05,20335668.353533402,28,ER
G029,4.911145006735545e-09,4,4e-05,2500.5,3.0,0.8,19.5,0.0,2838166.1,3841488.7,202431.25,3364.65,-6649.3,4.00006e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9881497797356829,16289480.333055016,0.975,0.98,1.24839270116357,4.9935708046542806e-05,20335668.353533402,29,ER
G029,2.102624423214588e-08,4,4e-05,1540.5,3.0,0.8,19.5,0.0,4023257.875,1432364.45,75754.825,3362.75,-6645.5,4.00029e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9875917767988251,3804768.893423789,0.975,0.98,1.24839270116357,4.9935708046542806e-05,4749845.716164451,29,ER
G027,3.0245198666839334e-08,4,4e-05,1220.5,3.0,0.8,19.5,0.0,4176570.9,1031293.3,54626.85,3295.375,-6632.75,4.00208e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9863439090092786,2645047.925828689,0.975,0.98,1.24839270116357,4.9935708046542806e-05,3302058.524832375,27,ER
G028,4.911145006735545e-09,4,4e-05,2460.5,3.0,0.8,19.5,0.0,2834868.0,3844653.153846154,201941.33333333334,3268.5128205128203,-6641.025641025641,4.00006e-05,0.0,0.0,2000.0,19990.0,3298.0,0.991059072320443,16289480.333055016,0.975,0.98,1.24839270116357,4.9935708046542806e-05,20335668.353533402,28,ER
G029,7.0644359863032585e-09,4,4e-05,2260.5,3.0,0.8,19.5,0.0,3266801.05,3256513.225,171969.1,3369.625,-6659.25,4.00033e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9896108663729809,11324329.381015897,0.975,0.98,1.24839270116357,4.9935708046542806e-05,14137210.144832414,29,ER
G029,3.4141926296659515e-09,4,6e-05,12340.5,3.0,0.8,19.5,0.0,3435774.4,6197258.225,326099.0,3366.825,-6653.65,6.00017e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9887885462555067,35147401.74802057,1.0,0.98,1.0,6e-05,35147401.74802057,29,ER
G029,1.0161837155313268e-08,8,6e-05,16420.5,3.0,0.8,19.5,0.0,2640896.475,1880363.0,99594.175,3359.4,-6638.8,6.000829999999999e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9866079295154184,11808888.310836216,1.0,0.98,1.0,6e-05,11808888.310836216,29,ER
G027,4.911145006735545e-09,8,6e-05,16820.5,3.0,0.8,19.5,0.0,2083679.75,2801855.6,147920.35,3301.825,-6645.65,6.00033e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9882744687219395,24434220.49958252,1.0,0.98,1.0,6e-05,24434220.49958252,27,ER
G027,2.373522120906291e-09,4,6e-05,12500.5,3.0,0.8,19.5,0.0,2511075.45,6047693.95,317631.4,3299.075,-6640.15,6.0001100000000004e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9874513618677042,50557776.11804179,1.0,0.98,1.0,6e-05,50557776.11804179,27,ER
G028,1.0161837155313268e-08,8,6e-05,16380.5,3.0,0.8,19.5,0.0,2637646.9,1884228.825,99314.9,3265.225,-6634.45,6.000829999999999e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9900621588841723,11808888.310836216,1.0,0.98,1.0,6e-05,11808888.310836216,28,ER
G028,3.0245198666839334e-08,4,6e-05,10860.5,3.0,0.8,19.5,0.0,6188068.425,1523219.275,80220.925,3265.175,-6634.35,6.0015999999999996e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9900469981807156,3967571.888743033,1.0,0.98,1.0,6e-05,3967571.888743033,28,ER
G028,2.373522120906291e-09,4,6e-05,12540.5,3.0,0.8,19.5,0.0,2509505.95,6065704.475,317239.5,3259.875,-6623.75,6.0001100000000004e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9884399636143117,50557776.11804179,1.0,0.98,1.0,6e-05,50557776.11804179,28,ER
G028,2.102624423214588e-08,8,6e-05,15900.5,3.0,0.8,19.5,0.0,2964892.325,1037178.075,54655.425,3257.225,-6618.45,6.00043e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9876364463311098,5707153.340135682,0.975,0.98,1.24839270116357,7.49035620698142e-05,7124768.574246676,28,ER
G028,1.4617293520857793e-08,8,6e-05,16140.5,3.0,0.8,19.5,0.0,2824126.794871795,1420992.3846153845,74887.05128205128,3264.74358974359,-6633.48717948718,6.00123e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9899161885214038,8209454.08455874,0.975,0.98,1.24839270116357,7.49035620698142e-05,10248622.55970059,28,ER
G027,7.0644359863032585e-09,8,6e-05,16580.5,3.0,0.8,19.5,0.0,2404101.0512820515,2376058.4102564105,125726.28205128205,3304.5641025641025,-6651.128205128205,6.0001500000000005e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9890943138473818,16986494.071523845,0.975,0.98,1.24839270116357,7.49035620698142e-05,21205815.217248622,27,ER
G027,1.0161837155313268e-08,8,6e-05,16340.5,3.0,0.8,19.5,0.0,2643721.3,1881143.8,99627.85,3301.725,-6645.45,6.000829999999999e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9882445375636036,11808888.310836216,0.975,0.98,1.24839270116357,7.49035620698142e-05,14742129.976103732,27,ER
G028,3.4141926296659515e-09,8,6e-05,17100.5,3.0,0.8,19.5,0.0,1690993.0,3053598.3333333335,160133.66666666666,3259.948717948718,-6623.897435897436,6.0001700000000005e-05,0.0,0.0,2000.0,19990.0,3298.0,0.9884623159335106,35147401.74802057,0.975,0.98,1.24839270116357,7.49035620698142e-05,43877759.80709258,28,ER
G029,2.373522120906291e-09,4,8e-05,22180.5,3.0,0.8,19.5,0.0,3334766.025,8032825.3,421482.475,3364.25,-6648.5,8.00023e-05,0.0,0.0,2000.0,19990.0,3405.0,0.9880323054331864,67410368.15738906,1.0,0.98,1.0,8e-05,67410368.15738906,29,ER
G027,3.4141926296659515e-09,8,8e-05,26660.5,3.0,0.8,19.5,0.0,2247584.425,4038398.9,212850.825,3303.275,-6648.55,8.00034e-05,0.0,0.0,2000.0,19990.0,3341.0,0.988708470517809,46863202.33069409,1.0,0.98,1.0,8e-05,46863202.33069409,27,ER
G027,2.102624423214588e-08,8,8e-05,25460.5,3.0,0.8,19.5,0.0,3935003.275,1367134.675,72516.425,3302.1,-6646.2,8.00057e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9883567794073631,7609537.786847578,1.0,0.98,1.0,8e-05,7609537.786847578,27,ER
G027,1.4617293520857793e-08,8,8e-05,25700.5,3.0,0.8,19.5,0.0,3748698.3,1872260.825,99321.9,3306.4,-6654.8,8.00115e-05,0.0,0.0,2000.0,19990.0,3341.0,0.9896438192158037,10945938.779411653,1.0,0.98,1.0,8e-05,10945938.779411653,27,ER
