job,iter,tstop,size,graph_class,schedule,tpart,graph,get_averages,burn_in,samples,fixed-temp,scale0,concurrent,flips,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm
4955,34,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,304810.0,16635.0,-34406.0,1e-05,-33.9406,0.0165687,1665.0,116693.0,1392300.0
4956,35,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,137671.0,19948.0,-41032.0,1e-05,-38.9391,-0.0174638,1665.0,46625.0,656364.0
4957,36,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4958,37,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,358668.0,16238.0,-33612.0,1e-05,-32.9957,0.0122514,1665.0,143985.0,1587120.0
4959,38,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4960,39,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,600350.0,9056.0,-19248.0,1e-05,-21.6262,0.0329826,1665.0,263289.0,2446630.0
4961,0,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,609384.0,18456.0,-36684.0,1e-05,-41.4251,-0.0313633,1665.0,261150.0,2328460.0
4962,1,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,457431.0,27005.0,-53782.0,1e-05,-55.6986,0.0201158,1665.0,190242.0,1920550.0
4963,2,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,462942.0,28075.0,-55922.0,1e-05,-53.0001,0.0404186,1665.0,195487.0,1979400.0
4964,3,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,403776.0,30795.0,-61362.0,1e-05,-60.3917,-0.00319402,1665.0,164839.0,1713380.0
4965,4,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4966,5,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,328036.0,34345.0,-68462.0,1e-05,-65.0899,-0.000112636,1665.0,127883.0,1439290.0
4967,6,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,598008.0,19616.0,-39004.0,1e-05,-40.024,-0.0246123,1665.0,258089.0,2350700.0
4968,7,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,533633.0,22839.0,-45450.0,1e-05,-48.1793,0.00609351,1665.0,227407.0,2176150.0
4969,8,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,534023.0,21554.0,-42880.0,1e-05,-46.9796,0.0112853,1665.0,230606.0,2229030.0
4970,9,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,575877.0,21994.0,-43760.0,1e-05,-43.6566,0.00604594,1665.0,246582.0,2286140.0
4971,10,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,37680.0,40721.0,-81214.0,1e-05,-79.3329,-0.0410545,1665.0,13727.0,142958.0
4972,11,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,392966.0,33234.0,-66240.0,1e-05,-61.21,0.0355453,1665.0,158670.0,1703210.0
4973,12,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4974,13,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,556888.0,23269.0,-46310.0,1e-05,-43.7581,0.00844961,1665.0,240154.0,2279840.0
4975,14,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,468027.0,27205.0,-54182.0,1e-05,-54.5207,0.00767395,1665.0,196819.0,1964150.0
4976,15,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,565108.0,21552.0,-42876.0,1e-05,-45.3271,0.0184044,1665.0,242686.0,2279600.0
4977,16,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4978,17,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,345508.0,32374.0,-64520.0,1e-05,-63.035,5.90921e-05,1665.0,137533.0,1534930.0
4979,18,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,645568.0,15785.0,-31342.0,1e-05,-34.0388,-0.00929712,1665.0,282378.0,2561360.0
4980,19,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,400657.0,31632.0,-63036.0,1e-05,-58.9675,-0.0273297,1665.0,163107.0,1723450.0
4981,20,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,180339.0,40437.0,-80646.0,1e-05,-71.6037,-0.0354661,1665.0,69930.0,731649.0
4982,21,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,555460.0,20201.0,-40174.0,1e-05,-44.7515,-0.0337253,1665.0,240270.0,2278500.0
4983,22,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4984,23,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,531006.0,24776.0,-49324.0,1e-05,-46.8825,0.0188948,1665.0,227827.0,2219790.0
4985,24,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,453753.0,27580.0,-54932.0,1e-05,-55.0122,-0.011935,1665.0,187679.0,1897250.0
4986,25,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,490553.0,25131.0,-50034.0,1e-05,-51.8433,0.0505076,1665.0,206561.0,2050010.0
4987,26,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,495325.0,24800.0,-49372.0,1e-05,-50.2362,0.00207723,1665.0,211574.0,2075080.0
4988,27,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,389332.0,29943.0,-59658.0,1e-05,-59.9891,-0.024115,1665.0,160238.0,1671490.0
4989,28,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4990,29,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,561601.0,22062.0,-43896.0,1e-05,-43.0279,-0.0117836,1665.0,241419.0,2306440.0
4991,30,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,409889.0,29790.0,-59352.0,1e-05,-58.8809,-0.00345157,1665.0,168766.0,1784210.0
4992,31,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,382164.0,32409.0,-64590.0,1e-05,-60.3113,0.00708422,1665.0,154746.0,1678110.0
4993,32,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,591504.0,17326.0,-34424.0,1e-05,-38.5145,-0.00830507,1665.0,260203.0,2379190.0
4994,33,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
4995,34,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,469851.0,27142.0,-54056.0,1e-05,-52.9885,-0.00310367,1665.0,196371.0,1980110.0
4996,35,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,557542.0,21591.0,-42954.0,1e-05,-45.0296,0.0316603,1665.0,238666.0,2228710.0
4997,36,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,693767.0,16616.0,-33004.0,1e-05,-29.6305,0.0235542,1665.0,305820.0,2708600.0
4998,37,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,445308.0,27428.0,-54628.0,1e-05,-56.0274,0.0334404,1665.0,185093.0,1854310.0
4999,38,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,608084.0,21173.0,-42118.0,1e-05,-42.948,-0.0119408,1665.0,261712.0,2406420.0
5000,39,1e-05,250,partitioning_strengths,quad,6e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,687216.0,13856.0,-27484.0,1e-05,-30.3987,-0.0326905,1665.0,302386.0,2664940.0
5001,0,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,38160.0,11220.0,-22589.0,1e-05,-22.5558,-0.0626806,4995.0,2518.0,158509.0
5002,1,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5003,2,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45862.0,11207.0,-22563.0,1e-05,-22.4732,-0.00848105,4995.0,2766.0,187485.0
5004,3,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,53093.0,11100.0,-22349.0,1e-05,-22.3017,0.0110195,4995.0,3259.0,221251.0
5005,4,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,36156.0,10993.0,-22135.0,1e-05,-22.12,-0.0047564,4995.0,2371.0,155009.0
5006,5,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,28744.0,10905.0,-21959.0,1e-05,-21.8628,-0.0589118,4995.0,1960.0,115633.0
5007,6,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,44818.0,11016.0,-22181.0,1e-05,-22.0777,-0.0113325,4995.0,2828.0,186134.0
5008,7,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45590.0,11352.0,-22853.0,1e-05,-22.6175,-0.0495058,4995.0,2863.0,196054.0
5009,8,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,49624.0,11157.0,-22463.0,1e-05,-22.4103,-0.0245255,4995.0,2969.0,208416.0
5010,9,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,44886.0,11211.0,-22571.0,1e-05,-22.5355,0.0182426,4995.0,2817.0,193675.0
5011,10,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5012,11,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,55698.0,11348.0,-22845.0,1e-05,-22.2921,0.00823639,4995.0,3488.0,233523.0
5013,12,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,46342.0,11276.0,-22701.0,1e-05,-22.4493,0.0372909,4995.0,3038.0,192426.0
5014,13,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,34380.0,11279.0,-22707.0,1e-05,-22.6802,0.053322,4995.0,2207.0,145045.0
5015,14,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5016,15,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,50665.0,11343.0,-22835.0,1e-05,-22.6384,0.0054434,4995.0,3130.0,213644.0
5017,16,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,48984.0,11514.0,-23177.0,1e-05,-22.7501,-0.0495074,4995.0,3142.0,206974.0
5018,17,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,35473.0,11329.0,-22807.0,1e-05,-22.7297,-0.00908226,4995.0,2182.0,153000.0
5019,18,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5020,19,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5021,20,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,37788.0,11046.0,-22241.0,1e-05,-22.1562,-0.0166344,4995.0,2595.0,155452.0
5022,21,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5023,22,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,39619.0,11306.0,-22761.0,1e-05,-22.7292,-0.000931111,4995.0,2570.0,171391.0
5024,23,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,47695.0,11039.0,-22227.0,1e-05,-22.1493,0.0258135,4995.0,2895.0,195436.0
5025,24,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,38614.0,11315.0,-22779.0,1e-05,-22.7242,-0.0064048,4995.0,2454.0,166661.0
5026,25,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45854.0,11258.0,-22665.0,1e-05,-22.6014,0.047808,4995.0,2932.0,197786.0
5027,26,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,38565.0,11256.0,-22661.0,1e-05,-22.6386,0.0171778,4995.0,2483.0,168109.0
5028,27,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,45898.0,11121.0,-22391.0,1e-05,-22.3607,-0.0337245,4995.0,3018.0,194967.0
5029,28,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,53035.0,11264.0,-22677.0,1e-05,-22.6379,0.0450643,4995.0,3324.0,225183.0
5030,29,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,46118.0,11177.0,-22503.0,1e-05,-22.4566,-0.0303447,4995.0,2977.0,191262.0
5031,30,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,47967.0,11162.0,-22473.0,1e-05,-22.4398,0.0300013,4995.0,3017.0,206051.0
5032,31,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,40402.0,11301.0,-22751.0,1e-05,-22.7289,0.05337,4995.0,2534.0,173861.0
5033,32,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5034,33,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,43759.0,10894.0,-21937.0,1e-05,-21.7891,0.00422895,4995.0,2753.0,188981.0
5035,34,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,47902.0,11165.0,-22479.0,1e-05,-22.4048,0.0071212,4995.0,3043.0,196677.0
5036,35,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,46398.0,11557.0,-23263.0,1e-05,-23.1678,-0.0313603,4995.0,2865.0,195538.0
5037,36,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,39924.0,11177.0,-22503.0,1e-05,-22.4793,0.0261368,4995.0,2494.0,169385.0
5038,37,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,48829.0,11425.0,-22999.0,1e-05,-22.831,0.0231866,4995.0,2967.0,201720.0
5039,38,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,43969.0,10856.0,-21861.0,1e-05,-21.7852,0.0161629,4995.0,2869.0,190590.0
5040,39,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,2.0,True,53063.0,11289.0,-22727.0,1e-05,-22.6156,-0.0219702,4995.0,3324.0,221192.0
5041,0,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,61170.0,30942.0,-60116.0,1e-05,-60.0222,0.0164027,4995.0,4170.0,244052.0
5042,1,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,62044.0,30280.0,-58792.0,1e-05,-58.7,0.0272214,4995.0,4403.0,243674.0
5043,2,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,44333.0,30550.0,-59332.0,1e-05,-59.2136,0.00992335,4995.0,2984.0,186822.0
5044,3,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5045,4,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5046,5,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5047,6,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,63958.0,30736.0,-59704.0,1e-05,-59.1334,0.0293976,4995.0,4226.0,253322.0
5048,7,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,32288.0,30504.0,-59240.0,1e-05,-59.1504,-0.00281121,4995.0,2832.0,125864.0
5049,8,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,57018.0,30403.0,-59038.0,1e-05,-58.9123,-0.0152391,4995.0,3996.0,230454.0
5050,9,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,64602.0,30745.0,-59722.0,1e-05,-59.5134,-0.0256865,4995.0,4532.0,262700.0
5051,10,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5052,11,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,63463.0,30307.0,-58846.0,1e-05,-58.7739,0.00856735,4995.0,4146.0,253043.0
5053,12,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,66532.0,29680.0,-57592.0,1e-05,-57.1282,0.0249047,4995.0,4665.0,265788.0
5054,13,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,62637.0,31410.0,-61052.0,1e-05,-60.805,0.0203137,4995.0,4416.0,252621.0
5055,14,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,61706.0,30036.0,-58304.0,1e-05,-58.2339,0.00939303,4995.0,4135.0,248482.0
5056,15,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5057,16,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5058,17,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,58683.0,30543.0,-59318.0,1e-05,-58.5853,0.0340215,4995.0,4091.0,234022.0
5059,18,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5060,19,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,60652.0,31317.0,-60866.0,1e-05,-60.686,-0.0543514,4995.0,3951.0,239007.0
5061,20,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,68192.0,31034.0,-60300.0,1e-05,-60.2161,-0.00782878,4995.0,4601.0,270794.0
5062,21,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5063,22,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,59998.0,30021.0,-58274.0,1e-05,-58.1849,0.0334197,4995.0,4281.0,239933.0
5064,23,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,53474.0,30506.0,-59244.0,1e-05,-58.9337,0.0241781,4995.0,3786.0,221072.0
5065,24,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5066,25,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,62904.0,30744.0,-59720.0,1e-05,-59.2358,0.0152582,4995.0,4352.0,252689.0
5067,26,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,52381.0,31346.0,-60924.0,1e-05,-60.6151,-0.0133834,4995.0,4080.0,209597.0
5068,27,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5069,28,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,62632.0,30659.0,-59550.0,1e-05,-59.4699,-0.0270337,4995.0,4215.0,248779.0
5070,29,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5071,30,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,63141.0,31112.0,-60456.0,1e-05,-60.2013,-0.00930393,4995.0,4327.0,252418.0
5072,31,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5073,32,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,68065.0,30505.0,-59242.0,1e-05,-58.7637,0.0322003,4995.0,5079.0,267902.0
5074,33,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,63599.0,30378.0,-58988.0,1e-05,-58.9007,-0.0175003,4995.0,4388.0,249053.0
5075,34,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,58255.0,29938.0,-58108.0,1e-05,-57.8161,0.0216323,4995.0,3996.0,235508.0
5076,35,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5077,36,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5078,37,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5079,38,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5080,39,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_3_outer.gset,True,5000,50000,True,2.0,True,51509.0,30319.0,-58870.0,1e-05,-58.8004,-0.0379979,4995.0,3565.0,209259.0
5081,0,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,64513.0,51095.0,-99613.0,1e-05,-98.8315,0.030645,4995.0,4458.0,256230.0
5082,1,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,61147.0,49431.0,-96285.0,1e-05,-95.9463,-0.0597607,4995.0,5041.0,247014.0
5083,2,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,58660.0,50957.0,-99337.0,1e-05,-99.0451,0.00419611,4995.0,4339.0,239746.0
5084,3,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,62682.0,49481.0,-96385.0,1e-05,-96.2303,-0.0270329,4995.0,4349.0,252568.0
5085,4,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,67940.0,50793.0,-99009.0,1e-05,-98.6933,0.00393184,4995.0,5155.0,274408.0
5086,5,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,,,,,,,,,
5087,6,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,65122.0,50750.0,-98923.0,1e-05,-98.2566,-0.00404194,4995.0,4557.0,259330.0
5088,7,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,69697.0,50305.0,-98033.0,1e-05,-97.483,0.0158194,4995.0,5129.0,274926.0
5089,8,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,25179.0,50542.0,-98507.0,1e-05,-98.4172,0.0018402,4995.0,2240.0,92168.1
5090,9,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,56497.0,49104.0,-95631.0,1e-05,-95.4842,-0.0341077,4995.0,3875.0,232344.0
5091,10,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,63636.0,50693.0,-98809.0,1e-05,-98.5216,-0.0220374,4995.0,4172.0,254820.0
5092,11,1e-05,250,partitioning_strengths,quad,2e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,2.0,True,69149.0,50469.0,-98361.0,1e-05,-97.8589,-0.0117574,4995.0,5332.0,267796.0
