job,iter,tstop,size,graph_class,schedule,tpart,graph,get_averages,burn_in,samples,fixed-temp,scale0,concurrent,flips,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm
2105,24,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,10930.0,49917.0,-97257.0,1e-05,-96.8764,0.0297991,2721.0,3784.0,41365.9
2106,25,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,18417.0,50847.0,-99117.0,1e-05,-98.347,-0.00394819,2721.0,6633.0,72218.8
2107,26,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,21376.0,49791.0,-97005.0,1e-05,-96.528,0.000169559,2721.0,5633.0,87314.3
2108,27,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2109,28,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2110,29,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,51477.0,49662.0,-96747.0,1e-05,-95.1785,-0.0424988,2721.0,19317.0,239082.0
2111,30,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2112,31,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,17172.0,49759.0,-96941.0,1e-05,-96.3645,-0.0455456,2721.0,5488.0,69488.6
2113,32,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,15179.0,49305.0,-96033.0,1e-05,-95.6011,-0.00895753,2721.0,3868.0,61278.2
2114,33,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,20562.0,50401.0,-98225.0,1e-05,-97.6692,-0.0389139,2721.0,6117.0,81976.0
2115,34,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,27142.0,49611.0,-96645.0,1e-05,-95.7686,-0.0217291,2721.0,10016.0,116600.0
2116,35,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,17216.0,49837.0,-97097.0,1e-05,-96.7423,0.0357577,2721.0,4123.0,67469.2
2117,36,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,32873.0,49792.0,-97007.0,1e-05,-95.9716,0.0171884,2721.0,11386.0,143017.0
2118,37,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,19514.0,49560.0,-96543.0,1e-05,-96.0461,-0.0118722,2721.0,4811.0,79502.3
2119,38,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2120,39,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_5_outer.gset,True,5000,50000,True,1.0,True,18264.0,50120.0,-97663.0,1e-05,-97.0518,0.00414749,2721.0,6285.0,79844.1
2121,0,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,12023.0,19655.0,-40446.0,1e-05,-40.2916,-0.0104559,2721.0,4184.0,47353.2
2122,1,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,9585.0,19763.0,-40662.0,1e-05,-40.5274,0.0347146,2721.0,2982.0,40456.6
2123,2,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,28001.0,19750.0,-40636.0,1e-05,-40.2508,0.00610953,2721.0,9890.0,124114.0
2124,3,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2125,4,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2126,5,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,11594.0,19527.0,-40190.0,1e-05,-40.0249,-0.00178067,2721.0,3815.0,43486.1
2127,6,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2128,7,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,13781.0,19843.0,-40822.0,1e-05,-40.688,0.0404712,2721.0,2864.0,53924.9
2129,8,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,17117.0,19616.0,-40368.0,1e-05,-40.1289,-0.0616923,2721.0,6117.0,68416.8
2130,9,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2131,10,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,17678.0,19643.0,-40422.0,1e-05,-40.1845,-0.0454456,2721.0,5900.0,66576.0
2132,11,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,12298.0,19458.0,-40052.0,1e-05,-39.9196,-0.0424006,2721.0,3839.0,50039.4
2133,12,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,17905.0,19445.0,-40026.0,1e-05,-39.8298,-0.0195131,2721.0,5442.0,76970.0
2134,13,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,11186.0,19313.0,-39762.0,1e-05,-39.5669,-0.0368434,2721.0,3649.0,42080.8
2135,14,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2136,15,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,14959.0,19973.0,-41082.0,1e-05,-40.7462,0.0134274,2721.0,3438.0,62460.4
2137,16,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,12537.0,19575.0,-40286.0,1e-05,-40.1452,-0.0625371,2721.0,2879.0,48534.6
2138,17,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,12297.0,19749.0,-40634.0,1e-05,-40.4692,-0.0110959,2721.0,3644.0,46236.5
2139,18,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2140,19,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,23500.0,19973.0,-41082.0,1e-05,-40.8394,0.0331999,2721.0,6651.0,97802.3
2141,20,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,23744.0,19818.0,-40772.0,1e-05,-40.4982,-0.00971935,2721.0,7157.0,98552.3
2142,21,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2143,22,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,11734.0,20087.0,-41310.0,1e-05,-41.1847,0.0105821,2721.0,3683.0,48011.5
2144,23,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,19552.0,19806.0,-40748.0,1e-05,-40.4752,0.0132241,2721.0,6064.0,77891.2
2145,24,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,9372.0,19267.0,-39670.0,1e-05,-39.565,-0.00219526,2721.0,3152.0,37586.7
2146,25,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,8806.0,19472.0,-40080.0,1e-05,-39.9719,0.0394714,2721.0,2930.0,33248.4
2147,26,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2148,27,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2149,28,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,16648.0,19447.0,-40030.0,1e-05,-39.8488,-0.00187123,2721.0,4943.0,66665.7
2150,29,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,18555.0,19748.0,-40632.0,1e-05,-40.3951,-0.0588876,2721.0,6163.0,78188.7
2151,30,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,18318.0,19607.0,-40350.0,1e-05,-40.0695,-0.00175518,2721.0,6438.0,77754.7
2152,31,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,14541.0,19902.0,-40940.0,1e-05,-40.809,0.0273877,2721.0,3524.0,55762.7
2153,32,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,22239.0,19573.0,-40282.0,1e-05,-40.0108,0.0129949,2721.0,7364.0,91848.3
2154,33,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2155,34,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,12330.0,19539.0,-40214.0,1e-05,-40.067,0.00102638,2721.0,3093.0,50474.5
2156,35,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,13906.0,19369.0,-39874.0,1e-05,-39.7144,-0.0537175,2721.0,4495.0,53825.5
2157,36,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,16511.0,19730.0,-40596.0,1e-05,-40.4366,0.016111,2721.0,4303.0,67348.8
2158,37,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,14830.0,19800.0,-40736.0,1e-05,-40.5928,0.0196763,2721.0,4047.0,57421.8
2159,38,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,13394.0,19977.0,-41090.0,1e-05,-40.9088,-0.017372,2721.0,4312.0,50049.0
2160,39,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_2_outer.gset,True,5000,50000,True,1.0,True,18919.0,19703.0,-40542.0,1e-05,-40.2831,0.00653978,2721.0,6636.0,82086.8
2161,0,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,12589.0,38857.0,-77486.0,1e-05,-77.2453,-0.0265151,2721.0,3322.0,50569.1
2162,1,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,23638.0,39418.0,-78608.0,1e-05,-77.9435,-0.0324797,2721.0,8584.0,96375.3
2163,2,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,32930.0,38567.0,-76906.0,1e-05,-76.0198,0.0317076,2721.0,12132.0,138897.0
2164,3,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,18439.0,39344.0,-78460.0,1e-05,-77.9312,0.0414576,2721.0,6265.0,77696.9
2165,4,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,21670.0,38691.0,-77154.0,1e-05,-76.6303,0.00324554,2721.0,6916.0,91041.5
2166,5,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,69563.0,40018.0,-79808.0,1e-05,-77.725,-0.00515329,2721.0,26502.0,299476.0
2167,6,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,52058.0,38352.0,-76476.0,1e-05,-75.1958,-0.0199627,2721.0,19826.0,244037.0
2168,7,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2169,8,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,15772.0,40283.0,-80338.0,1e-05,-79.9194,-0.0153416,2721.0,4284.0,65002.3
2170,9,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,13902.0,39115.0,-78002.0,1e-05,-77.3687,-0.032263,2721.0,4439.0,52629.2
2171,10,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,14786.0,38919.0,-77610.0,1e-05,-77.2857,-0.00593719,2721.0,4666.0,58801.7
2172,11,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,32486.0,39012.0,-77796.0,1e-05,-76.7938,0.0279422,2721.0,12469.0,136087.0
2173,12,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,36181.0,39587.0,-78946.0,1e-05,-77.8533,-0.00827163,2721.0,13234.0,146364.0
2174,13,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,114273.0,39244.0,-78260.0,1e-05,-74.9968,-0.0303922,2721.0,46784.0,527082.0
2175,14,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2176,15,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,32850.0,39496.0,-78764.0,1e-05,-78.0009,0.0093409,2721.0,11142.0,139782.0
2177,16,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,19681.0,39053.0,-77878.0,1e-05,-77.3533,0.00893508,2721.0,6527.0,81266.7
2178,17,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,15813.0,38641.0,-77054.0,1e-05,-76.7845,0.071623,2721.0,3779.0,61453.4
2179,18,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,37240.0,38957.0,-77686.0,1e-05,-76.489,0.0129063,2721.0,13769.0,150520.0
2180,19,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,17712.0,39873.0,-79518.0,1e-05,-79.0519,-0.0142543,2721.0,6299.0,74085.7
2181,20,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,17505.0,39029.0,-77830.0,1e-05,-77.1936,-0.0424907,2721.0,5536.0,73416.9
2182,21,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,18451.0,39024.0,-77820.0,1e-05,-77.2459,-0.0562411,2721.0,4916.0,73339.8
2183,22,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2184,23,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,15062.0,39424.0,-78620.0,1e-05,-78.2162,0.0479789,2721.0,5505.0,59970.3
2185,24,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,45507.0,40324.0,-80420.0,1e-05,-78.9609,0.0035944,2721.0,17980.0,204835.0
2186,25,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,20400.0,39172.0,-78116.0,1e-05,-77.6582,0.0137529,2721.0,5914.0,79312.8
2187,26,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,30189.0,39164.0,-78100.0,1e-05,-77.413,-0.0375869,2721.0,9892.0,128012.0
2188,27,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2189,28,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,21971.0,39674.0,-79120.0,1e-05,-78.6596,-0.0159514,2721.0,7038.0,97471.3
2190,29,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2191,30,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,34676.0,39567.0,-78906.0,1e-05,-78.0117,0.0241374,2721.0,11685.0,148900.0
2192,31,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,27678.0,39591.0,-78954.0,1e-05,-78.2376,-0.0153714,2721.0,8768.0,122597.0
2193,32,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2194,33,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2195,34,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,19025.0,39062.0,-77896.0,1e-05,-77.3622,0.0177537,2721.0,5787.0,76723.9
2196,35,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2197,36,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,40515.0,39438.0,-78648.0,1e-05,-77.4575,0.0251771,2721.0,14973.0,166147.0
2198,37,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,14748.0,39040.0,-77852.0,1e-05,-77.5517,0.0196574,2721.0,3349.0,58275.0
2199,38,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,16524.0,39747.0,-79266.0,1e-05,-78.84,0.0222904,2721.0,5567.0,64136.5
2200,39,1e-05,250,partitioning_strengths,quad,3.666666666666665e-09,fc_1_inner_4_outer.gset,True,5000,50000,True,1.0,True,24950.0,39126.0,-78024.0,1e-05,-77.4628,0.00416975,2721.0,7836.0,102295.0
2201,0,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6727.0,10925.0,-21999.0,1e-05,-21.973,-0.0575701,2597.0,1335.0,23081.7
2202,1,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,4369.0,11099.0,-22347.0,1e-05,-22.322,-0.0260791,2597.0,1233.0,15866.2
2203,2,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,5599.0,11020.0,-22189.0,1e-05,-22.1181,-0.00801834,2597.0,1436.0,22862.8
2204,3,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7756.0,11109.0,-22367.0,1e-05,-22.3063,0.0254435,2597.0,1184.0,28864.3
2205,4,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7350.0,11227.0,-22603.0,1e-05,-22.5702,-0.0459879,2597.0,1662.0,25122.0
2206,5,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,9177.0,11140.0,-22429.0,1e-05,-22.3858,-0.0714847,2597.0,1642.0,35831.6
2207,6,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8553.0,11261.0,-22671.0,1e-05,-22.6402,-0.0220843,2597.0,1308.0,32323.6
2208,7,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7906.0,11090.0,-22329.0,1e-05,-22.244,-0.0575818,2597.0,1287.0,32214.0
2209,8,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2210,9,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6634.0,11117.0,-22383.0,1e-05,-22.3386,0.0673484,2597.0,1054.0,22797.1
2211,10,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7439.0,10944.0,-22037.0,1e-05,-22.0059,-0.0113251,2597.0,1640.0,27473.3
2212,11,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2213,12,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6354.0,11008.0,-22165.0,1e-05,-22.0583,0.0386718,2597.0,1146.0,24388.4
2214,13,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6597.0,11202.0,-22553.0,1e-05,-22.3108,-0.0136166,2597.0,1124.0,24753.7
2215,14,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6737.0,10939.0,-22027.0,1e-05,-21.8171,-0.0237429,2597.0,1361.0,26542.5
2216,15,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7872.0,10930.0,-22009.0,1e-05,-21.9816,0.0159827,2597.0,1120.0,30307.3
2217,16,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8904.0,11328.0,-22805.0,1e-05,-22.7418,-0.0459323,2597.0,1261.0,34114.5
2218,17,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2219,18,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8358.0,11177.0,-22503.0,1e-05,-22.4398,0.026181,2597.0,1665.0,32569.2
2220,19,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8546.0,10593.0,-21335.0,1e-05,-21.3147,-0.0381057,2597.0,1315.0,32157.7
2221,20,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,9283.0,10965.0,-22079.0,1e-05,-22.052,-0.00150376,2597.0,1548.0,33538.1
2222,21,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2223,22,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8104.0,11033.0,-22215.0,1e-05,-22.0275,-0.025626,2597.0,1346.0,31485.0
2224,23,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,9892.0,10762.0,-21673.0,1e-05,-21.6289,0.0425199,2597.0,1969.0,37831.5
2225,24,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,4855.0,11094.0,-22337.0,1e-05,-22.2628,-0.0260929,2597.0,1096.0,19189.9
2226,25,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,3784.0,10890.0,-21929.0,1e-05,-21.8956,0.0269992,2597.0,993.0,13707.0
2227,26,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,6778.0,11149.0,-22447.0,1e-05,-22.4185,0.0429811,2597.0,1201.0,24638.3
2228,27,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,7534.0,10877.0,-21903.0,1e-05,-21.8674,-0.0379806,2597.0,1674.0,28763.7
2229,28,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,8940.0,11099.0,-22347.0,1e-05,-22.2962,-0.00836934,2597.0,1380.0,33022.2
2230,29,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,9159.0,11046.0,-22241.0,1e-05,-22.2042,0.00353735,2597.0,1863.0,32903.0
2231,30,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2232,31,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2233,32,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
2234,33,1e-05,250,partitioning_strengths,quad,3.833333333333333e-09,fc_1_inner_1_outer.gset,True,5000,50000,True,1.0,True,,,,,,,,,
