graph,blocks,Type,tpart,concurrent,index,job,iter,scale1,tstop,scale0,flips,updates,neighbor_updates,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm,tstep,nodes,edges,BKS,Ratio,GInd,Inverse Ratio,bits,GS,target,factor,TTT,BTT,solved
G040,8,BA,7.97460302472002e-10,False,18179.5,18180.5,19.5,0.8,2e-05,3.0,88080.775,246704.075,26100.575,2016.375,-4130.75,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.84015625,40.0,0.15984375,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.2948974895804388e-07,False,5259.5,5260.5,19.5,0.8,2e-05,3.0,3911401.85,119724.775,12968.95,2291.725,-4600.45,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.952900207900208,41.0,0.04709979209979208,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.2948974895804388e-07,True,459.5,460.5,19.5,0.8,2e-05,3.0,7649846.35,,,676.675,-1370.35,2e-05,,,154.0,78192.225,2709605.0,2.2e-11,2000.0,11785.0,2405.0,0.2813617463617464,41.0,0.7186382536382536,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.862645149230957e-07,False,5019.5,5020.5,19.5,0.8,2e-05,3.0,4034429.3,87949.425,9400.5,2281.925,-4580.85,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9488253638253639,41.0,0.05117463617463615,214748.3648,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.862645149230957e-07,True,219.5,220.5,19.5,0.8,2e-05,3.0,7619870.525,,,626.275,-1269.55,2e-05,,,107.0,54315.875,1867479.5,2.2e-11,2000.0,11785.0,2405.0,0.2604054054054054,41.0,0.7395945945945945,214748.3648,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.8626451492309566e-10,False,19179.5,19180.5,19.5,0.8,2e-05,3.0,60.825,898.75,50.825,170.9,-358.8,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.07106029106029106,41.0,0.928939708939709,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G041,8,BA,2.6793217068308267e-10,False,18939.5,18940.5,19.5,0.8,2e-05,3.0,962.95,7425.4,633.0,948.75,-1914.5,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.3944906444906445,41.0,0.6055093555093555,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G041,8,BA,3.8540700098775135e-10,False,18699.5,18700.5,19.5,0.8,2e-05,3.0,5625.95,29765.3,2903.95,1489.35,-2995.7,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.6192723492723493,41.0,0.38072765072765075,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G041,8,BA,5.543886575161143e-10,False,18459.5,18460.5,19.5,0.8,2e-05,3.0,27782.1,104591.425,10834.0,1811.475,-3639.95,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.7532120582120582,41.0,0.24678794178794178,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G041,8,BA,7.97460302472002e-10,False,18219.5,18220.5,19.5,0.8,2e-05,3.0,88930.975,248460.85,26377.225,2014.0,-4045.0,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.8374220374220375,41.0,0.16257796257796256,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.147106683004697e-09,False,17979.5,17980.5,19.5,0.8,2e-05,3.0,213830.025,445907.5,48023.225,2164.5,-4346.0,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9,41.0,0.09999999999999998,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.650055480022138e-09,False,17739.5,17740.5,19.5,0.8,2e-05,3.0,409834.475,640248.4,69779.225,2240.05,-4497.1,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9314137214137215,41.0,0.06858627858627855,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G041,8,BA,2.373522120906291e-09,False,17499.5,17500.5,19.5,0.8,2e-05,3.0,644857.175,763970.725,84159.375,2293.225,-4603.45,2.00012e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9535239085239086,41.0,0.046476091476091455,16852592.039347265,0.0,0.98,1.0,inf,inf,False
G041,8,BA,3.4141926296659515e-09,False,17259.5,17260.5,19.5,0.8,2e-05,3.0,904080.05,804896.125,89337.85,2311.725,-4640.45,2.00017e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9612162162162162,41.0,0.038783783783783755,11715800.582673522,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.4617293520857793e-08,True,11499.5,11500.5,19.5,0.8,2e-05,3.0,9347149.9,,,1801.275,-3619.55,2e-05,,,1367.0,454210.7,20602270.0,2.2e-11,2000.0,11785.0,2405.0,0.748970893970894,41.0,0.251029106029106,2736484.6948529133,0.0,0.98,1.0,inf,inf,False
G041,8,BA,2.102624423214588e-08,True,11259.5,11260.5,19.5,0.8,2e-05,3.0,9159278.275,,,874.2,-1765.4,2e-05,,,950.0,410578.175,17571230.0,2.2e-11,2000.0,11785.0,2405.0,0.36349272349272355,41.0,0.6365072765072765,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G041,8,BA,3.0245198666839334e-08,False,15819.5,15820.5,19.5,0.8,2e-05,3.0,1753677.3,219762.775,24586.9,2316.425,-4649.85,2.00255e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9631704781704782,41.0,0.0368295218295218,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G041,8,BA,3.0245198666839334e-08,True,11019.5,11020.5,19.5,0.8,2e-05,3.0,8614421.525,,,937.525,-1892.05,2e-05,,,661.0,315225.2,13112992.5,2.2e-11,2000.0,11785.0,2405.0,0.3898232848232849,41.0,0.6101767151767151,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G041,8,BA,4.350620264355322e-08,False,15579.5,15580.5,19.5,0.8,2e-05,3.0,1823465.7,160167.25,17776.35,2298.75,-4614.5,2.00174e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9558212058212059,41.0,0.044178794178794153,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G041,8,BA,4.350620264355322e-08,True,10779.5,10780.5,19.5,0.8,2e-05,3.0,8182206.8,,,441.6,-900.2,2e-05,,,459.0,229060.35,9362846.0,2.2e-11,2000.0,11785.0,2405.0,0.18361746361746362,41.0,0.8163825363825363,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G041,8,BA,6.258149233243954e-08,False,15339.5,15340.5,19.5,0.8,2e-05,3.0,1884874.8,116862.55,12824.95,2284.0,-4585.0,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9496881496881497,41.0,0.050311850311850294,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G041,8,BA,6.258149233243954e-08,True,10539.5,10540.5,19.5,0.8,2e-05,3.0,7800917.9,,,428.425,-873.85,2e-05,,,319.0,157802.125,6449780.0,2.2e-11,2000.0,11785.0,2405.0,0.17813929313929316,41.0,0.8218607068607069,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G041,8,BA,9.002034065447288e-08,False,15099.5,15100.5,19.5,0.8,2e-05,3.0,1953623.725,86395.175,9331.775,2264.875,-4546.75,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9417359667359667,41.0,0.058264033264033246,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G041,8,BA,9.002034065447288e-08,True,10299.5,10300.5,19.5,0.8,2e-05,3.0,7637227.4,,,429.275,-875.55,2e-05,,,222.0,112750.15,4535689.25,2.2e-11,2000.0,11785.0,2405.0,0.1784927234927235,41.0,0.8215072765072765,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.2948974895804388e-07,False,14859.5,14860.5,19.5,0.8,2e-05,3.0,2037246.375,64462.95,6827.175,2238.4,-4493.8,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9307276507276507,41.0,0.06927234927234924,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G041,8,BA,1.2948974895804388e-07,True,10059.5,10060.5,19.5,0.8,2e-05,3.0,7546500.375,,,362.625,-742.25,2e-05,,,154.0,76861.55,3082554.5,2.2e-11,2000.0,11785.0,2405.0,0.15077962577962578,41.0,0.8492203742203742,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G041,4,BA,9.002034065447288e-08,True,699.5,700.5,19.5,0.8,2e-05,3.0,7737709.725,,,853.0,-1723.0,2e-05,,,222.0,110192.45,3855014.25,2.2e-11,2000.0,11785.0,2405.0,0.3546777546777547,41.0,0.6453222453222454,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G041,4,BA,9.002034065447288e-08,False,5499.5,5500.5,19.5,0.8,2e-05,3.0,3800503.075,163807.175,17999.225,2309.275,-4635.55,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9601975051975054,41.0,0.03980249480249478,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G041,4,BA,6.258149233243954e-08,True,939.5,940.5,19.5,0.8,2e-05,3.0,7999962.55,,,760.175,-1537.35,2e-05,,,319.0,158677.4,5579103.5,2.2e-11,2000.0,11785.0,2405.0,0.31608108108108113,41.0,0.6839189189189189,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G041,4,BA,4.350620264355322e-08,True,1179.5,1180.5,19.5,0.8,2e-05,3.0,8336537.05,,,860.6,-1738.2,2e-05,,,459.0,221298.525,7888743.75,2.2e-11,2000.0,11785.0,2405.0,0.35783783783783785,41.0,0.6421621621621622,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.147106683004697e-09,False,17939.5,17940.5,19.5,0.8,2e-05,3.0,211875.325,443001.275,47575.575,2158.025,-4414.05,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.8991770833333333,40.0,0.10082291666666668,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.650055480022138e-09,False,17699.5,17700.5,19.5,0.8,2e-05,3.0,404598.025,632809.175,68833.275,2235.375,-4568.75,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.93140625,40.0,0.06859375,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G040,8,BA,2.373522120906291e-09,False,17459.5,17460.5,19.5,0.8,2e-05,3.0,636702.375,755375.425,83088.525,2279.425,-4656.85,2.00012e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9497604166666667,40.0,0.05023958333333334,16852592.039347265,0.0,0.98,1.0,inf,inf,False
G040,8,BA,3.4141926296659515e-09,False,17219.5,17220.5,19.5,0.8,2e-05,3.0,890052.95,792321.95,87928.7,2310.7,-4719.4,2.00017e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9627916666666667,40.0,0.03720833333333333,11715800.582673522,0.0,0.98,1.0,inf,inf,False
G040,8,BA,2.102624423214588e-08,True,11219.5,11220.5,19.5,0.8,2e-05,3.0,8696860.025,,,1208.8,-2515.6,2e-05,,,950.0,353436.2,15315580.0,2.2e-11,2000.0,11766.0,2400.0,0.5036666666666667,40.0,0.4963333333333333,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G040,8,BA,3.0245198666839334e-08,True,10979.5,10980.5,19.5,0.8,2e-05,3.0,8275834.7,,,1251.8,-2601.6,2e-05,,,661.0,274415.175,11529086.25,2.2e-11,2000.0,11766.0,2400.0,0.5215833333333333,40.0,0.47841666666666666,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G040,8,BA,4.350620264355322e-08,False,15539.5,15540.5,19.5,0.8,2e-05,3.0,1794016.275,157463.575,17441.525,2300.275,-4698.55,2.00174e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9584479166666666,40.0,0.04155208333333334,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G040,8,BA,4.350620264355322e-08,True,10739.5,10740.5,19.5,0.8,2e-05,3.0,7867841.95,,,843.75,-1785.5,2e-05,,,459.0,195680.55,8110487.25,2.2e-11,2000.0,11766.0,2400.0,0.3515625,40.0,0.6484375,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G040,8,BA,6.258149233243954e-08,False,15299.5,15300.5,19.5,0.8,2e-05,3.0,1860923.125,115403.75,12641.125,2283.15,-4664.3,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9513125,40.0,0.048687499999999995,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G040,8,BA,6.258149233243954e-08,True,10499.5,10500.5,19.5,0.8,2e-05,3.0,7629764.875,,,691.35,-1480.7,2e-05,,,319.0,143081.325,5859529.75,2.2e-11,2000.0,11766.0,2400.0,0.2880625,40.0,0.7119375,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G040,8,BA,9.002034065447288e-08,False,15059.5,15060.5,19.5,0.8,2e-05,3.0,1931354.35,85470.75,9210.75,2262.25,-4622.5,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9426041666666667,40.0,0.05739583333333333,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G040,8,BA,9.002034065447288e-08,True,10259.5,10260.5,19.5,0.8,2e-05,3.0,7475362.925,,,761.025,-1620.05,2e-05,,,222.0,99849.8,4058575.75,2.2e-11,2000.0,11766.0,2400.0,0.31709375,40.0,0.68290625,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G040,8,BA,5.543886575161143e-10,False,18419.5,18420.5,19.5,0.8,2e-05,3.0,27607.1,104347.45,10760.35,1815.25,-3728.5,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.7563541666666667,40.0,0.24364583333333334,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.2948974895804388e-07,False,14819.5,14820.5,19.5,0.8,2e-05,3.0,2010290.775,64239.275,6762.975,2238.975,-4575.95,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9329062499999999,40.0,0.06709375000000001,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.862645149230957e-07,False,14579.5,14580.5,19.5,0.8,2e-05,3.0,2116379.45,49027.45,5063.65,2210.35,-4518.7,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.9209791666666666,40.0,0.07902083333333335,214748.3648,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.862645149230957e-07,True,9779.5,9780.5,19.5,0.8,2e-05,3.0,7448874.025,,,577.775,-1253.55,2e-05,,,107.0,49250.65,1974140.25,2.2e-11,2000.0,11766.0,2400.0,0.2407395833333333,40.0,0.7592604166666667,214748.3648,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.8626451492309566e-10,False,9579.5,9580.5,19.5,0.8,2e-05,3.0,119.1,1438.325,99.15,273.625,-564.25,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.11377338877338879,41.0,0.8862266112266113,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G041,4,BA,2.6793217068308267e-10,False,9339.5,9340.5,19.5,0.8,2e-05,3.0,1740.675,12534.5,1138.725,1165.55,-2348.1,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.48463617463617464,41.0,0.5153638253638253,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G041,4,BA,3.8540700098775135e-10,False,9099.5,9100.5,19.5,0.8,2e-05,3.0,10790.6,55159.475,5558.35,1594.475,-3205.95,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.662983367983368,41.0,0.337016632016632,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G041,4,BA,5.543886575161143e-10,False,8859.5,8860.5,19.5,0.8,2e-05,3.0,54877.5,204225.5,21377.65,1896.05,-3809.1,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.7883783783783784,41.0,0.21162162162162163,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G040,4,BA,5.543886575161143e-10,False,8819.5,8820.5,19.5,0.8,2e-05,3.0,54306.2,203052.175,21166.8,1900.675,-3899.35,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.7919479166666668,40.0,0.20805208333333333,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.147106683004697e-09,False,8379.5,8380.5,19.5,0.8,2e-05,3.0,430514.0,895387.8,96492.85,2208.4,-4433.8,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9182536382536384,41.0,0.08174636174636171,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G041,4,BA,1.650055480022138e-09,False,8139.5,8140.5,19.5,0.8,2e-05,3.0,823257.975,1285818.0,140109.875,2279.9,-4576.8,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.947983367983368,41.0,0.052016632016631995,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G041,4,BA,2.373522120906291e-09,False,7899.5,7900.5,19.5,0.8,2e-05,3.0,1299755.6,1544740.25,169775.15,2312.1,-4641.2,2.00012e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.9613721413721414,41.0,0.038627858627858606,16852592.039347265,0.0,0.98,1.0,inf,inf,False
G041,4,BA,2.102624423214588e-08,True,1659.5,1660.5,19.5,0.8,2e-05,3.0,8944353.3,,,1618.075,-3253.15,2e-05,,,950.0,334795.775,12797417.0,2.2e-11,2000.0,11785.0,2405.0,0.6727962577962578,41.0,0.3272037422037422,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G041,4,BA,3.0245198666839334e-08,True,1419.5,1420.5,19.5,0.8,2e-05,3.0,8757565.4,,,1449.7,-2916.4,2e-05,,,661.0,296797.475,10795610.25,2.2e-11,2000.0,11785.0,2405.0,0.6027858627858629,41.0,0.39721413721413723,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G040,8,BA,1.2948974895804388e-07,True,10019.5,10020.5,19.5,0.8,2e-05,3.0,7421760.65,,,586.25,-1270.5,2e-05,,,154.0,71112.375,2869333.75,2.2e-11,2000.0,11766.0,2400.0,0.24427083333333335,40.0,0.7557291666666667,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G041,4,BA,7.97460302472002e-10,False,8619.5,8620.5,19.5,0.8,2e-05,3.0,177312.9,493462.125,52547.6,2091.875,-4200.75,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,11785.0,2405.0,0.8698024948024947,41.0,0.1301975051975052,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G029,8,ER,1.862645149230957e-07,True,9699.5,9700.5,19.5,0.8,2e-05,3.0,3969040.825,,,391.75,-703.5,2e-05,,,107.0,53965.125,3119223.75,2.2e-11,2000.0,19990.0,3405.0,0.11505139500734214,29.0,0.8849486049926579,214748.3648,0.0,0.98,1.0,inf,inf,False
G040,4,BA,2.6793217068308267e-10,False,9299.5,9300.5,19.5,0.8,2e-05,3.0,1742.275,12611.25,1138.625,1142.0,-2382.0,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.4758333333333334,40.0,0.5241666666666667,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G028,8,ER,7.97460302472002e-10,False,18059.5,18060.5,19.5,0.8,2e-05,3.0,64211.95,365345.35,18869.85,2963.55,-6031.1,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.8985900545785324,28.0,0.10140994542146756,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G028,8,ER,5.543886575161143e-10,False,18299.5,18300.5,19.5,0.8,2e-05,3.0,21230.825,160138.275,8224.075,2736.775,-5577.55,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.82982868405094,28.0,0.17017131594906004,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G028,8,ER,3.8540700098775135e-10,False,18539.5,18540.5,19.5,0.8,2e-05,3.0,4775.975,48276.625,2453.325,2299.075,-4702.15,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.69711188599151,28.0,0.30288811400849,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G028,8,ER,2.6793217068308267e-10,False,18779.5,18780.5,19.5,0.8,2e-05,3.0,966.375,12774.275,637.975,1548.675,-3201.35,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.46958004851425106,28.0,0.5304199514857489,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.8626451492309566e-10,False,19019.5,19020.5,19.5,0.8,2e-05,3.0,73.1,1255.825,61.5,237.775,-579.55,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.07209672528805336,28.0,0.9279032747119466,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.862645149230957e-07,True,59.5,60.5,19.5,0.8,2e-05,3.0,3954872.8,,,721.975,-1547.95,2e-05,,,107.0,53516.875,2776496.75,2.2e-11,2000.0,19990.0,3298.0,0.21891297756215886,28.0,0.7810870224378411,214748.3648,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.862645149230957e-07,False,4859.5,4860.5,19.5,0.8,2e-05,3.0,2656024.825,116763.7,6060.675,3133.2,-6370.4,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9500303214069132,28.0,0.04996967859308673,214748.3648,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.2948974895804388e-07,True,299.5,300.5,19.5,0.8,2e-05,3.0,3915343.8,,,756.75,-1617.5,2e-05,,,154.0,76630.975,4016704.75,2.2e-11,2000.0,19990.0,3298.0,0.22945724681625226,28.0,0.7705427531837478,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.2948974895804388e-07,False,5099.5,5100.5,19.5,0.8,2e-05,3.0,2512146.925,154157.875,8026.975,3156.725,-6417.45,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9571634323832626,28.0,0.0428365676167374,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G028,4,ER,9.002034065447288e-08,True,539.5,540.5,19.5,0.8,2e-05,3.0,3986558.05,,,887.675,-1879.35,2e-05,,,222.0,109676.675,5793372.0,2.2e-11,2000.0,19990.0,3298.0,0.2691555488174652,28.0,0.7308444511825349,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G028,4,ER,9.002034065447288e-08,False,5339.5,5340.5,19.5,0.8,2e-05,3.0,2399143.775,206927.2,10811.275,3189.4,-6482.8,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.967070952092177,28.0,0.03292904790782292,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G028,4,ER,6.258149233243954e-08,True,779.5,780.5,19.5,0.8,2e-05,3.0,4170389.975,,,737.625,-1579.25,2e-05,,,319.0,160479.175,8487611.25,2.2e-11,2000.0,19990.0,3298.0,0.22365827774408734,28.0,0.7763417222559127,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G028,4,ER,4.350620264355322e-08,True,1019.5,1020.5,19.5,0.8,2e-05,3.0,4439889.2,,,893.2,-1890.4,2e-05,,,459.0,222105.025,11924304.5,2.2e-11,2000.0,19990.0,3298.0,0.27083080654942393,28.0,0.7291691934505761,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G028,4,ER,3.0245198666839334e-08,True,1259.5,1260.5,19.5,0.8,2e-05,3.0,4918763.725,,,1473.825,-3051.65,2e-05,,,661.0,315190.65,17104092.5,2.2e-11,2000.0,19990.0,3298.0,0.44688447543966037,28.0,0.5531155245603395,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G028,4,ER,2.102624423214588e-08,True,1499.5,1500.5,19.5,0.8,2e-05,3.0,5362390.65,,,1523.0,-3150.0,2e-05,,,950.0,395078.425,22291285.0,2.2e-11,2000.0,19990.0,3298.0,0.46179502728926625,28.0,0.5382049727107338,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.147106683004697e-09,False,17819.5,17820.5,19.5,0.8,2e-05,3.0,148980.6,635214.825,32959.35,3090.325,-6284.65,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9370300181928443,28.0,0.06296998180715585,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.147106683004697e-09,False,8219.5,8220.5,19.5,0.8,2e-05,3.0,296833.775,1260713.175,65474.625,3151.825,-6407.65,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9556776834445119,28.0,0.04432231655548817,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.650055480022138e-09,False,17579.5,17580.5,19.5,0.8,2e-05,3.0,275811.95,883813.15,46007.9,3161.3,-6426.6,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9585506367495451,28.0,0.04144936325045481,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G028,8,ER,3.0245198666839334e-08,True,10859.5,10860.5,19.5,0.8,2e-05,3.0,4785220.35,,,791.25,-1686.5,2e-05,,,661.0,328857.525,19715275.0,2.2e-11,2000.0,19990.0,3298.0,0.23991813220133412,28.0,0.7600818677986658,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G029,4,ER,7.97460302472002e-10,False,8499.5,8500.5,19.5,0.8,2e-05,3.0,126345.025,714357.45,37072.425,3145.05,-6210.1,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9236563876651982,29.0,0.07634361233480176,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G029,4,ER,5.543886575161143e-10,False,8739.5,8740.5,19.5,0.8,2e-05,3.0,40934.875,306595.95,15832.375,2952.45,-5824.9,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.8670925110132158,29.0,0.13290748898678414,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G029,4,ER,3.8540700098775135e-10,False,8979.5,8980.5,19.5,0.8,2e-05,3.0,8711.425,87832.475,4491.375,2586.425,-5092.85,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.7595961820851689,29.0,0.24040381791483112,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G029,4,ER,2.6793217068308267e-10,False,9219.5,9220.5,19.5,0.8,2e-05,3.0,1637.75,21293.15,1073.35,1936.65,-3793.3,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.5687665198237886,29.0,0.43123348017621144,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.8626451492309566e-10,False,9459.5,9460.5,19.5,0.8,2e-05,3.0,145.525,2417.725,118.875,517.725,-955.45,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.15204845814977974,29.0,0.8479515418502203,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.862645149230957e-07,True,9659.5,9660.5,19.5,0.8,2e-05,3.0,3961964.45,,,377.525,-859.05,2e-05,,,107.0,53017.6,3075211.25,2.2e-11,2000.0,19990.0,3298.0,0.11447089144936325,28.0,0.8855291085506367,214748.3648,0.0,0.98,1.0,inf,inf,False
