graph,blocks,Type,tpart,concurrent,index,job,iter,scale1,tstop,scale0,flips,updates,neighbor_updates,cut,ene,anneal,u,m,syncs,surprise_flips,gradient_difference_norm,tstep,nodes,edges,BKS,Ratio,GInd,Inverse Ratio,bits,GS,target,factor,TTT,BTT,solved
G028,8,ER,1.862645149230957e-07,False,14459.5,14460.5,19.5,0.8,2e-05,3.0,1483837.55,69437.35,3582.65,3033.3,-6170.6,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9197392359005457,28.0,0.08026076409945422,214748.3648,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.2948974895804388e-07,True,9899.5,9900.5,19.5,0.8,2e-05,3.0,3902660.45,,,336.775,-777.55,2e-05,,,154.0,77029.7,4503564.5,2.2e-11,2000.0,19990.0,3298.0,0.10211491813220133,28.0,0.8978850818677987,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G028,8,ER,1.2948974895804388e-07,False,14699.5,14700.5,19.5,0.8,2e-05,3.0,1371868.75,88299.85,4577.35,3086.35,-6276.7,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9358247422680412,28.0,0.06417525773195876,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G028,8,ER,9.002034065447288e-08,True,10139.5,10140.5,19.5,0.8,2e-05,3.0,3943829.55,,,352.125,-808.25,2e-05,,,222.0,112529.45,6618506.0,2.2e-11,2000.0,19990.0,3298.0,0.10676925409338993,28.0,0.89323074590661,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G028,8,ER,9.002034065447288e-08,False,14939.5,14940.5,19.5,0.8,2e-05,3.0,1280335.65,114116.275,5937.35,3122.325,-6348.65,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9467328684050941,28.0,0.053267131594906016,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G028,8,ER,6.258149233243954e-08,True,10379.5,10380.5,19.5,0.8,2e-05,3.0,4073026.95,,,371.9,-847.8,2e-05,,,319.0,160211.075,9480977.5,2.2e-11,2000.0,19990.0,3298.0,0.11276531231049121,28.0,0.8872346876895089,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G028,8,ER,6.258149233243954e-08,False,15179.5,15180.5,19.5,0.8,2e-05,3.0,1210581.175,150774.2,7868.575,3156.7,-6417.4,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9571558520315342,28.0,0.042844147968465716,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G028,8,ER,4.350620264355322e-08,True,10619.5,10620.5,19.5,0.8,2e-05,3.0,4341122.675,,,338.95,-781.9,2e-05,,,459.0,231566.1,13771732.5,2.2e-11,2000.0,19990.0,3298.0,0.1027744087325652,28.0,0.8972255912674347,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G028,8,ER,4.350620264355322e-08,False,15419.5,15420.5,19.5,0.8,2e-05,3.0,1153075.35,203393.55,10639.1,3175.85,-6455.7,2.00174e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9629624014554276,28.0,0.03703759854457246,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G028,8,ER,2.102624423214588e-08,True,11099.5,11100.5,19.5,0.8,2e-05,3.0,5299821.1,,,833.825,-1771.65,2e-05,,,950.0,433448.525,26681410.0,2.2e-11,2000.0,19990.0,3298.0,0.2528274711946634,28.0,0.7471725288053366,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G028,4,ER,7.97460302472002e-10,False,8459.5,8460.5,19.5,0.8,2e-05,3.0,126578.725,716623.0,37084.225,3053.2,-6210.4,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.9257731958762887,28.0,0.07422680412371134,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G028,4,ER,5.543886575161143e-10,False,8699.5,8700.5,19.5,0.8,2e-05,3.0,40936.925,307845.575,15854.025,2846.525,-5797.05,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.8631064281382657,28.0,0.1368935718617344,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G028,4,ER,3.8540700098775135e-10,False,8939.5,8940.5,19.5,0.8,2e-05,3.0,8711.5,87872.85,4486.1,2483.0,-5070.0,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.7528805336567617,28.0,0.24711946634323834,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G027,4,ER,1.862645149230957e-07,True,19.5,20.5,19.5,0.8,2e-05,3.0,3956742.75,,,784.6,-1611.2,2e-05,,,107.0,53348.175,2746506.5,2.2e-11,2000.0,19990.0,3341.0,0.23483986830290332,27.0,0.7651601316970967,214748.3648,0.0,0.98,1.0,inf,inf,False
G027,4,ER,1.862645149230957e-07,False,4819.5,4820.5,19.5,0.8,2e-05,3.0,2664137.425,117346.925,6117.725,3168.55,-6379.1,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9483837174498653,27.0,0.051616282550134694,214748.3648,0.0,0.98,1.0,inf,inf,False
G027,4,ER,1.2948974895804388e-07,True,259.5,260.5,19.5,0.8,2e-05,3.0,3920574.775,,,915.5,-1873.0,2e-05,,,154.0,74821.525,3902373.0,2.2e-11,2000.0,19990.0,3341.0,0.27401975456450167,27.0,0.7259802454354983,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G027,4,ER,1.2948974895804388e-07,False,5059.5,5060.5,19.5,0.8,2e-05,3.0,2520549.875,154851.1,8095.825,3200.875,-6443.75,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9580589643819216,27.0,0.0419410356180784,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G027,4,ER,9.002034065447288e-08,True,499.5,500.5,19.5,0.8,2e-05,3.0,3987075.425,,,956.55,-1955.1,2e-05,,,222.0,109530.525,5731399.75,2.2e-11,2000.0,19990.0,3341.0,0.28630649506135886,27.0,0.7136935049386411,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G027,4,ER,9.002034065447288e-08,False,5299.5,5300.5,19.5,0.8,2e-05,3.0,2407437.825,208635.1,10939.125,3227.075,-6496.15,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9659009278659084,27.0,0.03409907213409158,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G027,4,ER,6.258149233243954e-08,True,739.5,740.5,19.5,0.8,2e-05,3.0,4168977.95,,,896.65,-1835.3,2e-05,,,319.0,156695.4,8260409.75,2.2e-11,2000.0,19990.0,3341.0,0.26837773121819813,27.0,0.7316222687818018,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G027,4,ER,4.350620264355322e-08,True,979.5,980.5,19.5,0.8,2e-05,3.0,4455329.15,,,1011.575,-2065.15,2e-05,,,459.0,219710.85,11725545.25,2.2e-11,2000.0,19990.0,3341.0,0.302776114935648,27.0,0.697223885064352,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G027,4,ER,3.0245198666839334e-08,True,1219.5,1220.5,19.5,0.8,2e-05,3.0,4899911.725,,,1613.55,-3269.1,2e-05,,,661.0,307423.55,16639823.5,2.2e-11,2000.0,19990.0,3341.0,0.48295420532774613,27.0,0.5170457946722539,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G027,4,ER,2.102624423214588e-08,True,1459.5,1460.5,19.5,0.8,2e-05,3.0,5354615.025,,,1663.875,-3369.75,2e-05,,,950.0,386367.625,21770360.0,2.2e-11,2000.0,19990.0,3341.0,0.49801706076025143,27.0,0.5019829392397486,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G027,4,ER,1.147106683004697e-09,False,8179.5,8180.5,19.5,0.8,2e-05,3.0,296412.775,1256454.35,65469.875,3191.075,-6424.15,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9551257108650105,27.0,0.04487428913498952,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G027,4,ER,7.97460302472002e-10,False,8419.5,8420.5,19.5,0.8,2e-05,3.0,126408.975,714163.6,37061.475,3077.275,-6196.55,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9210640526788387,27.0,0.07893594732116133,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G027,4,ER,5.543886575161143e-10,False,8659.5,8660.5,19.5,0.8,2e-05,3.0,40830.625,306575.7,15823.025,2879.325,-5800.65,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.861815324753068,27.0,0.13818467524693206,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G027,4,ER,3.8540700098775135e-10,False,8899.5,8900.5,19.5,0.8,2e-05,3.0,8754.2,88057.75,4504.85,2515.425,-5072.85,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.7528958395689913,27.0,0.2471041604310087,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G027,4,ER,2.6793217068308267e-10,False,9139.5,9140.5,19.5,0.8,2e-05,3.0,1637.3,21369.475,1076.8,1892.8,-3827.6,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.5665369649805447,27.0,0.4334630350194552,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.8626451492309566e-10,False,18979.5,18980.5,19.5,0.8,2e-05,3.0,72.275,1254.2,61.225,263.975,-569.95,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.0790107752170009,27.0,0.9209892247829992,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G027,8,ER,2.6793217068308267e-10,False,18739.5,18740.5,19.5,0.8,2e-05,3.0,971.125,12885.55,645.075,1587.275,-3216.55,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.47508979347500746,27.0,0.5249102065249925,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G027,8,ER,3.8540700098775135e-10,False,18499.5,18500.5,19.5,0.8,2e-05,3.0,4742.35,48345.575,2462.0,2344.2,-4730.4,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.7016462137084705,27.0,0.2983537862915295,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G027,8,ER,5.543886575161143e-10,False,18259.5,18260.5,19.5,0.8,2e-05,3.0,21200.925,160051.075,8241.975,2779.85,-5601.7,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.8320413049985035,27.0,0.16795869500149657,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G028,4,ER,2.6793217068308267e-10,False,9179.5,9180.5,19.5,0.8,2e-05,3.0,1630.175,21181.475,1066.225,1839.625,-3783.25,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.5578001819284415,28.0,0.4421998180715585,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G028,4,ER,1.8626451492309566e-10,False,9419.5,9420.5,19.5,0.8,2e-05,3.0,143.65,2425.025,119.55,447.125,-998.25,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3298.0,0.1355745906610067,28.0,0.8644254093389933,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.862645149230957e-07,True,9619.5,9620.5,19.5,0.8,2e-05,3.0,3971975.0,,,414.4,-870.8,2e-05,,,107.0,53114.875,3067206.25,2.2e-11,2000.0,19990.0,3341.0,0.12403472014366956,27.0,0.8759652798563305,214748.3648,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.862645149230957e-07,False,14419.5,14420.5,19.5,0.8,2e-05,3.0,1483970.05,69205.6,3583.95,3075.825,-6193.65,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9206300508829692,27.0,0.07936994911703084,214748.3648,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.2948974895804388e-07,True,9859.5,9860.5,19.5,0.8,2e-05,3.0,3894797.025,,,516.6,-1075.2,2e-05,,,154.0,74818.725,4378253.75,2.2e-11,2000.0,19990.0,3341.0,0.15462436396288537,27.0,0.8453756360371146,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.2948974895804388e-07,False,14659.5,14660.5,19.5,0.8,2e-05,3.0,1371964.475,87948.525,4576.325,3126.15,-6294.3,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9356929063154744,27.0,0.06430709368452558,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G027,8,ER,9.002034065447288e-08,True,10099.5,10100.5,19.5,0.8,2e-05,3.0,3943104.6,,,507.575,-1057.15,2e-05,,,222.0,109857.9,6440115.75,2.2e-11,2000.0,19990.0,3341.0,0.1519230769230769,27.0,0.848076923076923,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.147106683004697e-09,False,8259.5,8260.5,19.5,0.8,2e-05,3.0,296769.0,1257287.175,65474.35,3248.675,-6417.35,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9540895741556534,29.0,0.045910425844346556,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G027,8,ER,9.002034065447288e-08,False,14899.5,14900.5,19.5,0.8,2e-05,3.0,1284341.375,113859.575,5949.625,3168.2,-6378.4,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9482789583956899,27.0,0.051721041604310104,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G027,8,ER,6.258149233243954e-08,False,15139.5,15140.5,19.5,0.8,2e-05,3.0,1214593.6,150990.675,7906.05,3191.25,-6424.5,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9551780903920981,27.0,0.04482190960790182,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G027,8,ER,4.350620264355322e-08,True,10579.5,10580.5,19.5,0.8,2e-05,3.0,4347886.0,,,495.775,-1033.55,2e-05,,,459.0,226057.375,13469720.0,2.2e-11,2000.0,19990.0,3341.0,0.14839120023944927,27.0,0.8516087997605508,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G027,8,ER,3.0245198666839334e-08,True,10819.5,10820.5,19.5,0.8,2e-05,3.0,4726910.375,,,1089.725,-2221.45,2e-05,,,661.0,309215.475,18700212.5,2.2e-11,2000.0,19990.0,3341.0,0.3261673151750973,27.0,0.6738326848249028,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G027,8,ER,2.102624423214588e-08,True,11059.5,11060.5,19.5,0.8,2e-05,3.0,5370750.775,,,781.85,-1605.7,2e-05,,,950.0,443525.325,27020510.0,2.2e-11,2000.0,19990.0,3341.0,0.23401676144866806,27.0,0.765983238551332,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.650055480022138e-09,False,17539.5,17540.5,19.5,0.8,2e-05,3.0,275870.35,879784.625,45951.85,3198.3,-6438.6,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.957288237054774,27.0,0.04271176294522598,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G027,8,ER,1.147106683004697e-09,False,17779.5,17780.5,19.5,0.8,2e-05,3.0,148543.875,631837.15,32878.875,3134.175,-6310.35,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.9380948817719246,27.0,0.06190511822807543,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G027,8,ER,7.97460302472002e-10,False,18019.5,18020.5,19.5,0.8,2e-05,3.0,64204.025,363954.925,18847.475,3005.05,-6052.1,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3341.0,0.8994462735707872,27.0,0.10055372642921281,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G027,8,ER,6.258149233243954e-08,True,10339.5,10340.5,19.5,0.8,2e-05,3.0,4077785.15,,,512.175,-1066.35,2e-05,,,319.0,156535.0,9274090.5,2.2e-11,2000.0,19990.0,3341.0,0.15329991020652498,27.0,0.8467000897934749,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G040,4,BA,3.8540700098775135e-10,False,9059.5,9060.5,19.5,0.8,2e-05,3.0,10704.7,55067.55,5523.55,1588.65,-3275.3,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.6619375,40.0,0.3380625,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G029,4,ER,1.650055480022138e-09,False,8019.5,8020.5,19.5,0.8,2e-05,3.0,551173.375,1756116.675,91791.825,3298.475,-6516.95,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,19990.0,3405.0,0.9687151248164463,29.0,0.03128487518355359,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G029,4,ER,3.0245198666839334e-08,True,1299.5,1300.5,19.5,0.8,2e-05,3.0,4873069.6,,,1749.875,-3419.75,2e-05,,,661.0,301526.65,16396395.0,2.2e-11,2000.0,19990.0,3405.0,0.5139133627019089,29.0,0.4860866372980911,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.650055480022138e-09,False,17659.5,17660.5,19.5,0.8,2e-05,3.0,410733.25,639268.9,69958.5,2246.55,-4465.1,2.00005e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.932952657807309,39.0,0.06704734219269104,24241609.13635664,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.147106683004697e-09,False,17899.5,17900.5,19.5,0.8,2e-05,3.0,214811.55,445866.575,48257.35,2168.725,-4309.45,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9006333056478406,39.0,0.09936669435215946,34870339.95410539,0.0,0.98,1.0,inf,inf,False
G039,8,BA,7.97460302472002e-10,False,18139.5,18140.5,19.5,0.8,2e-05,3.0,89106.075,248221.875,26436.875,2030.225,-4032.45,2.00008e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.8431166943521594,39.0,0.15688330564784053,50159236.611535735,0.0,0.98,1.0,inf,inf,False
G039,8,BA,5.543886575161143e-10,False,18379.5,18380.5,19.5,0.8,2e-05,3.0,27844.525,104464.2,10847.075,1817.6,-3607.2,2.00006e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.7548172757475082,39.0,0.24518272425249169,72151548.30045803,0.0,0.98,1.0,inf,inf,False
G039,8,BA,3.8540700098775135e-10,False,18619.5,18620.5,19.5,0.8,2e-05,3.0,5658.975,29700.375,2922.675,1503.475,-2978.95,2.00004e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.6243666943521594,39.0,0.37563330564784053,103786386.5925758,0.0,0.98,1.0,inf,inf,False
G039,8,BA,2.6793217068308267e-10,False,18859.5,18860.5,19.5,0.8,2e-05,3.0,971.95,7479.45,633.95,962.65,-1897.3,2.00003e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.3997715946843854,39.0,0.6002284053156146,149291516.19987088,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.8626451492309566e-10,False,19099.5,19100.5,19.5,0.8,2e-05,3.0,60.75,871.975,51.5,176.725,-325.45,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.07339078073089701,39.0,0.926609219269103,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.862645149230957e-07,True,139.5,140.5,19.5,0.8,2e-05,3.0,7690691.975,,,724.8,-1421.6,2e-05,,,107.0,52518.325,1811821.5,2.2e-11,2000.0,11778.0,2408.0,0.3009966777408638,39.0,0.6990033222591362,214748.3648,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.862645149230957e-07,False,4939.5,4940.5,19.5,0.8,2e-05,3.0,4058624.5,88168.875,9476.05,2290.825,-4553.65,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9513392857142857,39.0,0.04866071428571429,214748.3648,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.2948974895804388e-07,True,379.5,380.5,19.5,0.8,2e-05,3.0,7721499.725,,,774.225,-1520.45,2e-05,,,154.0,74695.025,2597952.0,2.2e-11,2000.0,11778.0,2408.0,0.3215220099667774,39.0,0.6784779900332226,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G039,4,BA,1.2948974895804388e-07,False,5179.5,5180.5,19.5,0.8,2e-05,3.0,3930240.8,119519.475,13031.35,2307.675,-4587.35,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9583367940199337,39.0,0.041663205980066446,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G039,4,BA,9.002034065447288e-08,True,619.5,620.5,19.5,0.8,2e-05,3.0,7836670.675,,,856.725,-1685.45,2e-05,,,222.0,110072.7,3840126.25,2.2e-11,2000.0,11778.0,2408.0,0.3557828073089701,39.0,0.6442171926910298,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G039,4,BA,9.002034065447288e-08,False,5419.5,5420.5,19.5,0.8,2e-05,3.0,3825467.925,164387.575,18149.025,2320.825,-4613.65,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9637977574750831,39.0,0.03620224252491695,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G039,4,BA,6.258149233243954e-08,True,859.5,860.5,19.5,0.8,2e-05,3.0,8040407.1,,,839.85,-1651.7,2e-05,,,319.0,155417.4,5470568.5,2.2e-11,2000.0,11778.0,2408.0,0.3487749169435216,39.0,0.6512250830564784,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G039,4,BA,6.258149233243954e-08,False,5659.5,5660.5,19.5,0.8,2e-05,3.0,3734623.5,227884.275,25429.85,2328.625,-4629.25,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9670369601328904,39.0,0.032963039867109634,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G039,8,BA,2.373522120906291e-09,False,17419.5,17420.5,19.5,0.8,2e-05,3.0,648857.525,766896.7,84782.225,2291.3,-4554.6,2.00012e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9515365448504983,39.0,0.04846345514950166,16852592.039347265,0.0,0.98,1.0,inf,inf,False
G039,4,BA,4.350620264355322e-08,True,1099.5,1100.5,19.5,0.8,2e-05,3.0,8395356.925,,,909.725,-1791.45,2e-05,,,459.0,218125.475,7757405.0,2.2e-11,2000.0,11778.0,2408.0,0.37779277408637874,39.0,0.6222072259136213,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G039,8,BA,3.4141926296659515e-09,False,17179.5,17180.5,19.5,0.8,2e-05,3.0,909263.3,806108.6,89953.3,2320.0,-4612.0,2.00017e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9634551495016611,39.0,0.036544850498338874,11715800.582673522,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.4617293520857793e-08,True,11419.5,11420.5,19.5,0.8,2e-05,3.0,9605491.5,,,1750.2,-3472.4,2e-05,,,1367.0,477600.3,21219535.0,2.2e-11,2000.0,11778.0,2408.0,0.7268272425249169,39.0,0.2731727574750831,2736484.6948529133,0.0,0.98,1.0,inf,inf,False
G040,4,BA,1.8626451492309566e-10,False,9539.5,9540.5,19.5,0.8,2e-05,3.0,123.825,1565.775,103.675,241.025,-580.05,2.00002e-05,0.0,0.0,,,,2.2e-11,2000.0,11766.0,2400.0,0.10042708333333332,40.0,0.8995729166666667,214748364.8000001,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.862645149230957e-07,True,9739.5,9740.5,19.5,0.8,2e-05,3.0,7598419.45,,,360.35,-692.7,2e-05,,,107.0,53451.55,2113902.5,2.2e-11,2000.0,11778.0,2408.0,0.1496470099667774,39.0,0.8503529900332225,214748.3648,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.862645149230957e-07,False,14539.5,14540.5,19.5,0.8,2e-05,3.0,2148202.475,49425.875,5141.975,2222.775,-4417.55,2.01176e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9230793189368771,39.0,0.07692068106312293,214748.3648,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.2948974895804388e-07,True,9979.5,9980.5,19.5,0.8,2e-05,3.0,7571602.6,,,421.4,-814.8,2e-05,,,154.0,76664.9,3051131.25,2.2e-11,2000.0,11778.0,2408.0,0.175,39.0,0.825,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G039,8,BA,1.2948974895804388e-07,False,14779.5,14780.5,19.5,0.8,2e-05,3.0,2046747.7,64955.7,6900.8,2253.75,-4479.5,2.00713e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9359426910299004,39.0,0.06405730897009967,308904.76135651825,0.0,0.98,1.0,inf,inf,False
G039,8,BA,9.002034065447288e-08,True,10219.5,10220.5,19.5,0.8,2e-05,3.0,7673075.275,,,517.975,-1007.95,2e-05,,,222.0,110387.0,4420966.0,2.2e-11,2000.0,11778.0,2408.0,0.21510589700996677,39.0,0.7848941029900331,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G039,8,BA,9.002034065447288e-08,False,15019.5,15020.5,19.5,0.8,2e-05,3.0,1966306.2,86261.4,9388.75,2274.95,-4521.9,2.00754e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9447466777408637,39.0,0.055253322259136206,444344.01946481084,0.0,0.98,1.0,inf,inf,False
G039,8,BA,6.258149233243954e-08,True,10459.5,10460.5,19.5,0.8,2e-05,3.0,7859470.175,,,405.2,-782.4,2e-05,,,319.0,159970.025,6442334.5,2.2e-11,2000.0,11778.0,2408.0,0.16827242524916944,39.0,0.8317275747508306,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G039,8,BA,6.258149233243954e-08,False,15259.5,15260.5,19.5,0.8,2e-05,3.0,1896554.75,117315.8,12946.6,2298.15,-4568.3,2.00288e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9543812292358804,39.0,0.04561877076411959,639166.6051604482,0.0,0.98,1.0,inf,inf,False
G039,8,BA,4.350620264355322e-08,True,10699.5,10700.5,19.5,0.8,2e-05,3.0,8199999.025,,,547.8,-1067.6,2e-05,,,459.0,222217.275,9040055.25,2.2e-11,2000.0,11778.0,2408.0,0.2274916943521595,39.0,0.7725083056478406,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G039,8,BA,4.350620264355322e-08,False,15499.5,15500.5,19.5,0.8,2e-05,3.0,1829360.975,159894.55,17862.475,2310.0,-4592.0,2.00174e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.9593023255813954,39.0,0.040697674418604654,919409.1317902515,0.0,0.98,1.0,inf,inf,False
G039,8,BA,3.0245198666839334e-08,True,10939.5,10940.5,19.5,0.8,2e-05,3.0,8752655.675,,,933.125,-1838.25,2e-05,,,661.0,321948.675,13210267.5,2.2e-11,2000.0,11778.0,2408.0,0.38751038205980065,39.0,0.6124896179401993,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G039,8,BA,3.0245198666839334e-08,False,15739.5,15740.5,19.5,0.8,2e-05,3.0,1767517.625,220888.25,24865.575,2321.2,-4614.4,2.00255e-05,0.0,0.0,,,,2.2e-11,2000.0,11778.0,2408.0,0.963953488372093,39.0,0.036046511627906966,1322523.9629143444,0.0,0.98,1.0,inf,inf,False
G039,8,BA,2.102624423214588e-08,True,11179.5,11180.5,19.5,0.8,2e-05,3.0,9393572.325,,,727.075,-1426.15,2e-05,,,950.0,439345.625,18428892.5,2.2e-11,2000.0,11778.0,2408.0,0.30194144518272426,39.0,0.6980585548172757,1902384.4467118946,0.0,0.98,1.0,inf,inf,False
