,graph,size,snap,tstop,density,nodes,index,job,stepsize,tpart,scale0,scale1,randomize_mapping,iter,size.1,tstop.1,stepsize.1,tpart.1,scale0.1,scale1.1,iter.1,flips,updates,neighbor_updates,cut,ene,anneal,u,m,tstep,edges,BKS,Ratio,problem_memory,memory_area,im_area,brim_power,brim_ene_baseline,remaining_area,max_memory_nodes,sweeps,updates_per_step,steps,loads,latency,step_ops,uops,ops,Time,Time_PL1,Time_PL2,Time_Pipelined,brim_ene_running,load_energy,energy,energy_pipelined,bytes,GS,target,factor,ATT,TPTT,TTT,FTT,OTT,ETT,EPTT,BETT,RETT,SOTT,UOTT,BTT,STT,solved,BTT_SA,OTT_SA,AOTT,TTT_SA,ETT_SA,Time (PL),Energy,Energy (PL)
541,G041,1500,True,0.0001,0.005895447723861931,2000,8324.5,8325.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,16502774.6,5884.766666666666,57169.7,2355.233333333333,-4727.466666666666,0.0001,0.0,0.0,2.1999999999999998e-11,11785.0,2405.0,0.9793069993069994,17678.0,0.05895447723861931,113.0,1.37124003,0.000137124003,87.0,5900.0,25.000000000000004,5.884766666666666,1000.0000000000001,175000000.00000003,0.00021400000000000002,150000000.00000003,11769533.333333334,161769533.33333337,608.3752055596059,0.000282,0.00019166666666648832,0.00047366666666648837,0.0009783976179973909,0.004396000000000001,0.00558916503768628,0.0051880843608763695,181084766.6666667,0.26666666666666666,0.984,14.84796714716941,0.001484796714716941,0.007032987105373263,0.010594217913033114,245032655.0979418,2401948716.3462605,0.08298773885967377,0.07703250614703575,0.0020360126916323597,0.014527215688894066,2227195072.075412,174753644.2708486,2688740666.319505,371.1991786792353,1,20012190701.181725,172201467210.67038,166833082430.49603,6.44525950058478,225.58408252046732,916.4327196989378,2718.2820693779067,2928.4271511286915
542,G041,1250,True,0.001,0.005895447723861931,2000,7363.785714285715,7364.785714285715,50.0,1e-07,2.0,0.5,0.0,13.785714285714286,1250.0,0.001,50.0,1e-07,2.0,0.5,13.785714285714286,133494991.28571428,50682.03571428572,458822.21428571426,2370.6428571428573,-4758.285714285715,0.001,0.0,0.0,2.2e-11,11785.0,2405.0,0.9857142857142858,17678.0,0.05895447723861931,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,5.068203571428571,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,101364071.42857143,1351364071.4285717,253.02676189252077,0.002611666666666667,0.0017083333333315503,0.004319999999998217,0.007557346093146187,0.04082000000000001,0.050463102894879534,0.04683178408999752,1703023053.571429,0.7142857142857143,0.984,3.6760107871955494,0.0036760107871955496,0.01588036660067822,0.025472639543648586,490729028.00286156,4967628903.999927,0.18550291059693613,0.17215414349844377,0.004009118707945477,0.027780885760975527,4595013483.994437,372615420.00548875,6260331115.771277,919.0026967988874,1,20012190701.181725,172201467210.67038,166833082430.49603,6.44525950058478,225.58408252046732,405.86339488595405,1216.067617454371,1310.3610400321647
543,G041,1000,True,0.001,0.005895447723861931,2000,5444.5,5445.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1000.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,104782521.6,47365.86666666667,420562.86666666664,2362.7,-4742.4,0.001,0.0,0.0,2.1999999999999998e-11,11785.0,2405.0,0.9824116424116425,17678.0,0.05895447723861931,50.0,0.8308266799999999,0.00083082668,150.0,7700.0,250.00000000000003,4.736586666666666,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,94731733.33333333,1094731733.3333335,94.9207077337133,0.002403333333333334,0.001499999999998217,0.003903333333331551,0.005595394806695979,0.03768000000000001,0.04530254905842933,0.04209789680759799,1596731733.3333337,0.36666666666666664,0.984,10.082288931797581,0.010082288931797582,0.03935453446376525,0.06790151121361263,1056447657.773521,11037401638.27425,0.45675338895401896,0.42444315903520197,0.00837663464000613,0.05641438712858854,10082288931.797585,955112706.4766666,16098710682.036638,2520.5722329493956,1,20012190701.181725,172201467210.67038,166833082430.49603,6.44525950058478,225.58408252046732,163.77425342228602,493.88595241091184,531.4824322607543
544,G041,750,True,0.005,0.005895447723861931,2000,254.5,255.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,379943727.1,206173.03333333333,1761413.0,2373.6666666666665,-4764.333333333333,0.005,0.0,0.0,2.1999999999999998e-11,11785.0,2405.0,0.9869715869715869,17678.0,0.05895447723861931,29.0,0.5918700075000001,0.0029593500375000004,171.0,8300.0,1250.0,4.123460666666667,50000.0,6875000000.0,0.010700000000000003,3750000000.0,412346066.6666667,4162346066.6666665,76.66881341844285,0.010974999999999997,0.006458333333324417,0.017433333333324415,0.019358960017281632,0.1727,0.2019041065720372,0.18826570046407537,7400432583.333333,0.8333333333333334,0.984,2.5701944178769374,0.012850972089384688,0.044807056018298354,0.0840662482332661,976529246.4997785,10698038625.818693,0.5189328076578803,0.48387945241045804,0.007606104946926406,0.04975629097232007,9638229067.038515,1059809558.7801782,19020550515.557934,3212.7430223461715,1,20012190701.181725,172201467210.67038,166833082430.49603,6.44525950058478,225.58408252046732,143.84474396069803,434.70769084461006,466.1989290859828
545,G041,500,True,0.005,0.005895447723861931,2000,104.5,105.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,247231695.66666666,188152.13333333333,1571892.4,2372.5333333333333,-4762.066666666667,0.005,0.0,0.0,2.1999999999999998e-11,11785.0,2405.0,0.9865003465003465,17678.0,0.05895447723861931,13.0,0.37374667,0.0018687333500000001,187.0,8600.0,1250.0,3.7630426666666663,50000.0,6250000000.0,0.010700000000000003,2500000000.0,376304266.6666667,2876304266.6666665,70.68003637984384,0.009933333333333332,0.0054166666666577495,0.015349999999991083,0.011911035481313585,0.157,0.1785036873165136,0.16735736138449397,6824456400.0,0.8,0.984,2.8613531161467853,0.014306765580733927,0.04392177033282764,0.09118924990285948,707417182.8060703,8230122176.41296,0.5107620819467975,0.4788685075076255,0.005347105994269922,0.03408167849099155,7153382790.366963,1076739386.0459976,19527179586.147873,3576.6913951834817,1,20012190701.181725,172201467210.67038,166833082430.49603,6.44525950058478,225.58408252046732,146.7440736505905,441.66176482921617,471.0772978047113
546,G042,2000,False,0.0001,0.005892446223111556,2000,12464.5,12465.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,0.0001,0.0,1.0000000000000001e-07,2.0,0.5,14.5,41022078.666666664,,,2437.8333333333335,-4754.666666666667,0.0001,,,2.1999999999999998e-11,11779.0,2481.0,0.9826011017063012,17669.0,0.05892446223111556,200.0,1.99498672,0.00019949867200000002,0.0,0.0,0.0,,,,,0.0,,,4002.910833931462,,,0.0001,0.00019949867200000002,,0.00019949867200000002,0.00019949867200000002,,0.3333333333333333,0.984,11.357747174535149,0.001135774717453515,0.001135774717453515,0.001135774717453515,465918398.0698919,,0.0022658554782315145,0.0022658554782315145,0.0022658554782315145,0.0022658554782315145,0.0,,,0.0,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,4002.910833931462,70226.97333423914,70226.97333423914
547,G042,1750,True,0.0001,0.005892446223111556,2000,10544.5,10545.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1750.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,19541676.233333334,5991.4,58595.53333333333,2436.5333333333333,-4752.066666666667,0.0001,0.0,0.0,2.1999999999999998e-11,11779.0,2481.0,0.9820771194410856,17669.0,0.05892446223111556,154.0,1.6726967074999999,0.00016726967075000003,46.0,4300.0,25.000000000000004,5.9914,1000.0000000000001,187500000.00000003,0.00021400000000000002,175000000.00000003,11982800.0,186982800.00000003,614.892602566183,0.0003028333333333333,0.0002124999999998217,0.000515333333333155,0.0012266676380596822,0.004710000000000001,0.0061574051796596824,0.005727111703264649,190695700.00000003,0.36666666666666664,0.984,10.082288931797581,0.0010082288931797581,0.005195739562851223,0.007393819509986341,197024825.99610853,1885214614.876521,0.062080738091475914,0.05774239493699356,0.001686461150028151,0.012367617550203415,1764400563.064577,120814051.81194405,1922649145.4513924,252.05722329493958,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,875.0255601543715,2563.1810629334805,2755.7598264262306
548,G042,1500,True,0.001,0.005892446223111556,2000,9584.827586206897,9585.827586206897,50.0,1e-07,2.0,0.5,0.0,14.827586206896552,1500.0,0.001,50.0,1e-07,2.0,0.5,14.827586206896552,162848555.10344827,52801.275862068964,485595.6896551724,2453.862068965517,-4786.724137931034,0.001,0.0,0.0,2.2e-11,11779.0,2481.0,0.9890616964794507,17669.0,0.05892446223111556,113.0,1.37124003,0.00137124003,87.0,5900.0,250.00000000000003,5.280127586206895,10000.000000000002,1750000000.0000005,0.0021400000000000004,1500000000.0000002,105602551.72413793,1605602551.7241383,370.42223593371045,0.0028200000000000005,0.0019166666666648835,0.0047366666666648835,0.009772921442496193,0.04396000000000001,0.055878169021208846,0.0518808436087637,1804801275.8620696,0.9310344827586207,0.984,1.722107029082198,0.001722107029082198,0.00815704696108294,0.012273574532965483,280442641.41952795,2765019440.236452,0.09622818764366688,0.0893443654533662,0.002361422094221884,0.01683001671079083,2583160543.6232977,181858896.61315432,3108060963.2585893,430.5267572705496,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,557.3591696959575,1653.6128981067511,1781.0207889613364
549,G042,1250,True,0.001,0.005892446223111556,2000,7664.206896551724,7665.206896551724,50.0,1e-07,2.0,0.5,0.0,14.206896551724139,1250.0,0.001,50.0,1e-07,2.0,0.5,14.206896551724139,133346276.68965517,50641.48275862069,458293.275862069,2448.3793103448274,-4775.758620689655,0.001,0.0,0.0,2.2e-11,11779.0,2481.0,0.9868517978012202,17669.0,0.05892446223111556,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,5.064148275862068,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,101282965.51724137,1351282965.5172417,224.4697138305239,0.0026116666666666667,0.0017083333333315505,0.004319999999998217,0.007557275328777906,0.04082000000000001,0.050463012600207795,0.046831784089997525,1702962224.1379316,0.7931034482758621,0.984,2.922922187445608,0.002922922187445608,0.012627023849759816,0.020253979228719854,389760790.7494542,3949694961.4276443,0.14749945917449467,0.136885660794316,0.003187787713892183,0.022089327735120245,3653652734.307011,296042227.12063324,4977626069.314481,730.7305468614021,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,360.05356254131095,1078.8119030372668,1162.460489474524
550,G042,1000,True,0.001,0.005892446223111556,2000,5744.5,5745.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1000.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,104229350.03333333,46771.433333333334,415771.23333333334,2442.8333333333335,-4764.666666666667,0.001,0.0,0.0,2.1999999999999998e-11,11779.0,2481.0,0.9846164181109767,17669.0,0.05892446223111556,50.0,0.8308266799999999,0.00083082668,150.0,7700.0,250.00000000000003,4.6771433333333325,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,93542866.66666667,1093542866.666667,111.74126531884258,0.002403333333333334,0.001499999999998217,0.003903333333331551,0.00559440706455035,0.03768000000000001,0.045301203467417034,0.04209789680759799,1595542866.6666672,0.5333333333333333,0.984,6.04241985921076,0.00604241985921076,0.023585578850441897,0.04068689314039363,629797494.554043,6607645134.444933,0.27372889147766805,0.25437316770123536,0.0050202036307941435,0.03380375634734801,6042419859.210761,565225275.2341709,9640939903.768736,1510.6049648026901,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,192.7620666098233,581.3203399539075,625.5540774485211
551,G042,750,True,0.005,0.005892446223111556,2000,284.5,285.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,377671234.06666666,203517.06666666668,1746586.7666666666,2451.7,-4782.4,0.005,0.0,0.0,2.1999999999999998e-11,11779.0,2481.0,0.9881902458686014,17669.0,0.05892446223111556,29.0,0.5918700075000001,0.0029593500375000004,171.0,8300.0,1250.0,4.070341333333333,50000.0,6875000000.0,0.010700000000000003,3750000000.0,407034133.3333333,4157034133.3333335,60.82959691699863,0.010974999999999997,0.006458333333324417,0.017433333333324415,0.019354768051919175,0.1727,0.20189778275076362,0.18826570046407537,7393792666.666667,0.8666666666666667,0.984,2.285554261935999,0.011427771309679995,0.03984482929973053,0.07474001393768306,863188098.6316983,9501127080.453423,0.4614483378414362,0.43029147407203366,0.006763755090768584,0.044236372609846586,8570828482.259996,930298598.1934257,16898914341.171135,2856.9428274199986,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,114.10275815715109,344.8363753857161,369.8055430732652
552,G042,500,True,0.005,0.005892446223111556,2000,134.5,135.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,245564902.86666667,186307.2,1564559.2,2448.4666666666667,-4775.933333333333,0.005,0.0,0.0,2.1999999999999998e-11,11779.0,2481.0,0.9868870079269112,17669.0,0.05892446223111556,13.0,0.37374667,0.0018687333500000001,187.0,8600.0,1250.0,3.726144,50000.0,6250000000.0,0.010700000000000003,2500000000.0,372614400.0,2872614400.0,55.517580208607285,0.009933333333333332,0.0054166666666577495,0.015349999999991083,0.011908277330554764,0.157,0.17849870786602143,0.16735736138449397,6818921600.0,0.8333333333333334,0.984,2.5701944178769374,0.012850972089384688,0.03945248431438807,0.08189126587140516,631149542.574399,7383177495.592908,0.45877638255549447,0.43014095602103974,0.00480300802467047,0.030606587921522332,6425486044.692344,957691450.9005643,17525954232.260475,3212.7430223461715,1,14612972441.371977,125824701657.8743,121823918790.37311,4.5464049214001205,159.12417224900423,115.23748124885702,346.8447337298499,369.9349481178465
553,G040,2000,False,0.0001,0.0058859429714857425,2000,12074.5,12075.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,0.0001,0.0,1.0000000000000001e-07,2.0,0.5,14.5,40722402.9,,,2355.0,-4808.0,0.0001,,,2.1999999999999998e-11,11766.0,2400.0,0.98125,17649.0,0.05885942971485743,200.0,1.99498672,0.00019949867200000002,0.0,0.0,0.0,,,,,0.0,,,2947.696962292155,,,0.0001,0.00019949867200000002,,0.00019949867200000002,0.00019949867200000002,,0.3,0.984,12.911392471625765,0.0012911392471625766,0.0012911392471625766,0.0012911392471625766,525782926.2295712,,0.002575805651760138,0.002575805651760138,0.002575805651760138,0.002575805651760138,0.0,,,0.0,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,2947.696962292155,51714.32603833344,51714.32603833344
554,G040,1750,True,0.0001,0.0058859429714857425,2000,10154.413793103447,10155.413793103447,50.0,1e-07,2.0,0.5,0.0,14.413793103448276,1750.0,0.0001,50.0,1e-07,2.0,0.5,14.413793103448276,19240010.862068966,5903.413793103448,57817.75862068965,2355.7241379310344,-4809.448275862069,0.0001,0.0,0.0,2.2e-11,11766.0,2400.0,0.981551724137931,17649.0,0.05885942971485743,154.0,1.6726967075,0.00016726967075000003,46.0,4300.0,25.000000000000004,5.903413793103447,1000.0000000000001,187500000.00000003,0.00021400000000000002,175000000.00000003,11806827.586206896,186806827.58620694,537.5381889999048,0.00030283333333333334,0.0002124999999998217,0.000515333333333155,0.0012264994389298751,0.004710000000000001,0.006157206713274703,0.005727111703264649,190651706.89655176,0.3793103448275862,0.984,9.655981854310904,0.0009655981854310904,0.004976049315586497,0.007080217395973667,185781195.76088262,1803803337.4337997,0.05945387629662181,0.05530088668433506,0.0016151529055385596,0.01184305632662938,1689796824.5044084,114006512.92939119,1840929422.2865047,241.39954635777264,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,764.8411411109035,2240.494002811967,2408.7507682627934
555,G040,1500,True,0.0001,0.0058859429714857425,2000,8234.5,8235.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,0.0001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,16204669.366666667,5776.466666666666,56430.9,2349.366666666667,-4796.733333333334,0.0001,0.0,0.0,2.1999999999999998e-11,11766.0,2400.0,0.9789027777777778,17649.0,0.05885942971485743,113.0,1.37124003,0.000137124003,87.0,5900.0,25.000000000000004,5.776466666666666,1000.0000000000001,175000000.00000003,0.00021400000000000002,150000000.00000003,11552933.333333334,161552933.33333337,258.5119180546549,0.000282,0.00019166666666648832,0.00047366666666648837,0.0009781996109370589,0.004396000000000001,0.005588923566225948,0.0051880843608763695,180976466.6666667,0.2,0.984,20.637702317032343,0.0020637702317032342,0.009775391664163973,0.014722289267733725,334427142.5351997,3334081346.576706,0.1153425408324179,0.1070701406354175,0.00282992435443385,0.020187792377155876,3095655347.554852,238425999.02185354,3734938445.4549937,515.9425579258086,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,389.33347813668394,1154.8735819860417,1244.1008529173707
556,G040,1250,True,0.001,0.0058859429714857425,2000,7274.5,7275.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1250.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,131168332.63333334,49384.066666666666,446855.76666666666,2366.5,-4831.0,0.001,0.0,0.0,2.1999999999999998e-11,11766.0,2400.0,0.9860416666666667,17649.0,0.05885942971485743,79.0,1.0906166874999998,0.0010906166874999998,121.0,7000.0,250.00000000000003,4.9384066666666655,10000.000000000002,1625000000.0000005,0.0021400000000000004,1250000000.0000002,98768133.33333333,1348768133.3333335,157.68648592536545,0.0026116666666666667,0.0017083333333315503,0.004319999999998217,0.007555081154421081,0.04082000000000001,0.05046021285426109,0.046831784089997525,1701076100.0000005,0.7333333333333333,0.984,3.4841307650660296,0.00348413076506603,0.015051444905079035,0.024135785729657713,457007623.1302112,4699284548.287348,0.17580998001731138,0.16316805973089019,0.0037998511538131535,0.026322890682689063,4355163456.332538,344121091.95481026,5926771573.728539,871.0326912665075,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,252.85859668350042,757.6706013696687,816.373336216658
557,G040,750,True,0.005,0.0058859429714857425,2000,224.5,225.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,370912553.53333336,198045.06666666668,1699443.5,2373.8,-4845.6,0.005,0.0,0.0,2.1999999999999998e-11,11766.0,2400.0,0.9890833333333333,17649.0,0.05885942971485743,29.0,0.5918700075000001,0.0029593500375000004,171.0,8300.0,1250.0,3.960901333333333,50000.0,6875000000.0,0.010700000000000003,3750000000.0,396090133.3333333,4146090133.3333335,68.4698128932877,0.010974999999999997,0.006458333333324417,0.017433333333324415,0.019346131484769737,0.1727,0.20188475399161418,0.18826570046407537,7380112666.666667,0.9333333333333333,0.984,1.700548307455205,0.008502741537276025,0.029646225493287243,0.05558489319503325,630754715.1249982,7050626558.796725,0.34331477670144994,0.32015491827605197,0.005032517697438123,0.03289903115223103,6377056152.957019,673570405.8397064,12550238104.12872,2125.685384319006,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,128.37678906608429,387.9997667631507,416.0674900881876
558,G040,1000,True,0.001,0.0058859429714857425,2000,5354.5,5355.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1000.0,0.001,50.0,1.0000000000000001e-07,2.0,0.5,14.5,102748309.2,46144.23333333333,409838.0,2359.5,-4817.0,0.001,0.0,0.0,2.1999999999999998e-11,11766.0,2400.0,0.9831249999999999,17649.0,0.05885942971485743,50.0,0.8308266799999999,0.00083082668,150.0,7700.0,250.00000000000003,4.614423333333333,10000.000000000002,1500000000.0000005,0.0021400000000000004,1000000000.0000002,92288466.66666667,1092288466.666667,62.70760149657615,0.002403333333333334,0.001499999999998217,0.003903333333331551,0.005593364875562958,0.03768000000000001,0.045299783704029636,0.04209789680759799,1594288466.6666672,0.4,0.984,9.015151103887694,0.009015151103887694,0.03518913980882556,0.06069259780196041,926291533.1069741,9847145576.0338,0.4083843950652566,0.37951890087636725,0.007490028061341348,0.050425029532378055,9015151103.887697,831994472.1461028,14372751430.185425,2253.787775971924,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,108.15516541278956,326.17811771485657,350.9866122053805
559,G040,500,True,0.005,0.0058859429714857425,2000,74.5,75.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,,,,,,,,242005689.3,182279.96666666667,1526964.9666666666,2365.633333333333,-4829.266666666666,0.005,0.0,0.0,2.1999999999999998e-11,11766.0,2400.0,0.9856805555555556,17649.0,0.05885942971485743,13.0,0.37374667,0.0018687333500000001,187.0,8600.0,1250.0,3.6455993333333336,50000.0,6250000000.0,0.010700000000000003,2500000000.0,364559933.3333333,2864559933.3333335,26.036942121818793,0.009933333333333332,0.0054166666666577495,0.015349999999991083,0.011902256670364179,0.157,0.1784878384168975,0.16735736138449397,6806839900.0,0.6333333333333333,0.984,4.590013461850822,0.022950067309254113,0.07045670663936919,0.14617258889122764,1110809371.7314875,13148368656.278496,0.8192615811102139,0.7681725416946603,0.008577511233109585,0.054631518343375325,11475033654.627056,1673335001.6514382,31243486773.663307,5737.516827313528,1,11678865766.83362,100693800757.5168,97366083083.64159,3.805887236757307,133.20605328650575,54.017387673790104,162.59282304681363,173.40642376078787
560,G024,2000,False,1e-06,0.01,2000,11654.5,11655.5,0.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,2000.0,1e-06,0.0,1.0000000000000001e-07,2.0,0.5,14.5,339179.63333333336,,,13174.6,-6359.2,1.00001e-06,,,2.1999999999999998e-11,19990.0,13337.0,0.9878233485791408,29985.0,0.1,200.0,1.99498672,1.9950066698672e-06,0.0,0.0,0.0,,,,,0.0,,,204408.69142421408,,,1.00001e-06,1.9950066698672e-06,,1.9950066698672e-06,1.9950066698672e-06,,0.9666666666666667,0.985,1.3539849850576908,1.3539985249075414e-06,1.3539985249075414e-06,1.3539985249075414e-06,459244.1307707064,,2.701209076090134e-06,2.701209076090134e-06,2.701209076090134e-06,2.701209076090134e-06,0.0,,,0.0,1,313254715.56666666,2852924555.8333335,2614924555.8333335,0.2767690666666667,9.686917333333334,204408.69142421408,3586141.265064408,3586141.265064408
561,G024,1500,True,1e-05,0.01,2000,8774.5,8775.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1500.0,1e-05,50.0,1.0000000000000001e-07,2.0,0.5,14.5,1175297.8333333333,1331.8666666666666,26419.666666666668,13209.766666666666,-6429.533333333334,1e-05,0.0,0.0,2.1999999999999998e-11,19990.0,13337.0,0.9904601234660468,29985.0,0.1,113.0,1.37124003,1.3712400300000001e-05,87.0,5900.0,2.5000000000000004,13.318666666666665,100.00000000000001,17500000.000000004,2.140000000000001e-05,15000000.000000004,2663733.3333333335,17663733.333333336,3825.8162100526747,2.8200000000000004e-05,1.9166666666648836e-05,4.736666666664884e-05,9.919891663427469e-05,0.00043960000000000006,0.0005605740057898303,0.0005188084360876369,18851866.66666667,1.0,0.985,1.0,1e-05,4.736666666664884e-05,7.23424888888889e-05,1175297.8333333333,17663733.333333336,0.0005605740057898303,0.0005188084360876369,1.3712400300000001e-05,9.919891663427469e-05,15000000.000000004,2663733.3333333335,18851866.66666667,2.5000000000000004,1,313254715.56666666,2852924555.8333335,2614924555.8333335,0.2767690666666667,9.686917333333334,5843.118930332952,17280.354125027232,18671.472280564507
562,G024,1750,True,1e-05,0.01,2000,10694.5,10695.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1750.0,1e-05,50.0,1.0000000000000001e-07,2.0,0.5,14.5,1336135.6,1374.4333333333334,27303.433333333334,13260.0,-6530.0,1e-05,0.0,0.0,2.1999999999999998e-11,19990.0,13337.0,0.9942265876883857,29985.0,0.1,154.0,1.6726967074999999,1.6726967075e-05,46.0,4300.0,2.5000000000000004,13.744333333333332,100.00000000000001,18750000.000000004,2.140000000000001e-05,17500000.000000004,2748866.6666666665,20248866.66666667,3728.996961703191,3.0283333333333332e-05,2.124999999998217e-05,5.15333333333155e-05,0.00012414885592712635,0.00047100000000000006,0.0006174893109937931,0.0005727111703264649,19457216.66666667,1.0,0.985,1.0,1e-05,5.15333333333155e-05,7.422078095238096e-05,1336135.6,20248866.66666667,0.0006174893109937931,0.0005727111703264649,1.6726967075e-05,0.00012414885592712635,17500000.000000004,2748866.6666666665,19457216.66666667,2.5000000000000004,1,313254715.56666666,2852924555.8333335,2614924555.8333335,0.2767690666666667,9.686917333333334,5370.68046571984,15687.587073763458,16914.140731376796
563,G024,1250,True,1e-05,0.01,2000,6854.5,6855.5,50.0,1.0000000000000001e-07,2.0,0.5,0.0,14.5,1250.0,1e-05,50.0,1.0000000000000001e-07,2.0,0.5,14.5,1023983.2333333333,1280.1666666666667,25353.066666666666,13147.8,-6305.6,1e-05,0.0,0.0,2.1999999999999998e-11,19990.0,13337.0,0.9858139011771763,29985.0,0.1,79.0,1.0906166874999998,1.0906166875e-05,121.0,7000.0,2.5000000000000004,12.801666666666666,100.00000000000001,16250000.000000004,2.140000000000001e-05,12500000.000000002,2560333.3333333335,15060333.333333336,936.1222796277831,2.6116666666666667e-05,1.70833333333155e-05,4.319999999998217e-05,7.6922939956075e-05,0.0004082000000000001,0.0005063529515560751,0.00046831784089997524,18190250.000000004,0.6666666666666666,0.985,4.19180654857877,4.19180654857877e-05,0.0001810860428985281,0.00029565482276173836,4292339.623121529,63130003.890445806,0.002122533618224944,0.0019630977923007866,4.571654172651785e-05,0.0003224460834438067,52397581.85723463,10732422.033211177,76250009.07028498,10.479516371446927,1,313254715.56666666,2852924555.8333335,2614924555.8333335,0.2767690666666667,9.686917333333334,1528.3843096718101,4563.846362741909,4934.5057446068895
564,G024,750,True,0.0001,0.01,2000,2534.689655172414,2535.689655172414,50.0,1e-07,2.0,0.5,0.0,14.689655172413794,750.0,0.0001,50.0,1e-07,2.0,0.5,14.689655172413794,4789479.344827586,3197.103448275862,61754.89655172414,13193.793103448275,-6397.586206896552,0.0001,0.0,0.0,2.2e-11,19990.0,13337.0,0.9892624355888338,29985.0,0.1,29.0,0.5918700075000001,5.918700075000001e-05,171.0,8300.0,25.000000000000004,3.197103448275862,1000.0000000000001,137500000.00000003,0.00021400000000000002,75000000.00000001,6394206.8965517245,81394206.89655174,424.6928756375884,0.0002195,0.00012916666666648835,0.00034866666666648837,0.0003857171122021749,0.0034540000000000013,0.004035876487236659,0.0037653140092815084,145692758.6206897,1.0,0.985,1.0,0.0001,0.00034866666666648837,0.0006516922758620691,4789479.344827586,81394206.89655174,0.004035876487236659,0.0037653140092815084,5.918700075000001e-05,0.0003857171122021749,75000000.00000001,6394206.8965517245,145692758.6206897,25.000000000000004,1,313254715.56666666,2852924555.8333335,2614924555.8333335,0.2767690666666667,9.686917333333334,793.7927342260274,2400.2016325246636,2572.6718434252916
