tstop,beta0,beta1,mean_gs,std_gs,feasible,epoch_real,sync_frequency,Bandwidth (Gbps)
136.0,1.0,37.0,-33.49568691253662,0.008505764836445396,0.474,2.940806773506778e-09,340042742.3552026,142.51026703029981
136.0,1.0,22.0,-21.55482244491577,0.00461190766654903,0.485,3.1688330319758302e-09,315573584.947289,58.780160722749116
136.0,1.0,46.0,-39.72887954711914,0.023630367405712557,0.264,3.3530265505131184e-09,298238020.1692613,170.1254279852589
136.0,1.0,28.0,-27.510476493835448,0.006324385828338516,0.406,3.474347298366591e-09,287823845.49470174,83.76776400682917
136.0,1.0,37.0,-33.49549541473389,0.008988933789078096,0.46,3.510666434007991e-09,284846201.9384562,119.37766417144358
136.0,1.0,22.0,-21.55450792312622,0.004823105572722796,0.46,3.782878855065881e-09,264348935.90653577,49.2388263170674
136.0,1.0,46.0,-39.727430725097655,0.02423475966788823,0.246,4.0027647750508925e-09,249827320.9140264,142.51026703029981
136.0,1.0,28.0,-27.51019172668457,0.005943947448395145,0.388,4.147594649993694e-09,241103599.64938238,70.17038286703824
136.0,1.0,37.0,-33.49406814575195,0.011758856079541104,0.425,4.190951585769653e-09,238609294.2222222,100.0
136.0,1.0,22.0,-21.554504776000975,0.00485003802459683,0.468,4.515912415613101e-09,221439192.784751,41.24626382901352
136.0,1.0,46.0,-39.72511539459229,0.02633923492394383,0.195,4.778407090733098e-09,209274760.6078454,119.3776641714436
136.0,1.0,28.0,-27.509398460388184,0.00842579182935874,0.362,4.9513016124622354e-09,201967094.36626494,58.780160722749116
136.0,1.0,37.0,-33.49232730865479,0.01512056065257634,0.393,5.003060109647891e-09,199877670.48243174,83.76776400682915
136.0,1.0,22.0,-21.55443572998047,0.00496550651732828,0.449,5.390990757787138e-09,185494660.43055767,34.55107294592218
136.0,1.0,46.0,-39.721483421325686,0.02805638732388611,0.17,5.704350769519805e-09,175304787.59183675,100.00000000000001
136.0,1.0,28.0,-27.508507442474365,0.010567380255088165,0.337,5.91074821104044e-09,169183318.98018286,49.23882631706739
136.0,1.0,37.0,-33.49142551422119,0.016063593956641805,0.358,5.972536295990919e-09,167433055.31207114,70.17038286703827
136.0,1.0,22.0,-21.554549884796142,0.0050306660938076245,0.452,6.435638842344694e-09,155384729.39473876,28.942661247167507
136.0,1.0,46.0,-39.71829051971436,0.029010293073952146,0.137,6.809720704798518e-09,146848900.76260293,83.76776400682917
136.0,1.0,28.0,-27.508097553253172,0.011272627941798365,0.325,7.05611314939547e-09,141721083.38224062,41.246263829013515
136.0,1.0,37.0,-33.49129638671875,0.015579980402253515,0.341,7.129874321945618e-09,140254926.64323956,58.78016072274912
136.0,1.0,22.0,-21.554597568511962,0.00485562219982962,0.482,7.682715324501232e-09,130162313.42203489,24.244620170823286
136.0,1.0,46.0,-39.713859939575194,0.030865104217082214,0.121,8.12928551398764e-09,123012040.63744001,70.17038286703826
136.0,1.0,28.0,-27.506085777282713,0.01367620253004128,0.28,8.423423059042403e-09,118716582.67555691,34.55107294592218
136.0,1.0,37.0,-33.48846435546875,0.018839110154658507,0.312,8.511477423898235e-09,117488415.9584603,49.238826317067385
136.0,1.0,22.0,-21.554401779174803,0.00501307524973522,0.453,9.17144609933112e-09,109034059.53319952,20.309176209047347
136.0,1.0,46.0,-39.71007804870605,0.031554211582988455,0.087,9.704551160425981e-09,103044435.90115558,58.78016072274911
136.0,1.0,28.0,-27.505181407928468,0.015105477022007065,0.278,1.0055685691163585e-08,99446226.81263278,28.9426612471675
136.0,1.0,37.0,-33.48697509765625,0.02143218778073782,0.275,1.0160802935129478e-08,98417419.01544487,41.246263829013515
136.0,1.0,22.0,-21.554271030426026,0.0048849808983504345,0.427,1.0948658124124472e-08,91335393.67683624,17.012542798525885
136.0,1.0,46.0,-39.70656261444092,0.031790463067591146,0.065,1.1585066493639263e-08,86318019.88784839,49.238826317067385
136.0,1.0,28.0,-27.503394889831544,0.017547140596434425,0.252,1.2004242694533176e-08,83303880.59010234,24.244620170823286
136.0,1.0,37.0,-33.483367156982425,0.023823772883042653,0.25,1.2129729205021062e-08,82442071.30247007,34.55107294592218
136.0,1.0,22.0,-21.553821182250978,0.00544192423112685,0.419,1.3070252326696794e-08,76509617.02992056,14.251026703029975
136.0,1.0,46.0,-39.70348567962647,0.031622419692575884,0.054,1.3829981772815122e-08,72306675.19502074,41.24626382901352
136.0,1.0,28.0,-27.502607154846192,0.0192813116125762,0.244,1.4330384530204879e-08,69781798.10124768,20.309176209047344
136.0,1.0,37.0,-33.48269557952881,0.024029766628518644,0.233,1.448018739527556e-08,69059879.73099501,28.94266124716751
136.0,1.0,22.0,-21.554467010498048,0.004928476770874065,0.442,1.5602961928924402e-08,64090395.436152644,11.93776641714436
136.0,1.0,46.0,-39.702867889404295,0.031364960409700826,0.05,1.6509909195723107e-08,60569685.03854946,34.551072945922186
136.0,1.0,28.0,-27.499991130828857,0.02119024959392841,0.216,1.710727831894449e-08,58454651.95317518,17.01254279852588
136.0,1.0,37.0,-33.48013534545898,0.026437390968203495,0.207,1.7286109480127773e-08,57849917.07645995,24.24462017082328
136.0,1.0,22.0,-21.55352392196655,0.005441589909605635,0.378,1.8626451492309567e-08,53687091.20000001,10.000000000000002
136.0,1.0,46.0,-39.69879512786865,0.03110506748780603,0.047,1.970914395468062e-08,50737870.82277185,28.94266124716751
136.0,1.0,28.0,-27.498395347595213,0.0222920432221144,0.185,2.0422269260463732e-08,48966154.89914918,14.251026703029982
136.0,1.0,37.0,-33.47994270324707,0.025398480007424916,0.183,2.0635753723495023e-08,48459582.014755346,20.309176209047347
136.0,1.0,22.0,-21.553563785552978,0.005752589786425185,0.389,2.2235822709546183e-08,44972475.85854714,8.376776400682916
136.0,1.0,46.0,-39.69769630432129,0.03224239544942971,0.033,2.352831568128503e-08,42501979.89290935,24.244620170823275
136.0,1.0,28.0,-27.497009754180908,0.022356453211978038,0.139,2.4379628013944374e-08,41017853.079137705,11.937766417144363
136.0,1.0,37.0,-33.477891731262204,0.02737765694037075,0.171,2.4634480779280064e-08,40593508.300816104,17.012542798525885
136.0,1.0,22.0,-21.553149223327637,0.006072099879384005,0.375,2.6544605759959658e-08,37672437.44521598,7.017038286703821
136.0,1.0,46.0,-39.69734191894531,0.031079307384788948,0.035,2.8087553679201554e-08,35602958.2149223,20.30917620904735
136.0,1.0,28.0,-27.496744918823243,0.023196410946547938,0.164,2.91038304567337e-08,34359738.368,10.0
136.0,1.0,37.0,-33.47612361907959,0.027803112380206538,0.14,2.9408067735067784e-08,34004274.23552026,14.251026703029979
136.0,1.0,22.0,-21.553282260894775,0.00560720183420922,0.361,3.168833031975831e-08,31557358.49472889,5.87801607227491
136.0,1.0,46.0,-39.698358154296876,0.03082169368863101,0.027,3.35302655051312e-08,29823802.016926114,17.01254279852588
136.0,1.0,28.0,-27.49587802886963,0.022684447001665786,0.156,3.474347298366591e-08,28782384.549470175,8.376776400682916
136.0,1.0,37.0,-33.47716464996338,0.026957268035039256,0.132,3.5106664340079894e-08,28484620.19384563,11.937766417144363
136.0,1.0,22.0,-21.552783298492432,0.006343865487724485,0.345,3.782878855065884e-08,26434893.590653557,4.923882631706737
136.0,1.0,46.0,-39.69905033111572,0.030693075805902435,0.031,4.0027647750508933e-08,24982732.091402635,14.251026703029977
136.0,1.0,28.0,-27.498130321502686,0.01938182746525849,0.127,4.1475946499936954e-08,24110359.964938235,7.017038286703824
136.0,1.0,37.0,-33.476199340820315,0.026749511063098867,0.119,4.190951585769653e-08,23860929.422222223,10.0
136.0,1.0,22.0,-21.552276706695558,0.006956706778146284,0.34,4.515912415613101e-08,22143919.278475102,4.1246263829013525
136.0,1.0,46.0,-39.70248374938965,0.02840657243505116,0.023,4.778407090733097e-08,20927476.060784545,11.937766417144363
136.0,1.0,28.0,-27.496809864044188,0.02000870620831842,0.118,4.9513016124622356e-08,20196709.43662649,5.87801607227491
136.0,1.0,37.0,-33.47921924591064,0.023034628620371176,0.119,5.003060109647891e-08,19987767.048243176,8.376776400682916
136.0,1.0,22.0,-21.552328395843507,0.006354433868545995,0.351,5.390990757787139e-08,18549466.043055765,3.4551072945922177
136.0,1.0,46.0,-39.703849983215335,0.029049459006637288,0.016,5.704350769519806e-08,17530478.759183675,10.000000000000002
136.0,1.0,28.0,-27.49663429260254,0.01943046520464117,0.114,5.9107482110404434e-08,16918331.89801828,4.923882631706737
136.0,1.0,37.0,-33.48000774383545,0.023021592013537824,0.107,5.972536295990921e-08,16743305.531207109,7.017038286703824
136.0,1.0,22.0,-21.5511492729187,0.007999636884778696,0.33,6.435638842344698e-08,15538472.939473866,2.8942661247167485
136.0,1.0,46.0,-39.70544929504395,0.027607200760394284,0.014,6.80972070479852e-08,14684890.076260287,8.376776400682914
136.0,1.0,28.0,-27.49632396697998,0.017975849867798346,0.096,7.05611314939547e-08,14172108.338224063,4.124626382901352
136.0,1.0,37.0,-33.47844257354736,0.022231984976679053,0.075,7.129874321945621e-08,14025492.66432395,5.87801607227491
136.0,1.0,22.0,-21.549809551239015,0.008234885870479004,0.277,7.682715324501234e-08,13016231.342203487,2.4244620170823272
136.0,1.0,46.0,-39.705450248718265,0.02612468330189581,0.004,8.129285513987643e-08,12301204.063743997,7.017038286703824
136.0,1.0,28.0,-27.495169925689698,0.01802737754769618,0.071,8.423423059042404e-08,11871658.267555691,3.455107294592218
136.0,1.0,37.0,-33.479250526428224,0.01949576837942,0.055,8.51147742389824e-08,11748841.595846023,4.923882631706736
136.0,1.0,22.0,-21.5474365234375,0.009320720448158635,0.192,9.171446099331122e-08,10903405.953319952,2.030917620904735
136.0,1.0,46.0,-39.70851020812988,0.024842869769781797,0.003,9.704551160425981e-08,10304443.590115558,5.878016072274912
136.0,1.0,28.0,-27.493156051635744,0.01684053055942054,0.034,1.0055685691163588e-07,9944622.681263275,2.894266124716749
136.0,1.0,37.0,-33.47775497436523,0.018862870475277252,0.021,1.0160802935129476e-07,9841741.901544489,4.124626382901352
136.0,1.0,22.0,-21.544860458374025,0.009873176715336699,0.149,1.0948658124124467e-07,9133539.367683629,1.7012542798525894
136.0,1.0,46.0,-39.704078674316406,0.024619832262396755,0.0,1.1585066493639268e-07,8631801.988784837,4.9238826317067375
136.0,1.0,28.0,-27.492520999908447,0.015597758069634385,0.025,1.2004242694533178e-07,8330388.059010233,2.4244620170823277
136.0,1.0,37.0,-33.47628269195557,0.018017003592103682,0.01,1.2129729205021064e-07,8244207.130247006,3.455107294592217
136.0,1.0,22.0,-21.542013931274415,0.011336770141497204,0.094,1.3070252326696794e-07,7650961.7029920565,1.4251026703029976
136.0,1.0,46.0,-39.703933525085446,0.024004300870001275,0.001,1.382998177281512e-07,7230667.519502074,4.1246263829013525
136.0,1.0,28.0,-27.4895619392395,0.016009280923753935,0.02,1.433038453020488e-07,6978179.810124768,2.0309176209047344
136.0,1.0,37.0,-33.47577724456787,0.01715429173782464,0.005,1.4480187395275567e-07,6905987.973099497,2.894266124716749
136.0,1.0,22.0,-21.539367389678954,0.011115936795249524,0.056,1.5602961928924407e-07,6409039.543615263,1.1937766417144355
136.0,1.0,46.0,-39.70483627319336,0.02309674909338349,0.0,1.6509909195723111e-07,6056968.503854944,3.455107294592218
136.0,1.0,28.0,-27.486010456085204,0.016683090897276945,0.002,1.7107278318944481e-07,5845465.195317522,1.7012542798525891
136.0,1.0,37.0,-33.46886234283447,0.018169973650947156,0.005,1.7286109480127773e-07,5784991.707645996,2.424462017082328
136.0,1.0,22.0,-21.53622226715088,0.012221807008609125,0.035,1.862645149230957e-07,5368709.12,1.0
136.0,1.0,46.0,-39.70507888793945,0.022357366140931798,0.0,1.9709143954680636e-07,5073787.082277181,2.8942661247167485
136.0,1.0,28.0,-27.48484048843384,0.014636372448876455,0.002,2.0422269260463738e-07,4896615.489914917,1.425102670302998
136.0,1.0,37.0,-33.46899566650391,0.016109488811343844,0.002,2.0635753723495025e-07,4845958.201475534,2.0309176209047344
136.0,1.0,46.0,-39.70060482025146,0.021192696411162577,0.0,2.352831568128503e-07,4250197.989290934,2.4244620170823272
136.0,1.0,28.0,-27.48365354537964,0.015285331406630541,0.0,2.4379628013944386e-07,4101785.307913768,1.1937766417144355
136.0,1.0,37.0,-33.471802139282225,0.016119417594745708,0.0,2.4634480779280054e-07,4059350.8300816114,1.701254279852589
136.0,1.0,46.0,-39.70546455383301,0.021033434430137235,0.0,2.808755367920156e-07,3560295.821492229,2.030917620904735
136.0,1.0,28.0,-27.48029727935791,0.01435352945700283,0.0,2.9103830456733704e-07,3435973.8368,1.0
136.0,1.0,37.0,-33.463340759277344,0.015956593072041815,0.0,2.940806773506779e-07,3400427.423552025,1.4251026703029976
136.0,1.0,46.0,-39.70799674987793,0.0200771301053464,0.0,3.353026550513118e-07,2982380.2016926133,1.7012542798525894
136.0,1.0,37.0,-33.46220951080322,0.016744052153080665,0.0,3.510666434007991e-07,2848462.019384562,1.193776641714436
136.0,1.0,46.0,-39.71493148803711,0.01659749140962954,0.0,4.002764775050893e-07,2498273.2091402635,1.4251026703029976
136.0,1.0,37.0,-33.46531925201416,0.016554114921018426,0.0,4.1909515857696533e-07,2386092.942222222,1.0
136.0,1.0,46.0,-39.72275981903076,0.006876755855046149,0.0,4.778407090733099e-07,2092747.6060784534,1.1937766417144358
136.0,1.0,46.0,-39.72457046508789,0.006186062586493741,0.0,5.704350769519806e-07,1753047.8759183674,1.0
136.0,1.0,22.0,-21.554501342773438,0.00475936291040848,0.496,1.8626451492309416e-10,5368709120.000045,1000.0000000000083
136.0,1.0,22.0,-21.554666328430176,0.00471450870390977,0.472,2.2235822709546097e-10,4497247585.854732,837.6776400682947
136.0,1.0,22.0,-21.554668426513672,0.0047031926922499545,0.489,2.6544605759959535e-10,3767243744.5216155,701.7038286703854
136.0,1.0,28.0,-27.51166181564331,0.003357837384100955,0.47,2.9103830456733647e-10,3435973836.800007,1000.000000000002
136.0,1.0,22.0,-21.5548038482666,0.00458704113261768,0.494,3.168833031975827e-10,3155735849.472893,587.8016072274918
136.0,1.0,28.0,-27.511546230316164,0.00396303819725285,0.485,3.4743472983665885e-10,2878238454.947019,837.6776400682921
136.0,1.0,22.0,-21.555106163024902,0.0043984874500892605,0.505,3.782878855065881e-10,2643489359.0653577,492.388263170674
136.0,1.0,28.0,-27.51143627166748,0.00347559168003494,0.445,4.1475946499936883e-10,2411035996.4938273,701.7038286703835
136.0,1.0,37.0,-33.49748020172119,0.0041214614873751445,0.567,4.190951585769645e-10,2386092942.222227,1000.000000000002
136.0,1.0,22.0,-21.55463914871216,0.00475363429868589,0.497,4.5159124156131006e-10,2214391927.84751,412.46263829013515
136.0,1.0,28.0,-27.511584663391112,0.0037245940300635596,0.486,4.951301612462221e-10,2019670943.6626554,587.8016072274929
136.0,1.0,37.0,-33.497521781921385,0.00382208502851422,0.562,5.003060109647883e-10,1998776704.8243206,837.6776400682928
136.0,1.0,22.0,-21.554708385467528,0.00457327936310316,0.488,5.390990757787128e-10,1854946604.3055801,345.51072945922243
136.0,1.0,46.0,-39.73788909912109,0.01454646736383434,0.413,5.7043507695198e-10,1753047875.918369,1000.000000000001
136.0,1.0,28.0,-27.51142101287842,0.00380247831344601,0.473,5.910748211040432e-10,1691833189.801831,492.38826317067463
136.0,1.0,37.0,-33.497413635253906,0.0043318748183082244,0.571,5.972536295990907e-10,1674330553.1207147,701.703828670384
136.0,1.0,22.0,-21.554708862304686,0.004494371963664835,0.465,6.435638842344691e-10,1553847293.9473882,289.4266124716752
136.0,1.0,46.0,-39.7375410079956,0.0151395552558824,0.403,6.80972070479851e-10,1468489007.626031,837.6776400682926
136.0,1.0,28.0,-27.51155948638916,0.003692796127870625,0.443,7.056113149395456e-10,1417210833.8224092,412.462638290136
136.0,1.0,37.0,-33.49773235321045,0.003456005698535545,0.569,7.129874321945604e-10,1402549266.4323983,587.8016072274924
136.0,1.0,22.0,-21.554852962493896,0.0044013825827277754,0.485,7.682715324501219e-10,1301623134.2203515,242.44620170823325
136.0,1.0,46.0,-39.737716865539554,0.014869811455719126,0.361,8.129285513987626e-10,1230120406.3744023,701.7038286703838
136.0,1.0,28.0,-27.511372661590578,0.004065538733266245,0.453,8.423423059042395e-10,1187165826.7555704,345.5107294592222
136.0,1.0,37.0,-33.497219467163085,0.00507584442384535,0.548,8.511477423898219e-10,1174884159.5846052,492.38826317067475
136.0,1.0,22.0,-21.55462589263916,0.004649626964237491,0.471,9.171446099331113e-10,1090340595.3319962,203.09176209047365
136.0,1.0,46.0,-39.736788749694824,0.016024308279156626,0.343,9.704551160425975e-10,1030444359.0115564,587.8016072274914
136.0,1.0,28.0,-27.51141119003296,0.00435291614849116,0.455,1.005568569116357e-09,994462268.1263294,289.42661247167547
136.0,1.0,37.0,-33.496950721740724,0.0057548072771168805,0.564,1.0160802935129464e-09,984174190.15445,412.46263829013566
136.0,1.0,22.0,-21.55463981628418,0.00480096850078549,0.485,1.0948658124124457e-09,913353936.7683636,170.12542798525908
136.0,1.0,46.0,-39.73571071624756,0.017983020562678528,0.352,1.1585066493639245e-09,863180198.8784853,492.3882631706747
136.0,1.0,28.0,-27.511186122894287,0.0044807240832596545,0.441,1.2004242694533166e-09,833038805.901024,242.446201708233
136.0,1.0,37.0,-33.49632015228271,0.0068936278810724045,0.492,1.212972920502105e-09,824420713.0247014,345.5107294592221
136.0,1.0,22.0,-21.5546612739563,0.004619128629565185,0.475,1.3070252326696785e-09,765096170.2992063,142.51026703029987
136.0,1.0,46.0,-39.73348064422608,0.02012229356914754,0.309,1.3829981772815115e-09,723066751.9502078,412.4626382901355
136.0,1.0,28.0,-27.51090908050537,0.00526287145912642,0.448,1.4330384530204868e-09,697817981.0124774,203.09176209047362
136.0,1.0,37.0,-33.49587917327881,0.008583043050020875,0.481,1.4480187395275547e-09,690598797.3099507,289.4266124716754
136.0,1.0,22.0,-21.554566669464112,0.004768181615509039,0.466,1.5602961928924404e-09,640903954.3615264,119.37766417144357
136.0,1.0,46.0,-39.73041191101074,0.022662383830174763,0.27,1.6509909195723107e-09,605696850.3854946,345.51072945922186
136.0,1.0,28.0,-27.51071720123291,0.005971725948620545,0.42,1.7107278318944467e-09,584546519.5317526,170.12542798525902
136.0,1.0,37.0,-33.495306205749515,0.009712770907208281,0.449,1.7286109480127761e-09,578499170.7645999,242.44620170823296
136.0,1.0,22.0,-21.554490089416504,0.004840575240086715,0.461,1.862645149230957e-09,536870912.0,100.0
136.0,1.0,46.0,-39.72546939849853,0.026729532144963694,0.228,1.9709143954680606e-09,507378708.22771883,289.4266124716753
136.0,1.0,28.0,-27.510029888153078,0.007928410614840625,0.41,2.042226926046374e-09,489661548.9914916,142.51026703029976
136.0,1.0,37.0,-33.49379119873047,0.011929432628676245,0.436,2.0635753723495013e-09,484595820.1475536,203.09176209047357
136.0,1.0,22.0,-21.554480743408202,0.004795447085052675,0.478,2.2235822709546176e-09,449724758.5854716,83.76776400682918
136.0,1.0,46.0,-39.71223945617676,0.033091321587562526,0.135,2.352831568128502e-09,425019798.9290937,242.44620170823285
136.0,1.0,28.0,-27.509632205963136,0.008434854331426269,0.388,2.437962801394438e-09,410178530.7913769,119.37766417144358
136.0,1.0,37.0,-33.49042320251465,0.018191173207014757,0.343,2.4634480779280056e-09,405935083.0081612,170.1254279852589
136.0,1.0,22.0,-21.55465087890625,0.004763139528222325,0.48,2.654460575995963e-09,376724374.45216024,70.1703828670383
136.0,1.0,46.0,-39.6819465637207,0.0341405618935823,0.041,2.808755367920155e-09,356029582.149223,203.09176209047354
136.0,1.0,28.0,-27.507587337493895,0.012284719792660275,0.346,2.910383045673369e-09,343597383.6800001,100.00000000000004
136.0,1.0,37.0,-33.48378849029541,0.02494823578745122,0.29,2.940806773506778e-09,340042742.3552026,142.51026703029981
136.0,1.0,22.0,-21.55434513092041,0.00492689962266008,0.457,3.1688330319758302e-09,315573584.947289,58.780160722749116
136.0,1.0,46.0,-39.655563545227054,0.01463782715145495,0.002,3.3530265505131184e-09,298238020.1692613,170.1254279852589
136.0,1.0,28.0,-27.503674507141113,0.01745941091794515,0.298,3.474347298366591e-09,287823845.49470174,83.76776400682917
136.0,1.0,37.0,-33.45622673034668,0.040112285874783944,0.169,3.510666434007991e-09,284846201.9384562,119.37766417144358
136.0,1.0,22.0,-21.554471492767334,0.0050181320984847245,0.451,3.782878855065881e-09,264348935.90653577,49.2388263170674
136.0,1.0,46.0,-39.649017333984375,0.00526756274048234,0.0,4.0027647750508925e-09,249827320.9140264,142.51026703029981
136.0,1.0,28.0,-27.490120506286623,0.031062830612063354,0.222,4.147594649993694e-09,241103599.64938238,70.17038286703824
136.0,1.0,37.0,-33.41378059387207,0.03328628567978736,0.031,4.190951585769653e-09,238609294.2222222,100.0
136.0,1.0,22.0,-21.553508472442626,0.006907526205759445,0.415,4.515912415613101e-09,221439192.784751,41.24626382901352
136.0,1.0,46.0,-39.647398948669434,0.003477281710365745,0.0,4.778407090733098e-09,209274760.6078454,119.3776641714436
136.0,1.0,28.0,-27.456710815429688,0.04554421883076425,0.094,4.9513016124622354e-09,201967094.36626494,58.780160722749116
136.0,1.0,37.0,-33.39457740783691,0.014911335869692226,0.002,5.003060109647891e-09,199877670.48243174,83.76776400682915
136.0,1.0,22.0,-21.548194122314452,0.017034363897982945,0.351,5.390990757787138e-09,185494660.43055767,34.55107294592218
