graph,blocks,epoch,bandwidth,solver,cut,k,bits
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11519.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11531.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11517.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11532.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11575.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11537.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11570.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11582.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11558.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11532.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11549.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11533.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11620.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11566.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11530.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11528.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11525.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11556.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11547.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11604.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11591.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11585.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11555.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11558.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11590.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11581.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11588.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11592.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11563.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11588.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11609.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11617.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11586.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11579.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11619.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11617.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11622.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11601.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11580.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11610.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11559.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11580.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11595.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11619.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11566.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11578.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11573.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11615.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11591.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.024034130957818797,1000.0,kuramoto,11617.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11576.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11592.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11531.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11567.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11571.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11574.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11530.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11534.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11553.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11542.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11542.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11528.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11549.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11510.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11534.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11549.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11541.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11593.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11564.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11547.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11559.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11536.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11566.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11566.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11532.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11565.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11547.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11618.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11571.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11571.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11588.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11561.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11608.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11559.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11586.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11532.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11554.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11550.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11575.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11575.0,2,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11568.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11617.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11585.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11614.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11591.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11577.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11608.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11612.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11581.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11588.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11600.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11596.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11579.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11575.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11584.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11562.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11562.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11544.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11595.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.040091346761874105,599.4842503189409,kuramoto,11620.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11563.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11526.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11571.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11513.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11559.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11509.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11562.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11551.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11526.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11522.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11593.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11560.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11528.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11595.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11537.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11549.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11521.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11520.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11557.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11512.0,1,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11596.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11553.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11590.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11573.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11581.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11610.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11587.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11542.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11595.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11589.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11584.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11599.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11617.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11585.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11557.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11568.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11615.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11582.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11579.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11579.0,2,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11568.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11604.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11614.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11568.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11580.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11587.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11601.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11619.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11589.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11575.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11592.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11582.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11612.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11621.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11572.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11623.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11590.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11572.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11565.0,5,0
/home/matt/Documents/bench/GSET/set/G001,4,0.040091346761874105,599.4842503189409,kuramoto,11601.0,5,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11541.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11513.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11543.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11492.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11557.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11559.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11610.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11525.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11538.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11545.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11486.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11544.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11585.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11540.0,1,0
/home/matt/Documents/bench/GSET/set/G001,2,0.06687639707055607,359.38136638046257,kuramoto,11555.0,1,0
