graph,blocks,epoch,bandwidth,ene_brim_mean,ene_km_mean,ene_brim_std,ene_km_std
/home/matt/Documents/bench/GSET/set/G001,2,14.67380383462994,1.6378937069540647,-1923.4000244140625,-2277.0,434.1756286621094,164.8925323486328
/home/matt/Documents/bench/GSET/set/G001,4,14.67380383462994,1.6378937069540647,17247.80078125,-891.7999877929688,6004.623046875,143.97669982910156
/home/matt/Documents/bench/GSET/set/G001,8,14.67380383462994,1.6378937069540647,19176.0,-457.3999938964844,0.0,137.5760040283203
/home/matt/Documents/bench/GSET/set/G001,2,24.0341309578188,1.0,-2121.60009765625,-2411.400146484375,240.14588928222656,95.7081298828125
/home/matt/Documents/bench/GSET/set/G001,4,24.0341309578188,1.0,6980.80029296875,-919.0,8728.529296875,151.40306091308594
/home/matt/Documents/bench/GSET/set/G001,8,24.0341309578188,1.0,13451.6005859375,-408.8000183105469,7937.0068359375,171.77297973632812
/home/matt/Documents/bench/GSET/set/G008,2,0.024034130957818797,1000.0,-4130.80029296875,-4027.800048828125,23.46059799194336,38.09286880493164
/home/matt/Documents/bench/GSET/set/G008,4,0.024034130957818797,1000.0,-4129.2001953125,-4030.199951171875,23.592844009399414,30.673187255859375
/home/matt/Documents/bench/GSET/set/G008,8,0.024034130957818797,1000.0,-4123.2001953125,-4052.0,25.001317977905273,34.85845184326172
/home/matt/Documents/bench/GSET/set/G008,2,0.03936535184792128,610.5402296585327,-4117.2001953125,-4030.800048828125,21.149211883544922,36.34646987915039
/home/matt/Documents/bench/GSET/set/G008,4,0.03936535184792128,610.5402296585327,-4118.39990234375,-4026.400146484375,20.92951011657715,20.326229095458984
/home/matt/Documents/bench/GSET/set/G008,8,0.03936535184792128,610.5402296585327,-4135.0,-4033.400146484375,27.133459091186523,33.02591323852539
/home/matt/Documents/bench/GSET/set/G008,2,0.06447626206374275,372.7593720314942,-4128.0,-4021.60009765625,19.22965431213379,34.082237243652344
/home/matt/Documents/bench/GSET/set/G008,4,0.06447626206374275,372.7593720314942,-4110.60009765625,-4035.199951171875,26.466751098632812,39.171417236328125
/home/matt/Documents/bench/GSET/set/G008,8,0.06447626206374275,372.7593720314942,-4129.39990234375,-4044.800048828125,20.156116485595703,19.07179069519043
/home/matt/Documents/bench/GSET/set/G008,2,0.10560526388212535,227.58459260747887,-4126.39990234375,-4044.60009765625,14.385177612304688,36.576229095458984
/home/matt/Documents/bench/GSET/set/G008,4,0.10560526388212535,227.58459260747887,-4117.0,-4023.60009765625,23.83745002746582,34.432533264160156
/home/matt/Documents/bench/GSET/set/G008,8,0.10560526388212535,227.58459260747887,-4120.80029296875,-4022.0,20.81022834777832,24.110870361328125
/home/matt/Documents/bench/GSET/set/G008,2,0.1729701971337565,138.94954943731375,-4106.80029296875,-4016.800048828125,24.607135772705078,25.96065330505371
/home/matt/Documents/bench/GSET/set/G008,4,0.1729701971337565,138.94954943731375,-4107.0,-3972.60009765625,34.46415328979492,52.50228500366211
/home/matt/Documents/bench/GSET/set/G008,8,0.1729701971337565,138.94954943731375,-4089.60009765625,-3849.0,20.413482666015625,64.62370300292969
/home/matt/Documents/bench/GSET/set/G008,2,0.28330679737598363,84.83428982440721,-4120.60009765625,-3728.60009765625,20.977209091186523,49.63018798828125
/home/matt/Documents/bench/GSET/set/G008,4,0.28330679737598363,84.83428982440721,-4113.60009765625,-2683.800048828125,38.038631439208984,163.00086975097656
/home/matt/Documents/bench/GSET/set/G008,8,0.28330679737598363,84.83428982440721,-4105.60009765625,-1961.0,37.46168518066406,145.42886352539062
/home/matt/Documents/bench/GSET/set/G008,2,0.46402642055943366,51.794746792312125,-4094.199951171875,-3779.400146484375,22.59695053100586,64.93108367919922
/home/matt/Documents/bench/GSET/set/G008,4,0.46402642055943366,51.794746792312125,-4088.60009765625,-3261.800048828125,21.125024795532227,100.59577178955078
/home/matt/Documents/bench/GSET/set/G008,8,0.46402642055943366,51.794746792312125,-4095.400146484375,-2722.0,27.873523712158203,104.90634155273438
/home/matt/Documents/bench/GSET/set/G008,2,0.7600259540947164,31.622776601683793,-4110.2001953125,-3109.0,32.55693817138672,92.90020751953125
/home/matt/Documents/bench/GSET/set/G008,4,0.7600259540947164,31.622776601683793,-4079.0,-1735.5999755859375,37.336307525634766,155.271240234375
/home/matt/Documents/bench/GSET/set/G008,8,0.7600259540947164,31.622776601683793,-3649.199951171875,-1206.800048828125,968.9074096679688,153.5714111328125
/home/matt/Documents/bench/GSET/set/G008,2,1.2448417273334944,19.306977288832506,-4063.199951171875,-2675.400146484375,22.31490135192871,144.72671508789062
/home/matt/Documents/bench/GSET/set/G008,4,1.2448417273334944,19.306977288832506,-3074.400146484375,-1565.0,758.518310546875,134.15164184570312
/home/matt/Documents/bench/GSET/set/G008,8,1.2448417273334944,19.306977288832506,-2458.800048828125,-1081.4000244140625,373.9271240234375,139.73007202148438
/home/matt/Documents/bench/GSET/set/G008,2,2.038918431353357,11.787686347935878,-4025.60009765625,-2123.800048828125,53.43990707397461,112.25546264648438
/home/matt/Documents/bench/GSET/set/G008,4,2.038918431353357,11.787686347935878,-1262.4000244140625,-886.4000244140625,416.2657470703125,145.9248046875
/home/matt/Documents/bench/GSET/set/G008,8,2.038918431353357,11.787686347935878,-653.0,-425.20001220703125,511.0009765625,160.49977111816406
/home/matt/Documents/bench/GSET/set/G008,2,3.3395316677063165,7.196856730011521,-3349.400146484375,-1995.800048828125,415.4719543457031,123.89762115478516
/home/matt/Documents/bench/GSET/set/G008,4,3.3395316677063165,7.196856730011521,-909.4000244140625,-838.0,794.0574340820312,118.68164825439453
/home/matt/Documents/bench/GSET/set/G008,8,3.3395316677063165,7.196856730011521,-1004.2000122070312,-375.0,622.612060546875,141.79562377929688
/home/matt/Documents/bench/GSET/set/G008,2,5.469797902709988,4.39397056076079,-2641.60009765625,-2110.400146484375,583.2276611328125,144.3446502685547
/home/matt/Documents/bench/GSET/set/G008,4,5.469797902709988,4.39397056076079,-713.7999877929688,-914.6000366210938,677.7987060546875,125.80426025390625
/home/matt/Documents/bench/GSET/set/G008,8,5.469797902709988,4.39397056076079,-445.6000061035156,-350.6000061035156,577.4763793945312,91.0923843383789
/home/matt/Documents/bench/GSET/set/G008,2,8.95894756315922,2.6826957952797272,-2277.199951171875,-2198.0,392.6968994140625,237.0860137939453
/home/matt/Documents/bench/GSET/set/G008,4,8.95894756315922,2.6826957952797272,-1395.800048828125,-808.4000244140625,416.3774719238281,155.48291015625
/home/matt/Documents/bench/GSET/set/G008,8,8.95894756315922,2.6826957952797272,-696.0,-386.0,475.258056640625,158.34420776367188
/home/matt/Documents/bench/GSET/set/G008,2,14.67380383462994,1.6378937069540647,-2294.400146484375,-2385.60009765625,449.0709228515625,134.860595703125
/home/matt/Documents/bench/GSET/set/G008,4,14.67380383462994,1.6378937069540647,-1235.2000732421875,-984.0,376.55419921875,241.08090209960938
/home/matt/Documents/bench/GSET/set/G008,8,14.67380383462994,1.6378937069540647,-719.4000244140625,-446.6000061035156,359.4143981933594,78.02022552490234
/home/matt/Documents/bench/GSET/set/G008,2,24.0341309578188,1.0,-2159.400146484375,-2421.800048828125,275.3439025878906,117.94329071044922
/home/matt/Documents/bench/GSET/set/G008,4,24.0341309578188,1.0,-902.7999877929688,-899.4000244140625,331.6841735839844,133.64646911621094
/home/matt/Documents/bench/GSET/set/G008,8,24.0341309578188,1.0,-329.8000183105469,-463.8000183105469,417.0578918457031,184.1531982421875
/home/matt/Documents/bench/GSET/set/G014,2,0.024034130957818797,1000.0,-1363.4000244140625,-1377.2000732421875,12.859920501708984,12.33603572845459
/home/matt/Documents/bench/GSET/set/G014,4,0.024034130957818797,1000.0,-1363.5999755859375,-1379.800048828125,16.96532440185547,16.903640747070312
/home/matt/Documents/bench/GSET/set/G014,8,0.024034130957818797,1000.0,-1370.2000732421875,-1378.5999755859375,7.743104934692383,10.458388328552246
/home/matt/Documents/bench/GSET/set/G014,2,0.03936535184792128,610.5402296585327,-1369.2000732421875,-1376.2000732421875,12.899614334106445,7.3303022384643555
/home/matt/Documents/bench/GSET/set/G014,4,0.03936535184792128,610.5402296585327,-1369.0,-1379.4000244140625,13.960261344909668,10.068657875061035
/home/matt/Documents/bench/GSET/set/G014,8,0.03936535184792128,610.5402296585327,-1366.800048828125,-1372.5999755859375,10.921945571899414,14.485235214233398
/home/matt/Documents/bench/GSET/set/G014,2,0.06447626206374275,372.7593720314942,-1364.800048828125,-1379.5999755859375,14.8832426071167,12.139925003051758
/home/matt/Documents/bench/GSET/set/G014,4,0.06447626206374275,372.7593720314942,-1366.0,-1376.2000732421875,15.944348335266113,10.390166282653809
/home/matt/Documents/bench/GSET/set/G014,8,0.06447626206374275,372.7593720314942,-1367.5999755859375,-1378.4000244140625,10.362324714660645,12.500666618347168
/home/matt/Documents/bench/GSET/set/G014,2,0.10560526388212535,227.58459260747887,-1363.2000732421875,-1381.4000244140625,11.04335880279541,14.758792877197266
/home/matt/Documents/bench/GSET/set/G014,4,0.10560526388212535,227.58459260747887,-1364.5999755859375,-1370.2000732421875,10.627001762390137,10.432852745056152
/home/matt/Documents/bench/GSET/set/G014,8,0.10560526388212535,227.58459260747887,-1375.2000732421875,-1369.800048828125,12.656147003173828,21.30101776123047
/home/matt/Documents/bench/GSET/set/G014,2,0.1729701971337565,138.94954943731375,-1369.0,-1382.2000732421875,10.295628547668457,13.998407363891602
/home/matt/Documents/bench/GSET/set/G014,4,0.1729701971337565,138.94954943731375,-1366.800048828125,-1366.4000244140625,6.679986953735352,22.14697265625
/home/matt/Documents/bench/GSET/set/G014,8,0.1729701971337565,138.94954943731375,-1362.800048828125,-1333.4000244140625,14.763318061828613,29.394622802734375
/home/matt/Documents/bench/GSET/set/G014,2,0.28330679737598363,84.83428982440721,-1371.5999755859375,-1361.4000244140625,11.577751159667969,16.466800689697266
/home/matt/Documents/bench/GSET/set/G014,4,0.28330679737598363,84.83428982440721,-1365.0,-1270.800048828125,9.249624252319336,21.482805252075195
/home/matt/Documents/bench/GSET/set/G014,8,0.28330679737598363,84.83428982440721,2563.400146484375,-1277.5999755859375,447.6924133300781,47.99814224243164
/home/matt/Documents/bench/GSET/set/G014,2,0.46402642055943366,51.794746792312125,-1360.2000732421875,-1366.800048828125,12.55919361114502,16.226179122924805
/home/matt/Documents/bench/GSET/set/G014,4,0.46402642055943366,51.794746792312125,-1336.800048828125,-1328.0,10.119297981262207,21.82762336730957
/home/matt/Documents/bench/GSET/set/G014,8,0.46402642055943366,51.794746792312125,3176.199951171875,-1302.800048828125,65.94577026367188,16.817975997924805
/home/matt/Documents/bench/GSET/set/G014,2,0.7600259540947164,31.622776601683793,-1368.4000244140625,-1333.0,9.605555534362793,14.275068283081055
/home/matt/Documents/bench/GSET/set/G014,4,0.7600259540947164,31.622776601683793,2107.800048828125,-1243.5999755859375,174.9703369140625,26.005126953125
/home/matt/Documents/bench/GSET/set/G014,8,0.7600259540947164,31.622776601683793,4472.0,-1177.4000244140625,39.63163757324219,57.55036926269531
/home/matt/Documents/bench/GSET/set/G014,2,1.2448417273334944,19.306977288832506,-1359.2000732421875,-1175.2000732421875,11.895837783813477,34.66923141479492
/home/matt/Documents/bench/GSET/set/G014,4,1.2448417273334944,19.306977288832506,259.20001220703125,-886.0,36.223995208740234,62.65957260131836
/home/matt/Documents/bench/GSET/set/G014,8,1.2448417273334944,19.306977288832506,-0.800000011920929,-682.0,12.830519676208496,71.5852279663086
/home/matt/Documents/bench/GSET/set/G014,2,2.038918431353357,11.787686347935878,-1350.2000732421875,-1077.4000244140625,11.053410530090332,31.60942268371582
/home/matt/Documents/bench/GSET/set/G014,4,2.038918431353357,11.787686347935878,1667.4000244140625,-672.0,866.5949096679688,39.67646789550781
/home/matt/Documents/bench/GSET/set/G014,8,2.038918431353357,11.787686347935878,4421.0,-475.0,19.51069450378418,34.257198333740234
/home/matt/Documents/bench/GSET/set/G014,2,3.3395316677063165,7.196856730011521,-1317.0,-962.4000244140625,33.94439697265625,23.56645393371582
/home/matt/Documents/bench/GSET/set/G014,4,3.3395316677063165,7.196856730011521,1352.0,-518.0,614.1400146484375,58.56809997558594
/home/matt/Documents/bench/GSET/set/G014,8,3.3395316677063165,7.196856730011521,4366.39990234375,-339.20001220703125,23.358081817626953,41.227821350097656
/home/matt/Documents/bench/GSET/set/G014,2,5.469797902709988,4.39397056076079,-1244.0,-842.7999877929688,62.78004455566406,39.25075912475586
/home/matt/Documents/bench/GSET/set/G014,4,5.469797902709988,4.39397056076079,1152.800048828125,-468.0,485.5074768066406,59.014122009277344
/home/matt/Documents/bench/GSET/set/G014,8,5.469797902709988,4.39397056076079,3578.199951171875,-258.20001220703125,1053.14111328125,61.147911071777344
/home/matt/Documents/bench/GSET/set/G014,2,8.95894756315922,2.6826957952797272,-1076.0,-835.7999877929688,91.77750396728516,30.382015228271484
/home/matt/Documents/bench/GSET/set/G014,4,8.95894756315922,2.6826957952797272,723.6000366210938,-457.0,305.785400390625,46.564170837402344
/home/matt/Documents/bench/GSET/set/G014,8,8.95894756315922,2.6826957952797272,2818.800048828125,-274.8000183105469,1319.3436279296875,50.73854446411133
/home/matt/Documents/bench/GSET/set/G014,2,14.67380383462994,1.6378937069540647,-1019.2000122070312,-848.2000122070312,94.73331451416016,36.96785354614258
/home/matt/Documents/bench/GSET/set/G014,4,14.67380383462994,1.6378937069540647,447.8000183105469,-454.6000061035156,171.6571502685547,33.42720031738281
/home/matt/Documents/bench/GSET/set/G014,8,14.67380383462994,1.6378937069540647,2029.5999755859375,-228.8000030517578,591.6702270507812,49.34414291381836
/home/matt/Documents/bench/GSET/set/G014,2,24.0341309578188,1.0,-825.4000244140625,-916.0,110.81937408447266,43.594085693359375
/home/matt/Documents/bench/GSET/set/G014,4,24.0341309578188,1.0,396.3999938964844,-516.0,131.27003479003906,50.71927261352539
/home/matt/Documents/bench/GSET/set/G014,8,24.0341309578188,1.0,1815.2000732421875,-280.6000061035156,591.66748046875,80.46006774902344
/home/matt/Documents/bench/GSET/set/G018,2,0.024034130957818797,1000.0,-1872.2000732421875,-1857.4000244140625,29.83584213256836,14.423748970031738
/home/matt/Documents/bench/GSET/set/G018,4,0.024034130957818797,1000.0,-1863.2000732421875,-1869.4000244140625,16.71193504333496,20.8497314453125
/home/matt/Documents/bench/GSET/set/G018,8,0.024034130957818797,1000.0,-1861.5999755859375,-1868.5999755859375,20.971940994262695,24.76647186279297
/home/matt/Documents/bench/GSET/set/G018,2,0.03936535184792128,610.5402296585327,-1871.4000244140625,-1867.2000732421875,16.971874237060547,22.275049209594727
/home/matt/Documents/bench/GSET/set/G018,4,0.03936535184792128,610.5402296585327,-1868.4000244140625,-1867.2000732421875,21.453813552856445,21.627155303955078
/home/matt/Documents/bench/GSET/set/G018,8,0.03936535184792128,610.5402296585327,-1875.800048828125,-1862.5999755859375,18.097261428833008,23.075727462768555
/home/matt/Documents/bench/GSET/set/G018,2,0.06447626206374275,372.7593720314942,-1873.2000732421875,-1872.4000244140625,17.440702438354492,23.62296485900879
/home/matt/Documents/bench/GSET/set/G018,4,0.06447626206374275,372.7593720314942,-1864.800048828125,-1874.4000244140625,24.31643295288086,18.30118179321289
/home/matt/Documents/bench/GSET/set/G018,8,0.06447626206374275,372.7593720314942,-1872.0,-1874.5999755859375,18.354528427124023,24.550174713134766
/home/matt/Documents/bench/GSET/set/G018,2,0.10560526388212535,227.58459260747887,-1871.5999755859375,-1863.5999755859375,23.528701782226562,24.162405014038086
/home/matt/Documents/bench/GSET/set/G018,4,0.10560526388212535,227.58459260747887,-1867.800048828125,-1870.2000732421875,22.200096130371094,18.772310256958008
/home/matt/Documents/bench/GSET/set/G018,8,0.10560526388212535,227.58459260747887,-1866.4000244140625,-1851.0,14.135848999023438,32.56787872314453
/home/matt/Documents/bench/GSET/set/G018,2,0.1729701971337565,138.94954943731375,-1874.800048828125,-1873.5999755859375,20.048830032348633,21.536529541015625
/home/matt/Documents/bench/GSET/set/G018,4,0.1729701971337565,138.94954943731375,-1867.5999755859375,-1814.2000732421875,20.34807777404785,38.90100860595703
/home/matt/Documents/bench/GSET/set/G018,8,0.1729701971337565,138.94954943731375,-1869.5999755859375,-1769.0,19.500438690185547,86.84213256835938
/home/matt/Documents/bench/GSET/set/G018,2,0.28330679737598363,84.83428982440721,-1876.0,-1841.2000732421875,15.463216781616211,28.066587448120117
/home/matt/Documents/bench/GSET/set/G018,4,0.28330679737598363,84.83428982440721,-1876.2000732421875,-1637.4000244140625,24.952407836914062,83.28292083740234
/home/matt/Documents/bench/GSET/set/G018,8,0.28330679737598363,84.83428982440721,-1868.4000244140625,-1467.800048828125,17.455976486206055,105.61334228515625
/home/matt/Documents/bench/GSET/set/G018,2,0.46402642055943366,51.794746792312125,-1870.800048828125,-1845.0,32.689788818359375,33.45643997192383
/home/matt/Documents/bench/GSET/set/G018,4,0.46402642055943366,51.794746792312125,-1862.2000732421875,-1754.4000244140625,17.725055694580078,56.077720642089844
/home/matt/Documents/bench/GSET/set/G018,8,0.46402642055943366,51.794746792312125,-1870.2000732421875,-1678.5999755859375,21.30101776123047,69.94633483886719
/home/matt/Documents/bench/GSET/set/G018,2,0.7600259540947164,31.622776601683793,-1866.5999755859375,-1785.800048828125,18.160995483398438,41.52054214477539
/home/matt/Documents/bench/GSET/set/G018,4,0.7600259540947164,31.622776601683793,-1857.2000732421875,-1490.0,12.899608612060547,91.0482177734375
/home/matt/Documents/bench/GSET/set/G018,8,0.7600259540947164,31.622776601683793,-1857.4000244140625,-1330.4000244140625,19.184494018554688,80.3038558959961
/home/matt/Documents/bench/GSET/set/G018,2,1.2448417273334944,19.306977288832506,-1859.5999755859375,-1507.2000732421875,16.833831787109375,44.971107482910156
/home/matt/Documents/bench/GSET/set/G018,4,1.2448417273334944,19.306977288832506,-1852.0,-964.4000244140625,31.2125244140625,89.52119445800781
/home/matt/Documents/bench/GSET/set/G018,8,1.2448417273334944,19.306977288832506,-1707.0,-683.0,173.58250427246094,101.6672134399414
/home/matt/Documents/bench/GSET/set/G018,2,2.038918431353357,11.787686347935878,-1862.4000244140625,-1365.800048828125,26.03928565979004,67.74100494384766
/home/matt/Documents/bench/GSET/set/G018,4,2.038918431353357,11.787686347935878,-1515.5999755859375,-736.4000244140625,162.22836303710938,58.216453552246094
/home/matt/Documents/bench/GSET/set/G018,8,2.038918431353357,11.787686347935878,-811.4000244140625,-406.6000061035156,180.24440002441406,80.5042495727539
/home/matt/Documents/bench/GSET/set/G018,2,3.3395316677063165,7.196856730011521,-1833.0,-1193.2000732421875,36.003089904785156,61.48677062988281
/home/matt/Documents/bench/GSET/set/G018,4,3.3395316677063165,7.196856730011521,-1138.2000732421875,-579.4000244140625,284.8335876464844,54.29180145263672
/home/matt/Documents/bench/GSET/set/G018,8,3.3395316677063165,7.196856730011521,-566.0,-365.6000061035156,321.91510009765625,48.31195068359375
/home/matt/Documents/bench/GSET/set/G018,2,5.469797902709988,4.39397056076079,-1703.2000732421875,-1157.4000244140625,86.41090393066406,41.548370361328125
/home/matt/Documents/bench/GSET/set/G018,4,5.469797902709988,4.39397056076079,-815.0,-571.6000366210938,353.07318115234375,76.53495788574219
/home/matt/Documents/bench/GSET/set/G018,8,5.469797902709988,4.39397056076079,-338.20001220703125,-276.6000061035156,310.4755554199219,82.68305969238281
/home/matt/Documents/bench/GSET/set/G018,2,8.95894756315922,2.6826957952797272,-1476.5999755859375,-1138.0,120.52497100830078,47.19699478149414
/home/matt/Documents/bench/GSET/set/G018,4,8.95894756315922,2.6826957952797272,-805.7999877929688,-593.4000244140625,198.03355407714844,65.81489562988281
/home/matt/Documents/bench/GSET/set/G018,8,8.95894756315922,2.6826957952797272,-548.0,-320.6000061035156,361.420654296875,60.68534469604492
/home/matt/Documents/bench/GSET/set/G018,2,14.67380383462994,1.6378937069540647,-1364.2000732421875,-1137.4000244140625,154.825927734375,30.244192123413086
/home/matt/Documents/bench/GSET/set/G018,4,14.67380383462994,1.6378937069540647,-758.4000244140625,-578.6000366210938,219.02978515625,55.55418014526367
/home/matt/Documents/bench/GSET/set/G018,8,14.67380383462994,1.6378937069540647,-503.0,-282.20001220703125,184.90176391601562,58.22904968261719
/home/matt/Documents/bench/GSET/set/G018,2,24.0341309578188,1.0,-1233.2000732421875,-1207.2000732421875,184.44439697265625,54.676422119140625
/home/matt/Documents/bench/GSET/set/G018,4,24.0341309578188,1.0,-604.4000244140625,-669.2000122070312,175.09312438964844,64.79505920410156
/home/matt/Documents/bench/GSET/set/G018,8,24.0341309578188,1.0,-268.0,-283.3999938964844,165.2311553955078,76.56543731689453
